,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
11,Combat Professor,W,4.0,{3}{W},2.0,3.0,,"Flying
At the beginning of combat on your turn, target creature you control gets +1/+0 and gains vigilance until end of turn.",common,Flying,,Creature
12,Defend the Campus,W,4.0,{3}{W},,,,"Choose one —
• Creatures you control get +1/+1 until end of turn.
• Destroy target creature with power 4 or greater.",common,,,Instant
13,Detention Vortex,W,1.0,{W},,,,"Enchant nonland permanent
Enchanted permanent can't attack or block, and its activated abilities can't be activated.
{3}: Destroy Detention Vortex. Only your opponents may activate this ability and only as a sorcery.",uncommon,Enchant,,Enchantment
14,Devastating Mastery,W,6.0,{2}{W}{W}{W}{W},,,,"You may pay {2}{W}{W} rather than pay this spell's mana cost.
If the {2}{W}{W} cost was paid, an opponent chooses up to two nonland permanents they control and returns them to their owner's hand.
Destroy all nonland permanents.",rare,,,Sorcery
15,Dueling Coach,W,4.0,{3}{W},2.0,2.0,,"When Dueling Coach enters the battlefield, put a +1/+1 counter on target creature.
{4}{W}, {T}: Put a +1/+1 counter on each creature you control with a +1/+1 counter on it.",uncommon,,,Creature
16,Eager First-Year,W,2.0,{1}{W},2.0,2.0,,"Magecraft — Whenever you cast or copy an instant or sorcery spell, Eager First-Year gets +1/+0 until end of turn.",common,Magecraft,,Creature
17,Elite Spellbinder,W,3.0,{2}{W},3.0,1.0,,"Flying
When Elite Spellbinder enters the battlefield, look at target opponent's hand. You may exile a nonland card from it. For as long as that card remains exiled, its owner may play it. A spell cast this way costs {2} more to cast.",rare,Flying,,Creature
18,Expel,W,3.0,{2}{W},,,,Exile target tapped creature.,common,,,Instant
19,Guiding Voice,W,1.0,{W},,,,"Put a +1/+1 counter on target creature.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",common,Learn,,Sorcery
20,Leonin Lightscribe,W,2.0,{1}{W},2.0,2.0,,"Magecraft — Whenever you cast or copy an instant or sorcery spell, creatures you control get +1/+1 until end of turn.",rare,Magecraft,,Creature
21,"Mavinda, Students' Advocate",W,3.0,{2}{W},2.0,3.0,,"Flying
{0}: You may cast target instant or sorcery card from your graveyard this turn. If that spell doesn't target a creature you control, it costs {8} more to cast this way. If that spell would be put into your graveyard, exile it instead. Activate only once each turn. (You still pay the spell's costs. Timing rules for the spell still apply.)",mythic,Flying,Legendary,Creature
22,Pilgrim of the Ages,W,3.0,{2}{W},2.0,1.0,,"When Pilgrim of the Ages enters the battlefield, you may search your library for a basic Plains card, reveal it, put it into your hand, then shuffle.
{6}: Return Pilgrim of the Ages from your graveyard to your hand.",common,,,Creature
23,Pillardrop Rescuer,W,5.0,{4}{W},2.0,2.0,,"Flying
When Pillardrop Rescuer enters the battlefield, return target creature card with mana value 3 or less from your graveyard to your hand.",common,Flying,,Creature
24,Professor of Symbology,W,2.0,{1}{W},2.0,1.0,,"When Professor of Symbology enters the battlefield, learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",uncommon,Learn,,Creature
25,Reduce to Memory,W,3.0,{1}{W}{W},,,,Exile target nonland permanent. Its controller creates a 3/2 red and white Spirit creature token.,uncommon,,,Sorcery
26,Secret Rendezvous,W,3.0,{1}{W}{W},,,,You and target opponent each draw three cards.,uncommon,,,Sorcery
27,Semester's End,W,4.0,{3}{W},,,,"Exile any number of target creatures and/or planeswalkers you control. At the beginning of the next end step, return each of them to the battlefield under its owner's control. Each of them enters the battlefield with an additional +1/+1 counter on it if it's a creature and an additional loyalty counter on it if it's a planeswalker.",rare,,,Instant
28,Show of Confidence,W,2.0,{1}{W},,,,"When you cast this spell, copy it for each other instant and sorcery spell you've cast this turn. You may choose new targets for the copies.
Put a +1/+1 counter on target creature. It gains vigilance until end of turn.",uncommon,,,Instant
29,Sparring Regimen,W,3.0,{2}{W},,,,"When Sparring Regimen enters the battlefield, learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)
Whenever you attack, put a +1/+1 counter on target attacking creature and untap it.",rare,Learn,,Enchantment
30,Star Pupil,W,1.0,{W},0.0,0.0,,"Star Pupil enters the battlefield with a +1/+1 counter on it.
When Star Pupil dies, put its counters on target creature you control.",common,,,Creature
31,Stonebinder's Familiar,W,1.0,{W},1.0,1.0,,"Whenever one or more cards are put into exile during your turn, put a +1/+1 counter on Stonebinder's Familiar. This ability triggers only once each turn.",uncommon,,,Creature
32,Stonerise Spirit,W,2.0,{1}{W},1.0,2.0,,"Flying
{4}, Exile a card from your graveyard: Target creature gains flying until end of turn.",common,Flying,,Creature
33,Strict Proctor,W,2.0,{1}{W},1.0,3.0,,"Flying
Whenever a permanent entering the battlefield causes a triggered ability to trigger, counter that ability unless its controller pays {2}.",rare,Flying,,Creature
34,Study Break,W,2.0,{1}{W},,,,"Tap up to two target creatures.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",common,Learn,,Instant
35,Thunderous Orator,W,2.0,{1}{W},2.0,2.0,,"Vigilance
Whenever Thunderous Orator attacks, it gains flying until end of turn if you control a creature with flying. The same is true for first strike, double strike, deathtouch, indestructible, lifelink, menace, and trample.",uncommon,Vigilance,,Creature
36,Arcane Subtraction,U,2.0,{1}{U},,,,"Target creature gets -4/-0 until end of turn.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",common,Learn,,Instant
37,Archmage Emeritus,U,4.0,{2}{U}{U},2.0,2.0,,"Magecraft — Whenever you cast or copy an instant or sorcery spell, draw a card.",rare,Magecraft,,Creature
38,Burrog Befuddler,U,2.0,{1}{U},2.0,1.0,,"Flash
When Burrog Befuddler enters the battlefield, target creature an opponent controls gets -1/-0 until end of turn.",common,Flash,,Creature
39,Bury in Books,U,5.0,{4}{U},,,,"This spell costs {2} less to cast if it targets an attacking creature.
Put target creature into its owner's library second from the top.",common,,,Instant
40,Curate,U,2.0,{1}{U},,,,"Look at the top two cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.
Draw a card.",common,,,Instant
41,Divide by Zero,U,3.0,{2}{U},,,,"Return target spell or permanent with mana value 1 or greater to its owner's hand.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",uncommon,Learn,,Instant
42,Dream Strix,U,3.0,{2}{U},3.0,2.0,,"Flying
When Dream Strix becomes the target of a spell, sacrifice it.
When Dream Strix dies, learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",rare,"Flying, Learn",,Creature
43,Frost Trickster,U,3.0,{2}{U},2.0,2.0,,"Flying
When Frost Trickster enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",common,Flying,,Creature
44,Ingenious Mastery,U,3.0,{X}{2}{U},,,,"You may pay {2}{U} rather than pay this spell's mana cost.
If the {2}{U} cost was paid, you draw three cards, then an opponent creates two Treasure tokens and they scry 2. If that cost wasn't paid, you draw X cards.",rare,Scry,,Sorcery
45,Kelpie Guide,U,3.0,{2}{U},2.0,2.0,,"{T}: Untap another target permanent you control.
{T}: Tap target permanent. Activate only if you control eight or more lands.",uncommon,,,Creature
46,Mentor's Guidance,U,3.0,{2}{U},,,,"When you cast this spell, copy it if you control a planeswalker, Cleric, Druid, Shaman, Warlock, or Wizard.
Scry 1, then draw a card.",uncommon,Scry,,Sorcery
47,Mercurial Transformation,U,2.0,{1}{U},,,,"Until end of turn, target nonland permanent loses all abilities and becomes your choice of a blue Frog creature with base power and toughness 1/1 or a blue Octopus creature with base power and toughness 4/4.",uncommon,,,Sorcery
48,Multiple Choice,U,1.0,{X}{U},,,,"If X is 1, scry 1, then draw a card.
If X is 2, you may choose a player. They return a creature they control to its owner's hand.
If X is 3, create a 4/4 blue and red Elemental creature token.
If X is 4 or more, do all of the above.",rare,Scry,,Sorcery
49,Pop Quiz,U,3.0,{2}{U},,,,"Draw a card.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",common,Learn,,Instant
50,Reject,U,2.0,{1}{U},,,,"Counter target creature or planeswalker spell unless its controller pays {3}. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",common,,,Instant
51,Resculpt,U,2.0,{1}{U},,,,Exile target artifact or creature. Its controller creates a 4/4 blue and red Elemental creature token.,common,,,Instant
52,Serpentine Curve,U,4.0,{3}{U},,,,"Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it, where X is one plus the total number of instant and sorcery cards you own in exile and in your graveyard.",common,,,Sorcery
53,Snow Day,U,6.0,{4}{U}{U},,,,"Tap up to two target creatures. Those creatures don't untap during their controller's next untap step.
Draw two cards, then discard a card.",uncommon,,,Instant
54,Solve the Equation,U,3.0,{2}{U},,,,"Search your library for an instant or sorcery card, reveal it, put it into your hand, then shuffle.",uncommon,,,Sorcery
55,Soothsayer Adept,U,2.0,{1}{U},1.0,3.0,,"{1}{U}, {T}: Draw a card, then discard a card.",common,,,Creature
56,Symmetry Sage,U,1.0,{U},0.0,2.0,,"Flying
Magecraft — Whenever you cast or copy an instant or sorcery spell, target creature you control has base power 2 until end of turn.",uncommon,"Flying, Magecraft",,Creature
57,Teachings of the Archaics,U,3.0,{2}{U},,,,"If an opponent has more cards in hand than you, draw two cards. Draw three cards instead if an opponent has at least four more cards in hand than you.",rare,,,Sorcery
58,Tempted by the Oriq,U,4.0,{1}{U}{U}{U},,,,"For each opponent, gain control of up to one target creature or planeswalker that player controls with mana value 3 or less.",rare,,,Sorcery
59,Test of Talents,U,2.0,{1}{U},,,,"Counter target instant or sorcery spell. Search its controller's graveyard, hand, and library for any number of cards with the same name as that spell and exile them. That player shuffles, then draws a card for each card exiled from their hand this way.",uncommon,,,Instant
60,Vortex Runner,U,3.0,{2}{U},2.0,3.0,,"As long as you control eight or more lands, Vortex Runner gets +1/+0 and can't be blocked.",common,,,Creature
61,Waterfall Aerialist,U,4.0,{3}{U},3.0,1.0,,"Flying
Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)",common,"Flying, Ward",,Creature
62,Wormhole Serpent,U,5.0,{4}{U},3.0,5.0,,{3}{U}: Target creature can't be blocked this turn.,uncommon,,,Creature
63,Arrogant Poet,B,2.0,{1}{B},2.0,1.0,,"Whenever Arrogant Poet attacks, you may pay 2 life. If you do, it gains flying until end of turn.",common,,,Creature
64,Baleful Mastery,B,4.0,{3}{B},,,,"You may pay {1}{B} rather than pay this spell's mana cost.
If the {1}{B} cost was paid, an opponent draws a card.
Exile target creature or planeswalker.",rare,,,Instant
65,Brackish Trudge,B,3.0,{2}{B},4.0,2.0,,"Brackish Trudge enters the battlefield tapped.
{1}{B}: Return Brackish Trudge from your graveyard to your hand. Activate only if you gained life this turn.",uncommon,,,Creature
66,Callous Bloodmage,B,3.0,{2}{B},2.0,1.0,,"When Callous Bloodmage enters the battlefield, choose one —
• Create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""
• You draw a card and you lose 1 life.
• Exile target player's graveyard.",rare,,,Creature
67,Confront the Past,B,1.0,{X}{B},,,,"Choose one —
• Return target planeswalker card with mana value X or less from your graveyard to the battlefield.
• Remove twice X loyalty counters from target planeswalker an opponent controls.",rare,,,Sorcery
68,Crushing Disappointment,B,4.0,{3}{B},,,,Each player loses 2 life. You draw two cards.,common,,,Instant
69,Essence Infusion,B,2.0,{1}{B},,,,Put two +1/+1 counters on target creature. It gains lifelink until end of turn.,common,,,Sorcery
70,Eyetwitch,B,1.0,{B},1.0,1.0,,"Flying
When Eyetwitch dies, learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",uncommon,"Flying, Learn",,Creature
71,Flunk,B,2.0,{1}{B},,,,"Target creature gets -X/-X until end of turn, where X is 7 minus the number of cards in that creature's controller's hand.",uncommon,,,Instant
72,Go Blank,B,3.0,{2}{B},,,,Target player discards two cards. Then exile that player's graveyard.,uncommon,,,Sorcery
73,Hunt for Specimens,B,2.0,{1}{B},,,,"Create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",common,Learn,,Sorcery
74,Lash of Malice,B,1.0,{B},,,,Target creature gets +2/-2 until end of turn.,common,,,Instant
75,Leech Fanatic,B,2.0,{1}{B},2.0,2.0,,"As long as it's your turn, Leech Fanatic has lifelink.",common,,,Creature
76,Mage Hunter,B,4.0,{3}{B},3.0,4.0,,"Whenever an opponent casts or copies an instant or sorcery spell, they lose 1 life.",uncommon,,,Creature
77,Mage Hunters' Onslaught,B,4.0,{2}{B}{B},,,,"Destroy target creature or planeswalker.
Whenever a creature blocks this turn, its controller loses 1 life.",common,,,Sorcery
78,Necrotic Fumes,B,3.0,{1}{B}{B},,,,"As an additional cost to cast this spell, exile a creature you control.
Exile target creature or planeswalker.",uncommon,,,Sorcery
79,Novice Dissector,B,4.0,{3}{B},3.0,3.0,,"{1}, Sacrifice another creature: Put a +1/+1 counter on target creature. Activate only as a sorcery.",common,,,Creature
80,Oriq Loremage,B,4.0,{2}{B}{B},3.0,3.0,,"{T}: Search your library for a card, put it into your graveyard, then shuffle. If it's an instant or sorcery card, put a +1/+1 counter on Oriq Loremage.",rare,,,Creature
81,Plumb the Forbidden,B,2.0,{1}{B},,,,"As an additional cost to cast this spell, you may sacrifice one or more creatures. When you do, copy this spell for each creature sacrificed this way.
You draw a card and you lose 1 life.",uncommon,,,Instant
82,Poet's Quill,B,2.0,{1}{B},,,,"When Poet's Quill enters the battlefield, learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)
Equipped creature gets +1/+1 and has lifelink.
Equip {1}{B}",rare,"Equip, Learn",,Artifact
83,Professor Onyx,B,6.0,{4}{B}{B},,,5.0,"Magecraft — Whenever you cast or copy an instant or sorcery spell, each opponent loses 2 life and you gain 2 life.
[+1]: You lose 1 life. Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.
[−3]: Each opponent sacrifices a creature with the greatest power among creatures that player controls.
[−8]: Each opponent may discard a card. If they don't, they lose 3 life. Repeat this process six more times.",mythic,Magecraft,Legendary,Planeswalker
84,Professor's Warning,B,1.0,{B},,,,"Choose one —
• Put a +1/+1 counter on target creature.
• Target creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",common,,,Instant
85,Promising Duskmage,B,3.0,{2}{B},2.0,3.0,,"When Promising Duskmage dies, if it had a +1/+1 counter on it, draw a card.",common,,,Creature
86,Sedgemoor Witch,B,3.0,{2}{B},3.0,2.0,,"Menace
Ward—Pay 3 life. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays 3 life.)
Magecraft — Whenever you cast or copy an instant or sorcery spell, create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""",rare,"Magecraft, Menace, Ward",,Creature
87,Specter of the Fens,B,4.0,{3}{B},2.0,3.0,,"Flying
{5}{B}: Target opponent loses 2 life and you gain 2 life.",common,Flying,,Creature
88,Tenured Inkcaster,B,5.0,{4}{B},2.0,2.0,,"When Tenured Inkcaster enters the battlefield, put a +1/+1 counter on target creature.
Whenever a creature you control with a +1/+1 counter on it attacks, each opponent loses 1 life and you gain 1 life.",uncommon,,,Creature
89,Umbral Juke,B,3.0,{2}{B},,,,"Choose one —
• Target player sacrifices a creature or planeswalker.
• Create a 2/1 white and black Inkling creature token with flying.",uncommon,,,Instant
90,Unwilling Ingredient,B,1.0,{B},1.0,1.0,,"Menace (This creature can't be blocked except by two or more creatures.)
{2}{B}, Exile Unwilling Ingredient from your graveyard: You draw a card and you lose 1 life.",common,Menace,,Creature
91,Academic Dispute,R,1.0,{R},,,,"Target creature blocks this turn if able. You may have it gain reach until end of turn.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",uncommon,Learn,,Instant
92,Ardent Dustspeaker,R,5.0,{4}{R},3.0,4.0,,"Whenever Ardent Dustspeaker attacks, you may put an instant or sorcery card from your graveyard on the bottom of your library. If you do, exile the top two cards of your library. You may play those cards this turn.",uncommon,,,Creature
93,Blood Age General,R,2.0,{1}{R},2.0,2.0,,{T}: Attacking Spirits get +1/+0 until end of turn.,common,,,Creature
94,Conspiracy Theorist,R,2.0,{1}{R},2.0,2.0,,"Whenever Conspiracy Theorist attacks, you may pay {1} and discard a card. If you do, draw a card.
Whenever you discard one or more nonland cards, you may exile one of them from your graveyard. If you do, you may cast it this turn.",rare,,,Creature
95,Crackle with Power,R,2.0,{X}{X}{X}{R}{R},,,,Crackle with Power deals five times X damage to each of up to X targets.,mythic,,,Sorcery
96,Draconic Intervention,R,4.0,{2}{R}{R},,,,"As an additional cost to cast this spell, exile an instant or sorcery card from your graveyard.
Draconic Intervention deals X damage to each non-Dragon creature, where X is the exiled card's mana value. If a creature dealt damage this way would die this turn, exile it instead.
Exile Draconic Intervention.",rare,,,Sorcery
97,Dragon's Approach,R,3.0,{2}{R},,,,"Dragon's Approach deals 3 damage to each opponent. You may exile Dragon's Approach and four cards named Dragon's Approach from your graveyard. If you do, search your library for a Dragon creature card, put it onto the battlefield, then shuffle.
A deck can have any number of cards named Dragon's Approach.",common,,,Sorcery
98,Efreet Flamepainter,R,4.0,{3}{R},1.0,4.0,,"Double strike
Whenever Efreet Flamepainter deals combat damage to a player, you may cast target instant or sorcery card from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead.",rare,Double strike,,Creature
99,Enthusiastic Study,R,3.0,{2}{R},,,,"Target creature gets +3/+1 and gains trample until end of turn.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",common,Learn,,Instant
100,Explosive Welcome,R,8.0,{7}{R},,,,Explosive Welcome deals 5 damage to any target and 3 damage to any other target. Add {R}{R}{R}.,uncommon,,,Instant
101,Fervent Mastery,R,5.0,{3}{R}{R},,,,"You may pay {2}{R}{R} rather than pay this spell's mana cost.
If the {2}{R}{R} cost was paid, an opponent discards any number of cards, then draws that many cards.
Search your library for up to three cards, put them into your hand, shuffle, then discard three cards at random.",rare,,,Sorcery
102,First Day of Class,R,2.0,{1}{R},,,,"Whenever a creature enters the battlefield under your control this turn, put a +1/+1 counter on it and it gains haste until end of turn.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",common,Learn,,Instant
103,Fuming Effigy,R,4.0,{3}{R},4.0,3.0,,"Whenever one or more cards leave your graveyard, Fuming Effigy deals 1 damage to each opponent.",common,,,Creature
104,Grinning Ignus,R,3.0,{2}{R},2.0,2.0,,"{R}, Return Grinning Ignus to its owner's hand: Add {C}{C}{R}. Activate only as a sorcery.",uncommon,,,Creature
105,Hall Monitor,R,1.0,{R},1.0,1.0,,"Haste
{1}{R}, {T}: Target creature can't block this turn.",uncommon,Haste,,Creature
106,Heated Debate,R,3.0,{2}{R},,,,"This spell can't be countered. (This includes by the ward ability.)
Heated Debate deals 4 damage to target creature or planeswalker.",common,,,Instant
107,Igneous Inspiration,R,3.0,{2}{R},,,,"Igneous Inspiration deals 3 damage to any target.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",uncommon,Learn,,Sorcery
108,Illuminate History,R,4.0,{2}{R}{R},,,,"Discard any number of cards, then draw that many cards. Then if there are seven or more cards in your graveyard, create a 3/2 red and white Spirit creature token.",rare,,,Sorcery
109,Illustrious Historian,R,2.0,{1}{R},2.0,1.0,,"{5}, Exile Illustrious Historian from your graveyard: Create a tapped 3/2 red and white Spirit creature token.",common,,,Creature
110,Mascot Interception,R,4.0,{3}{R},,,,"This spell costs {3} less to cast if it targets a creature token.
Gain control of target creature until end of turn. Untap that creature. It gets +2/+0 and gains haste until end of turn.",uncommon,,,Sorcery
111,Pigment Storm,R,5.0,{3}{R}{R},,,,Pigment Storm deals 5 damage to target creature. Excess damage is dealt to that creature's controller instead.,common,,,Sorcery
112,Pillardrop Warden,R,4.0,{3}{R},1.0,5.0,,"Reach
{2}, {T}, Sacrifice Pillardrop Warden: Return target instant or sorcery card from your graveyard to your hand. Activate only as a sorcery.",common,Reach,,Creature
113,Retriever Phoenix,R,4.0,{3}{R},2.0,2.0,,"Flying, haste
When Retriever Phoenix enters the battlefield, if you cast it, learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)
As long as Retriever Phoenix is in your graveyard, if you would learn, you may instead return Retriever Phoenix to the battlefield.",rare,"Flying, Haste, Learn",,Creature
114,Start from Scratch,R,3.0,{2}{R},,,,"Choose one —
• Start from Scratch deals 1 damage to any target.
• Destroy target artifact.",uncommon,,,Sorcery
115,Storm-Kiln Artist,R,4.0,{3}{R},2.0,2.0,,"Storm-Kiln Artist gets +1/+0 for each artifact you control.
Magecraft — Whenever you cast or copy an instant or sorcery spell, create a Treasure token.",uncommon,Magecraft,,Creature
116,Sudden Breakthrough,R,2.0,{1}{R},,,,"Target creature gets +2/+0 and gains first strike until end of turn.
Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Instant
117,Tome Shredder,R,3.0,{2}{R},2.0,2.0,,"Haste
{T}, Exile an instant or sorcery card from your graveyard: Put a +1/+1 counter on Tome Shredder.",common,Haste,,Creature
118,Twinscroll Shaman,R,3.0,{2}{R},1.0,2.0,,Double strike,common,Double strike,,Creature
119,Accomplished Alchemist,G,4.0,{3}{G},2.0,5.0,,"{T}: Add one mana of any color.
{T}: Add X mana of any one color, where X is the amount of life you gained this turn.",rare,,,Creature
120,Basic Conjuration,G,3.0,{1}{G}{G},,,,Look at the top six cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. You gain 3 life.,rare,,,Sorcery
121,Bayou Groff,G,2.0,{1}{G},5.0,4.0,,"As an additional cost to cast this spell, sacrifice a creature or pay {3}.",common,,,Creature
122,Big Play,G,2.0,{1}{G},,,,Target creature gets +2/+2 and gains reach until end of turn. Put a +1/+1 counter on it.,common,,,Instant
123,Bookwurm,G,8.0,{7}{G},7.0,7.0,,"Trample
When Bookwurm enters the battlefield, you gain 3 life and draw a card.
{2}{G}: Put Bookwurm from your graveyard into your library third from the top.",uncommon,Trample,,Creature
124,Charge Through,G,1.0,{G},,,,"Target creature gains trample until end of turn.
Draw a card.",common,,,Instant
125,Containment Breach,G,3.0,{2}{G},,,,"Destroy target artifact or enchantment. If its mana value is 2 or less, create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""",uncommon,,,Sorcery
126,Devouring Tendrils,G,2.0,{1}{G},,,,"Target creature you control deals damage equal to its power to target creature or planeswalker you don't control. When the permanent you don't control dies this turn, you gain 2 life.",uncommon,,,Sorcery
127,Dragonsguard Elite,G,2.0,{1}{G},2.0,2.0,,"Magecraft — Whenever you cast or copy an instant or sorcery spell, put a +1/+1 counter on Dragonsguard Elite.
{4}{G}{G}: Double the number of +1/+1 counters on Dragonsguard Elite.",rare,Magecraft,,Creature
128,Ecological Appreciation,G,3.0,{X}{2}{G},,,,Search your library and graveyard for up to four creature cards with different names that each have mana value X or less and reveal them. An opponent chooses two of those cards. Shuffle the chosen cards into your library and put the rest onto the battlefield. Exile Ecological Appreciation.,mythic,,,Sorcery
129,Emergent Sequence,G,2.0,{1}{G},,,,"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle. That land becomes a 0/0 green and blue Fractal creature that's still a land. Put a +1/+1 counter on it for each land you had enter the battlefield under your control this turn.",uncommon,,,Sorcery
130,Exponential Growth,G,2.0,{X}{X}{G}{G},,,,"Until end of turn, double target creature's power X times.",rare,,,Sorcery
131,Field Trip,G,3.0,{2}{G},,,,"Search your library for a basic Forest card, put that card onto the battlefield tapped, then shuffle.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",common,Learn,,Sorcery
132,Fortifying Draught,G,1.0,{G},,,,"You gain 2 life. Target creature gets +X/+X until end of turn, where X is the amount of life you gained this turn.",uncommon,,,Instant
133,Gnarled Professor,G,4.0,{2}{G}{G},5.0,4.0,,"Trample
When Gnarled Professor enters the battlefield, learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",rare,"Learn, Trample",,Creature
134,Honor Troll,G,3.0,{2}{G},2.0,3.0,,"Vigilance
If you would gain life, you gain that much life plus 1 instead.
Honor Troll gets +2/+1 as long as you have 25 or more life.",uncommon,Vigilance,,Creature
135,Karok Wrangler,G,5.0,{4}{G},3.0,3.0,,"Magecraft — Whenever you cast or copy an instant or sorcery spell, put a +1/+1 counter on target creature you control.",uncommon,Magecraft,,Creature
136,Leyline Invocation,G,6.0,{5}{G},,,,"Create a 0/0 green and blue Fractal creature token. Put X +1/+1 counters on it, where X is the number of lands you control.",common,,,Sorcery
137,Mage Duel,G,3.0,{2}{G},,,,"This spell costs {2} less to cast if you've cast another instant or sorcery spell this turn.
Target creature you control gets +1/+2 until end of turn. Then it fights target creature you don't control. (Each deals damage equal to its power to the other.)",common,Fight,,Sorcery
138,Master Symmetrist,G,4.0,{2}{G}{G},4.0,4.0,,"Reach
Whenever a creature you control with power equal to its toughness attacks, it gains trample until end of turn.",uncommon,Reach,,Creature
139,Overgrown Arch,G,2.0,{1}{G},0.0,4.0,,"Defender
{T}: You gain 1 life.
{2}, Sacrifice Overgrown Arch: Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",uncommon,"Defender, Learn",,Creature
140,Professor of Zoomancy,G,4.0,{3}{G},4.0,3.0,,"When Professor of Zoomancy enters the battlefield, create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""",common,,,Creature
141,Reckless Amplimancer,G,2.0,{1}{G},2.0,2.0,,{4}{G}: Double Reckless Amplimancer's power and toughness until end of turn.,common,,,Creature
