,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
11,Extraction Specialist,W,3.0,{2}{W},3.0,2.0,,"Lifelink
When Extraction Specialist enters the battlefield, return target creature card with mana value 2 or less from your graveyard to the battlefield. That creature can't attack or block for as long as you control Extraction Specialist.",rare,Lifelink,,Creature
12,Gathering Throng,W,3.0,{2}{W},3.0,1.0,,"When Gathering Throng enters the battlefield, you may search your library for any number of cards named Gathering Throng, reveal them, put them into your hand, then shuffle.",common,,,Creature
13,"Giada, Font of Hope",W,2.0,{1}{W},2.0,2.0,,"Flying, vigilance
Each other Angel you control enters the battlefield with an additional +1/+1 counter on it for each Angel you already control.
{T}: Add {W}. Spend this mana only to cast an Angel spell.",rare,"Flying, Vigilance",Legendary,Creature
14,Halo Fountain,W,3.0,{2}{W},,,,"{W}, {T}, Untap a tapped creature you control: Create a 1/1 green and white Citizen creature token.
{W}{W}, {T}, Untap two tapped creatures you control: Draw a card.
{W}{W}{W}{W}{W}, {T}, Untap fifteen tapped creatures you control: You win the game.",mythic,,,Artifact
15,Hold for Ransom,W,2.0,{1}{W},,,,"Enchant creature
Enchanted creature can't attack or block and has ""{7}: Hold for Ransom's controller sacrifices it and draws a card. Activate only as a sorcery.""",common,Enchant,,Enchantment
16,Illuminator Virtuoso,W,2.0,{1}{W},1.0,1.0,,"Double strike
Whenever Illuminator Virtuoso becomes the target of a spell you control, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",uncommon,"Connive, Double strike",,Creature
17,Inspiring Overseer,W,3.0,{2}{W},2.0,1.0,,"Flying
When Inspiring Overseer enters the battlefield, you gain 1 life and draw a card.",common,Flying,,Creature
18,Kill Shot,W,3.0,{2}{W},,,,Destroy target attacking creature.,common,,,Instant
19,Knockout Blow,W,3.0,{2}{W},,,,"This spell costs {2} less to cast if it targets a red creature.
Knockout Blow deals 4 damage to target attacking or blocking creature and you gain 2 life.",uncommon,,,Instant
20,Mage's Attendant,W,3.0,{2}{W},3.0,2.0,,"When Mage's Attendant enters the battlefield, create a 1/1 blue Wizard creature token with ""{1}, Sacrifice this creature: Counter target noncreature spell unless its controller pays {1}.""",uncommon,,,Creature
21,Mysterious Limousine,W,5.0,{3}{W}{W},4.0,4.0,,"Whenever Mysterious Limousine enters the battlefield or attacks, exile up to one other target creature until Mysterious Limousine leaves the battlefield. If a creature is put into exile this way, return each other card exiled with Mysterious Limousine to the battlefield under its owner's control.
Crew 2",rare,Crew,,Artifact
22,Patch Up,W,3.0,{2}{W},,,,Return up to three target creature cards with total mana value 3 or less from your graveyard to the battlefield.,uncommon,,,Sorcery
23,Rabble Rousing,W,5.0,{4}{W},,,,"Hideaway 5 (When this enchantment enters the battlefield, look at the top five cards of your library, exile one face down, then put the rest on the bottom in a random order.)
Whenever you attack with one or more creatures, create that many 1/1 green and white Citizen creature tokens. Then if you control ten or more creatures, you may play the exiled card without paying its mana cost.",rare,Hideaway,,Enchantment
24,Raffine's Guidance,W,1.0,{W},,,,"Enchant creature
Enchanted creature gets +1/+1.
You may cast Raffine's Guidance from your graveyard by paying {2}{W} rather than paying its mana cost.",common,Enchant,,Enchantment
25,Raffine's Informant,W,2.0,{1}{W},2.0,1.0,,"When Raffine's Informant enters the battlefield, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",common,Connive,,Creature
26,Refuse to Yield,W,2.0,{1}{W},,,,Target creature gets +2/+7 until end of turn. Untap it.,uncommon,,,Instant
27,Revelation of Power,W,2.0,{1}{W},,,,"Target creature gets +2/+2 until end of turn. If it has a counter on it, it also gains flying and lifelink until end of turn.",common,,,Instant
28,Rumor Gatherer,W,3.0,{1}{W}{W},2.0,1.0,,"Alliance — Whenever another creature enters the battlefield under your control, scry 1. If this is the second time this ability has resolved this turn, draw a card instead.",uncommon,"Alliance, Scry",,Creature
29,Sanctuary Warden,W,6.0,{4}{W}{W},5.0,5.0,,"Flying
Sanctuary Warden enters the battlefield with two shield counters on it.
Whenever Sanctuary Warden enters the battlefield or attacks, you may remove a counter from a creature or planeswalker you control. If you do, draw a card and create a 1/1 green and white Citizen creature token.",mythic,Flying,,Creature
30,Sky Crier,W,2.0,{1}{W},1.0,1.0,,"Flying, lifelink
{3}{W}: You and target opponent each draw a card.",common,"Flying, Lifelink",,Creature
31,Speakeasy Server,W,5.0,{4}{W},3.0,3.0,,"Flying
When Speakeasy Server enters the battlefield, you gain 1 life for each other creature you control.",common,Flying,,Creature
32,Swooping Protector,W,4.0,{3}{W},2.0,1.0,,"Flash
Flying
Swooping Protector enters the battlefield with a shield counter on it. (If it would be dealt damage or destroyed, remove a shield counter from it instead.)",uncommon,"Flash, Flying",,Creature
33,All-Seeing Arbiter,U,6.0,{4}{U}{U},5.0,4.0,,"Flying
Whenever All-Seeing Arbiter enters the battlefield or attacks, draw two cards, then discard a card.
Whenever you discard a card, target creature an opponent controls gets -X/-0 until your next turn, where X is the number of different mana values among cards in your graveyard.",mythic,Flying,,Creature
34,Backstreet Bruiser,U,2.0,{1}{U},3.0,3.0,,"Defender
As long as there are two or more counters among creatures you control, Backstreet Bruiser can attack as though it didn't have defender.",common,Defender,,Creature
35,Brokers Veteran,U,2.0,{1}{U},2.0,1.0,,"When Brokers Veteran dies, put a shield counter on target creature you control. (If it would be dealt damage or destroyed, remove a shield counter from it instead.)",common,,,Creature
36,Case the Joint,U,4.0,{3}{U},,,,"Draw two cards, then look at the top card of each player's library.",common,,,Instant
37,Cut Your Losses,U,6.0,{4}{U}{U},,,,"Casualty 2 (As you cast this spell, you may sacrifice a creature with power 2 or greater. When you do, copy this spell and you may choose a new target for the copy.)
Target player mills half their library, rounded down.",rare,"Casualty, Mill",,Sorcery
38,Disdainful Stroke,U,2.0,{1}{U},,,,Counter target spell with mana value 4 or greater.,common,,,Instant
39,Echo Inspector,U,4.0,{3}{U},2.0,3.0,,"Flying
When Echo Inspector enters the battlefield, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",common,"Connive, Flying",,Creature
40,"Errant, Street Artist",U,1.0,{U},0.0,3.0,,"Flash
Defender, haste
{1}{U}, {T}: Copy target spell you control that wasn't cast. You may choose new targets for the copy.",rare,"Defender, Flash, Haste",Legendary,Creature
41,Even the Score,U,3.0,{X}{U}{U}{U},,,,"This spell costs {U}{U}{U} less to cast if an opponent has drawn four or more cards this turn.
Draw X cards.",mythic,,,Instant
42,Expendable Lackey,U,1.0,{U},1.0,1.0,,"{1}{U}, Exile Expendable Lackey from your graveyard: Create a 1/1 blue Fish creature token with ""This creature can't be blocked."" Activate only as a sorcery.",common,,,Creature
43,Faerie Vandal,U,2.0,{1}{U},1.0,2.0,,"Flash
Flying
Whenever you draw your second card each turn, put a +1/+1 counter on Faerie Vandal.",uncommon,"Flash, Flying",,Creature
44,Hypnotic Grifter,U,1.0,{U},1.0,2.0,,"{3}: Hypnotic Grifter connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",uncommon,Connive,,Creature
45,Ledger Shredder,U,2.0,{1}{U},1.0,3.0,,"Flying
Whenever a player casts their second spell each turn, Ledger Shredder connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",rare,"Connive, Flying",,Creature
46,A Little Chat,U,2.0,{1}{U},,,,"Casualty 1 (As you cast this spell, you may sacrifice a creature with power 1 or greater. When you do, copy this spell.)
Look at the top two cards of your library. Put one of them into your hand and the other on the bottom of your library.",uncommon,Casualty,,Instant
47,Majestic Metamorphosis,U,3.0,{2}{U},,,,"Until end of turn, target artifact or creature becomes a 4/4 Angel artifact creature and gains flying.
Draw a card.",common,,,Instant
48,Make Disappear,U,2.0,{1}{U},,,,"Casualty 1 (As you cast this spell, you may sacrifice a creature with power 1 or greater. When you do, copy this spell and you may choose a new target for the copy.)
Counter target spell unless its controller pays {2}.",common,Casualty,,Instant
49,Obscura Initiate,U,3.0,{2}{U},2.0,2.0,,"Flying
{1}{W/B}: Obscura Initiate gains lifelink until end of turn.",common,Flying,,Creature
50,An Offer You Can't Refuse,U,1.0,{U},,,,"Counter target noncreature spell. Its controller creates two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",uncommon,,,Instant
51,Out of the Way,U,4.0,{3}{U},,,,"This spell costs {2} less to cast if it targets a green permanent.
Return target nonland permanent an opponent controls to its owner's hand.
Draw a card.",uncommon,,,Instant
52,Psionic Snoop,U,3.0,{2}{U},0.0,3.0,,"Flash
When Psionic Snoop enters the battlefield, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",common,"Connive, Flash",,Creature
53,Psychic Pickpocket,U,5.0,{4}{U},3.0,2.0,,"When Psychic Pickpocket enters the battlefield, it connives. When it connives this way, return up to one target nonland permanent to its owner's hand. (To have a creature connive, draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)",uncommon,Connive,,Creature
54,Public Enemy,U,3.0,{2}{U},,,,"Enchant creature
All creatures attack enchanted creature's controller each combat if able.
When enchanted creature dies, draw a card.",uncommon,Enchant,,Enchantment
55,Reservoir Kraken,U,4.0,{2}{U}{U},6.0,6.0,,"Trample, ward {2}
At the beginning of each combat, if Reservoir Kraken is untapped, any opponent may tap an untapped creature they control. If they do, tap Reservoir Kraken and create a 1/1 blue Fish creature token with ""This creature can't be blocked.""",rare,"Trample, Ward",,Creature
56,Rooftop Nuisance,U,3.0,{2}{U},,,,"Casualty 1 (As you cast this spell, you may sacrifice a creature with power 1 or greater. When you do, copy this spell and you may choose a new target for the copy.)
Tap target creature. It doesn't untap during its controller's next untap step.
Draw a card.",common,Casualty,,Sorcery
57,Run Out of Town,U,4.0,{3}{U},,,,The owner of target nonland permanent puts it on the top or bottom of their library.,common,,,Instant
58,Security Bypass,U,2.0,{1}{U},,,,"Enchant creature
As long as enchanted creature is attacking alone, it can't be blocked.
Enchanted creature has ""Whenever this creature deals combat damage to a player, it connives."" (Its controller draws a card, then discards a card. If they discarded a nonland card, they put a +1/+1 counter on this creature.)",common,"Connive, Enchant",,Enchantment
59,Sewer Crocodile,U,6.0,{5}{U},4.0,6.0,,{3}{U}: Sewer Crocodile can't be blocked this turn. This ability costs {3} less to activate if there are five or more mana values among cards in your graveyard.,common,,,Creature
60,Sleep with the Fishes,U,4.0,{2}{U}{U},,,,"Enchant creature
When Sleep with the Fishes enters the battlefield, tap enchanted creature and you create a 1/1 blue Fish creature token with ""This creature can't be blocked.""
Enchanted creature doesn't untap during its controller's untap step.",uncommon,Enchant,,Enchantment
61,Slip Out the Back,U,1.0,{U},,,,Put a +1/+1 counter on target creature. It phases out. (Treat it and anything attached to it as though they don't exist until its controller's next turn.),uncommon,,,Instant
62,Undercover Operative,U,4.0,{2}{U}{U},0.0,0.0,,"You may have Undercover Operative enter the battlefield as a copy of any creature on the battlefield, except it enters with a shield counter on it if you control that creature. (If it would be dealt damage or destroyed, remove a shield counter from it instead.)",rare,,,Creature
63,Wingshield Agent,U,3.0,{2}{U},2.0,3.0,,"Wingshield Agent enters the battlefield with a shield counter on it. (If it would be dealt damage or destroyed, remove a shield counter from it instead.)
Whenever Wingshield Agent attacks, up to one other target creature gains flying until end of turn.",uncommon,,,Creature
64,Wiretapping,U,5.0,{4}{U},,,,"Hideaway 5 (When this enchantment enters the battlefield, look at the top five cards of your library, exile one face down, then put the rest on the bottom in a random order.)
Whenever you draw your first card during each of your draw steps, draw a card. Then if you have nine or more cards in hand, you may play the exiled card without paying its mana cost.",rare,Hideaway,,Enchantment
65,Witness Protection,U,1.0,{U},,,,"Enchant creature
Enchanted creature loses all abilities and is a green and white Citizen creature with base power and toughness 1/1 named Legitimate Businessperson. (It loses all other colors, card types, creature types, and names.)",common,Enchant,,Enchantment
66,Angel of Suffering,B,5.0,{3}{B}{B},5.0,3.0,,"Flying
If damage would be dealt to you, prevent that damage and mill twice that many cards.",mythic,"Flying, Mill",,Creature
67,Body Launderer,B,4.0,{2}{B}{B},3.0,3.0,,"Deathtouch
Whenever another nontoken creature you control dies, Body Launderer connives.
When Body Launderer dies, return another target non-Rogue creature card with equal or lesser power from your graveyard to the battlefield.",mythic,"Connive, Deathtouch",,Creature
68,Cemetery Tampering,B,3.0,{2}{B},,,,"Hideaway 5 (When this enchantment enters the battlefield, look at the top five cards of your library, exile one face down, then put the rest on the bottom in a random order.)
At the beginning of your upkeep, you may mill three cards. Then if there are twenty or more cards in your graveyard, you may play the exiled card without paying its mana cost.",rare,"Hideaway, Mill",,Enchantment
69,Corrupt Court Official,B,2.0,{1}{B},1.0,1.0,,"When Corrupt Court Official enters the battlefield, target opponent discards a card.",common,,,Creature
70,Crooked Custodian,B,2.0,{1}{B},3.0,2.0,,Crooked Custodian enters the battlefield tapped.,common,,,Creature
71,Cut of the Profits,B,2.0,{X}{B}{B},,,,"Casualty 3 (As you cast this spell, you may sacrifice a creature with power 3 or greater. When you do, copy this spell.)
You draw X cards and you lose X life.",rare,Casualty,,Sorcery
72,Cutthroat Contender,B,1.0,{B},1.0,1.0,,Pay 1 life: Cutthroat Contender gets +1/+0 until end of turn. Activate only once each turn.,common,,,Creature
73,Deal Gone Bad,B,4.0,{3}{B},,,,Target creature gets -3/-3 until end of turn. Target player mills three cards. (They put the top three cards of their library into their graveyard.),common,Mill,,Instant
74,Demon's Due,B,4.0,{3}{B},,,,"Scry 2, then draw two cards. You lose 2 life.",common,Scry,,Instant
75,Dig Up the Body,B,3.0,{2}{B},,,,"Casualty 1 (As you cast this spell, you may sacrifice a creature with power 1 or greater. When you do, copy this spell.)
Mill two cards, then you may return a creature card from your graveyard to your hand. (To mill a card, put the top card of your library into your graveyard.)",common,"Casualty, Mill",,Instant
76,Dusk Mangler,B,7.0,{5}{B}{B},5.0,4.0,,"As an additional cost to cast this spell, sacrifice a creature, discard a card, or pay 4 life.
When Dusk Mangler enters the battlefield, each opponent sacrifices a creature, discards a card, and loses 4 life.",uncommon,,,Creature
77,Extract the Truth,B,2.0,{1}{B},,,,"Choose one —
• Target opponent reveals their hand. You may choose a creature, enchantment, or planeswalker card from it. That player discards that card.
• Target opponent sacrifices an enchantment.",common,,,Sorcery
78,Fake Your Own Death,B,2.0,{1}{B},,,,"Until end of turn, target creature gets +2/+0 and gains ""When this creature dies, return it to the battlefield tapped under its owner's control and you create a Treasure token."" (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Instant
79,Girder Goons,B,5.0,{4}{B},4.0,4.0,,"When Girder Goons dies, create a tapped 2/2 black Rogue creature token.
Blitz {3}{B} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)",common,Blitz,,Creature
80,Graveyard Shift,B,5.0,{4}{B},,,,"This spell has flash as long as there are five or more mana values among cards in your graveyard.
Return target creature card from your graveyard to the battlefield.",uncommon,,,Sorcery
81,Grisly Sigil,B,1.0,{B},,,,"Casualty 1 (As you cast this spell, you may sacrifice a creature with power 1 or greater. When you do, copy this spell and you may choose a new target for the copy.)
Choose target creature or planeswalker. If it was dealt noncombat damage this turn, Grisly Sigil deals 3 damage to it and you gain 3 life. Otherwise, Grisly Sigil deals 1 damage to it and you gain 1 life.",uncommon,Casualty,,Sorcery
82,Illicit Shipment,B,5.0,{3}{B}{B},,,,"Casualty 3 (As you cast this spell, you may sacrifice a creature with power 3 or greater. When you do, copy this spell.)
Search your library for a card, put it into your hand, then shuffle.",uncommon,Casualty,,Sorcery
83,Incriminate,B,2.0,{1}{B},,,,Choose two target creatures controlled by the same player. That player sacrifices one of them.,common,,,Sorcery
84,Join the Maestros,B,5.0,{4}{B},,,,"Casualty 2 (As you cast this spell, you may sacrifice a creature with power 2 or greater. When you do, copy this spell.)
Create a 4/3 black Ogre Warrior creature token.",common,Casualty,,Sorcery
85,Maestros Initiate,B,3.0,{2}{B},3.0,1.0,,"{4}{U/R}, Exile Maestros Initiate from your graveyard: Draw two cards, then discard a card.",common,,,Creature
86,Midnight Assassin,B,3.0,{2}{B},1.0,2.0,,"Flying, deathtouch",common,"Deathtouch, Flying",,Creature
87,Murder,B,3.0,{1}{B}{B},,,,Destroy target creature.,common,,,Instant
88,Night Clubber,B,3.0,{1}{B}{B},2.0,2.0,,"When Night Clubber enters the battlefield, creatures your opponents control get -1/-1 until end of turn.
Blitz {2}{B} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)",uncommon,Blitz,,Creature
89,Raffine's Silencer,B,3.0,{2}{B},1.0,1.0,,"When Raffine's Silencer enters the battlefield, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)
When Raffine's Silencer dies, target creature an opponent controls gets -X/-X until end of turn, where X is Raffine's Silencer's power.",uncommon,Connive,,Creature
90,Revel Ruiner,B,4.0,{3}{B},3.0,1.0,,"Menace (This creature can't be blocked except by two or more creatures.)
When Revel Ruiner enters the battlefield, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",common,"Connive, Menace",,Creature
91,Rogues' Gallery,B,3.0,{2}{B},,,,"For each color, return up to one target creature card of that color from your graveyard to your hand.",uncommon,,,Sorcery
92,Sanguine Spy,B,3.0,{2}{B},2.0,3.0,,"Menace, lifelink
{1}, Sacrifice another creature: Look at the top card of your library. You may put that card into your graveyard.
At the beginning of your end step, if there are five or more mana values among cards in your graveyard, you may pay 2 life. If you do, draw a card.",rare,"Lifelink, Menace",,Creature
93,Shadow of Mortality,B,15.0,{13}{B}{B},7.0,7.0,,"If your life total is less than your starting life total, this spell costs {X} less to cast, where X is the difference.",rare,,,Creature
94,Shakedown Heavy,B,3.0,{2}{B},6.0,4.0,,"Menace
Whenever Shakedown Heavy attacks, defending player may have you draw a card. If they do, untap Shakedown Heavy and remove it from combat.",rare,Menace,,Creature
95,Tavern Swindler,B,2.0,{1}{B},2.0,2.0,,"{T}, Pay 3 life: Flip a coin. If you win the flip, you gain 6 life.",uncommon,,,Creature
96,Tenacious Underdog,B,2.0,{1}{B},3.0,2.0,,"Blitz—{2}{B}{B}, Pay 2 life. (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)
You may cast Tenacious Underdog from your graveyard using its blitz ability.",rare,Blitz,,Creature
97,Vampire Scrivener,B,5.0,{4}{B},2.0,2.0,,"Flying
Whenever you gain life during your turn, put a +1/+1 counter on Vampire Scrivener.
Whenever you lose life during your turn, put a +1/+1 counter on Vampire Scrivener.",uncommon,Flying,,Creature
98,Whack,B,4.0,{3}{B},,,,"This spell costs {3} less to cast if it targets a white creature.
Target creature gets -4/-4 until end of turn.",uncommon,,,Sorcery
99,Antagonize,R,2.0,{1}{R},,,,Target creature gets +4/+3 until end of turn.,common,,,Instant
100,Arcane Bombardment,R,6.0,{4}{R}{R},,,,"Whenever you cast your first instant or sorcery spell each turn, exile an instant or sorcery card at random from your graveyard. Then copy each card exiled with Arcane Bombardment. You may cast any number of the copies without paying their mana costs.",mythic,,,Enchantment
101,Big Score,R,4.0,{3}{R},,,,"As an additional cost to cast this spell, discard a card.
Draw two cards and create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Instant
102,Call In a Professional,R,3.0,{2}{R},,,,Players can't gain life this turn. Damage can't be prevented this turn. Call In a Professional deals 3 damage to any target. (Shield counters don't prevent this damage as they're removed.),uncommon,,,Instant
103,Daring Escape,R,1.0,{R},,,,Target creature gets +1/+0 and gains first strike until end of turn. Scry 1.,common,Scry,,Instant
104,Devilish Valet,R,3.0,{2}{R},1.0,3.0,,"Trample, haste
Alliance — Whenever another creature enters the battlefield under your control, double Devilish Valet's power until end of turn.",rare,"Alliance, Haste, Trample",,Creature
105,Exhibition Magician,R,3.0,{2}{R},2.0,1.0,,"When Exhibition Magician enters the battlefield, choose one —
• Create a 1/1 green and white Citizen creature token.
• Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature
106,Glittering Stockpile,R,3.0,{2}{R},,,,"{T}: Add {R}. Put a stash counter on Glittering Stockpile.
{T}, Sacrifice Glittering Stockpile: Add X mana of any one color, where X is the number of stash counters on Glittering Stockpile.",uncommon,,,Artifact
107,Goldhound,R,1.0,{R},1.0,1.0,,"First strike
Menace (This creature can't be blocked except by two or more creatures.)
{T}, Sacrifice Goldhound: Add one mana of any color.",common,"First strike, Menace",,"Artifact, Creature"
108,Hoard Hauler,R,4.0,{3}{R},5.0,5.0,,"Trample
Whenever Hoard Hauler deals combat damage to a player, create a Treasure token for each artifact they control.
Crew 3",rare,"Crew, Trample",,Artifact
109,Involuntary Employment,R,4.0,{3}{R},,,,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",uncommon,,,Sorcery
110,Jackhammer,R,2.0,{1}{R},,,,"Equipped creature gets +2/+0.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact
111,"Jaxis, the Troublemaker",R,4.0,{3}{R},2.0,3.0,,"{R}, {T}, Discard a card: Create a token that's a copy of another target creature you control. It gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step. Activate only as a sorcery.
Blitz {1}{R} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)",rare,Blitz,Legendary,Creature
112,Light 'Em Up,R,2.0,{1}{R},,,,"Casualty 2 (As you cast this spell, you may sacrifice a creature with power 2 or greater. When you do, copy this spell and you may choose a new target for the copy.)
Light 'Em Up deals 2 damage to target creature or planeswalker.",common,Casualty,,Sorcery
113,Mayhem Patrol,R,2.0,{1}{R},1.0,2.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever Mayhem Patrol attacks, target creature gets +1/+0 until end of turn.
Blitz {1}{R} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)",common,"Blitz, Menace",,Creature
114,Plasma Jockey,R,4.0,{3}{R},3.0,1.0,,"Whenever Plasma Jockey attacks, target creature an opponent controls can't block this turn.
Blitz {2}{R} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)",common,Blitz,,Creature
115,Professional Face-Breaker,R,3.0,{2}{R},2.0,3.0,,"Menace
Whenever one or more creatures you control deal combat damage to a player, create a Treasure token.
Sacrifice a Treasure: Exile the top card of your library. You may play that card this turn.",rare,Menace,,Creature
116,Pugnacious Pugilist,R,5.0,{3}{R}{R},4.0,4.0,,"Whenever Pugnacious Pugilist attacks, create a tapped and attacking 1/1 red Devil creature token with ""When this creature dies, it deals 1 damage to any target.""
Blitz {3}{R} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)",uncommon,Blitz,,Creature
117,Pyre-Sledge Arsonist,R,3.0,{2}{R},2.0,2.0,,"{1}, {T}: Pyre-Sledge Arsonist deals X damage to any target, where X is the number of permanents you've sacrificed this turn.",uncommon,,,Creature
118,Ready to Rumble,R,5.0,{4}{R},,,,"Choose one —
• Ready to Rumble deals 5 damage to target creature or planeswalker.
• Destroy target artifact.",common,,,Sorcery
119,Riveteers Initiate,R,2.0,{1}{R},2.0,2.0,,{1}{B/G}: Riveteers Initiate gains deathtouch until end of turn.,common,,,Creature
120,Riveteers Requisitioner,R,2.0,{1}{R},3.0,1.0,,"When Riveteers Requisitioner dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
Blitz {2}{R} (If you cast this spell for its blitz cost, it gains haste and ""When this creature dies, draw a card."" Sacrifice it at the beginning of the next end step.)",uncommon,Blitz,,Creature
121,Rob the Archives,R,2.0,{1}{R},,,,"Casualty 1 (As you cast this spell, you may sacrifice a creature with power 1 or greater. When you do, copy this spell.)
Exile the top two cards of your library. You may play those cards this turn.",uncommon,Casualty,,Sorcery
122,Sizzling Soloist,R,4.0,{3}{R},3.0,2.0,,"Alliance — Whenever another creature enters the battlefield under your control, target creature an opponent controls can't block this turn. If this is the second time this ability has resolved this turn, that creature attacks during its controller's next combat phase if able.",uncommon,Alliance,,Creature
123,Sticky Fingers,R,1.0,{R},,,,"Enchant creature
Enchanted creature has menace and ""Whenever this creature deals combat damage to a player, create a Treasure token."" (It can't be blocked except by two or more creatures. The token is an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
When enchanted creature dies, draw a card.",common,Enchant,,Enchantment
124,Strangle,R,1.0,{R},,,,Strangle deals 3 damage to target creature or planeswalker.,common,,,Sorcery
125,Structural Assault,R,5.0,{3}{R}{R},,,,"Destroy all artifacts, then Structural Assault deals damage to each creature equal to the number of artifacts that were put into graveyards from the battlefield this turn.",rare,,,Sorcery
126,Torch Breath,R,1.0,{X}{R},,,,"This spell costs {2} less to cast if it targets a blue permanent.
This spell can't be countered.
Torch Breath deals X damage to target creature or planeswalker.",uncommon,,,Instant
127,Unlucky Witness,R,1.0,{R},1.0,1.0,,"When Unlucky Witness dies, exile the top two cards of your library. Until your next end step, you may play one of those cards.",uncommon,,,Creature
