,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
14,Favored of Iroas,W,3.0,{2}{W},2.0,2.0,,"Constellation — Whenever an enchantment enters the battlefield under your control, Favored of Iroas gains double strike until end of turn.",uncommon,Constellation,,Creature,"Human, Soldier"
15,Flicker of Fate,W,2.0,{1}{W},,,,"Exile target creature or enchantment, then return it to the battlefield under its owner's control.",common,,,Instant,
16,Glory Bearers,W,4.0,{3}{W},3.0,4.0,,"Whenever another creature you control attacks, it gets +0/+1 until end of turn.",common,,,"Enchantment, Creature","Human, Cleric"
17,"Heliod, Sun-Crowned",W,3.0,{2}{W},5.0,5.0,,"Indestructible
As long as your devotion to white is less than five, Heliod isn't a creature.
Whenever you gain life, put a +1/+1 counter on target creature or enchantment you control.
{1}{W}: Another target creature gains lifelink until end of turn.",mythic,Indestructible,Legendary,"Enchantment, Creature",God
18,Heliod's Pilgrim,W,3.0,{2}{W},1.0,2.0,,"When Heliod's Pilgrim enters the battlefield, you may search your library for an Aura card, reveal it, put it into your hand, then shuffle.",common,,,Creature,"Human, Cleric"
19,Heliod's Punishment,W,2.0,{1}{W},,,,"Enchant creature
Heliod's Punishment enters the battlefield with four task counters on it.
Enchanted creature can't attack or block. It loses all abilities and has ""{T}: Remove a task counter from Heliod's Punishment. Then if it has no task counters on it, destroy Heliod's Punishment.""",uncommon,Enchant,,Enchantment,Aura
20,Hero of the Pride,W,2.0,{1}{W},2.0,2.0,,"Whenever you cast a spell that targets Hero of the Pride, creatures you control get +1/+0 until end of turn.",common,,,Creature,"Cat, Soldier"
21,Hero of the Winds,W,4.0,{3}{W},1.0,4.0,,"Flying
Whenever you cast a spell that targets Hero of the Winds, creatures you control get +1/+0 until end of turn.",uncommon,Flying,,Creature,"Human, Soldier"
22,Idyllic Tutor,W,3.0,{2}{W},,,,"Search your library for an enchantment card, reveal it, put it into your hand, then shuffle.",rare,,,Sorcery,
23,Indomitable Will,W,2.0,{1}{W},,,,"Flash
Enchant creature
Enchanted creature gets +1/+2.",common,"Enchant, Flash",,Enchantment,Aura
24,Karametra's Blessing,W,1.0,{W},,,,"Target creature gets +2/+2 until end of turn. If it's an enchanted creature or enchantment creature, it also gains hexproof and indestructible until end of turn. (It can't be the target of spells or abilities your opponents control. Damage and effects that say ""destroy"" don't destroy it.)",common,,,Instant,
25,Lagonna-Band Storyteller,W,4.0,{3}{W},3.0,4.0,,"When Lagonna-Band Storyteller enters the battlefield, you may put target enchantment card from your graveyard on top of your library. If you do, you gain life equal to its mana value.",uncommon,,,Creature,"Centaur, Advisor"
26,Leonin of the Lost Pride,W,2.0,{1}{W},3.0,1.0,,"When Leonin of the Lost Pride dies, exile target card from an opponent's graveyard.",common,,,Creature,"Cat, Warrior"
27,Nyxborn Courser,W,3.0,{1}{W}{W},2.0,4.0,,,common,,,"Enchantment, Creature","Centaur, Scout"
28,Omen of the Sun,W,3.0,{2}{W},,,,"Flash
When Omen of the Sun enters the battlefield, create two 1/1 white Human Soldier creature tokens and you gain 2 life.
{2}{W}, Sacrifice Omen of the Sun: Scry 2.",common,"Flash, Scry",,Enchantment,
29,Phalanx Tactics,W,2.0,{1}{W},,,,Target creature you control gets +2/+1 until end of turn. Each other creature you control gets +1/+1 until end of turn.,uncommon,,,Instant,
30,Pious Wayfarer,W,1.0,{W},1.0,2.0,,"Constellation — Whenever an enchantment enters the battlefield under your control, target creature gets +1/+1 until end of turn.",common,Constellation,,Creature,"Human, Scout"
31,Reverent Hoplite,W,5.0,{4}{W},1.0,2.0,,"When Reverent Hoplite enters the battlefield, create a number of 1/1 white Human Soldier creature tokens equal to your devotion to white. (Each {W} in the mana costs of permanents you control counts toward your devotion to white.)",uncommon,,,Creature,"Human, Soldier"
32,Revoke Existence,W,2.0,{1}{W},,,,Exile target artifact or enchantment.,common,,,Sorcery,
33,Rumbling Sentry,W,5.0,{3}{W}{W},3.0,6.0,,"When Rumbling Sentry enters the battlefield, scry 1.",common,Scry,,Creature,Giant
34,Sentinel's Eyes,W,1.0,{W},,,,"Enchant creature
Enchanted creature gets +1/+1 and has vigilance.
Escape—{W}, Exile two other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",common,"Enchant, Escape",,Enchantment,Aura
35,Shatter the Sky,W,4.0,{2}{W}{W},,,,Each player who controls a creature with power 4 or greater draws a card. Then destroy all creatures.,rare,,,Sorcery,
36,Sunmane Pegasus,W,4.0,{3}{W},2.0,3.0,,"Flying
{1}{W}: Sunmane Pegasus gains vigilance and lifelink until end of turn.",common,Flying,,Creature,Pegasus
37,"Taranika, Akroan Veteran",W,3.0,{1}{W}{W},3.0,3.0,,"Vigilance
Whenever Taranika, Akroan Veteran attacks, untap another target creature you control. Until end of turn, that creature has base power and toughness 4/4 and gains indestructible.",rare,Vigilance,Legendary,Creature,"Human, Soldier"
38,Transcendent Envoy,W,2.0,{1}{W},1.0,2.0,,"Flying
Aura spells you cast cost {1} less to cast.",common,Flying,,"Enchantment, Creature",Griffin
39,Triumphant Surge,W,4.0,{3}{W},,,,Destroy target creature with power 4 or greater. You gain 3 life.,common,,,Instant,
40,"Alirios, Enraptured",U,3.0,{2}{U},2.0,3.0,,"Alirios, Enraptured enters the battlefield tapped.
Alirios doesn't untap during your untap step if you control a Reflection.
When Alirios enters the battlefield, create a 3/2 blue Reflection creature token.",uncommon,,Legendary,Creature,Human
41,Ashiok's Erasure,U,4.0,{2}{U}{U},,,,"Flash
When Ashiok's Erasure enters the battlefield, exile target spell.
Your opponents can't cast spells with the same name as the exiled card.
When Ashiok's Erasure leaves the battlefield, return the exiled card to its owner's hand.",rare,Flash,,Enchantment,
42,Brine Giant,U,7.0,{6}{U},5.0,6.0,,This spell costs {1} less to cast for each enchantment you control.,common,,,Creature,Giant
43,"Callaphe, Beloved of the Sea",U,3.0,{1}{U}{U},,3.0,,"Callaphe's power is equal to your devotion to blue. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)
Creatures and enchantments you control have ""Spells your opponents cast that target this permanent cost {1} more to cast.""",uncommon,,Legendary,"Enchantment, Creature",Demigod
44,Chain to Memory,U,1.0,{U},,,,Target creature gets -4/-0 until end of turn. Scry 2.,common,Scry,,Instant,
45,Deny the Divine,U,3.0,{2}{U},,,,"Counter target creature or enchantment spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",common,,,Instant,
46,Eidolon of Philosophy,U,1.0,{U},1.0,2.0,,"{6}{U}, Sacrifice Eidolon of Philosophy: Draw three cards.",common,,,"Enchantment, Creature",Spirit
47,Elite Instructor,U,3.0,{2}{U},2.0,2.0,,"When Elite Instructor enters the battlefield, draw a card, then discard a card.",common,,,Creature,"Human, Wizard"
48,Glimpse of Freedom,U,2.0,{1}{U},,,,"Draw a card.
Escape—{2}{U}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",uncommon,Escape,,Instant,
49,Ichthyomorphosis,U,3.0,{2}{U},,,,"Enchant creature
Enchanted creature loses all abilities and is a blue Fish with base power and toughness 0/1.",common,Enchant,,Enchantment,Aura
50,Kiora Bests the Sea God,U,7.0,{5}{U}{U},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Create an 8/8 blue Kraken creature token with hexproof.
II — Tap all nonland permanents target opponent controls. They don't untap during their controller's next untap step.
III — Gain control of target permanent an opponent controls. Untap it.",mythic,,,Enchantment,Saga
51,Medomai's Prophecy,U,2.0,{1}{U},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I — Scry 2.
II — Choose a card name.
III — When you cast a spell with the chosen name for the first time this turn, draw two cards.
IV — Look at the top card of each player's library.",uncommon,Scry,,Enchantment,Saga
52,Memory Drain,U,4.0,{2}{U}{U},,,,Counter target spell. Scry 2.,common,Scry,,Instant,
53,Nadir Kraken,U,3.0,{1}{U}{U},2.0,3.0,,"Whenever you draw a card, you may pay {1}. If you do, put a +1/+1 counter on Nadir Kraken and create a 1/1 blue Tentacle creature token.",rare,,,Creature,Kraken
54,Naiad of Hidden Coves,U,3.0,{2}{U},2.0,3.0,,"As long as it's not your turn, spells you cast cost {1} less to cast.",common,,,"Enchantment, Creature",Nymph
55,Nyxborn Seaguard,U,4.0,{2}{U}{U},2.0,5.0,,,common,,,"Enchantment, Creature","Merfolk, Soldier"
56,Omen of the Sea,U,2.0,{1}{U},,,,"Flash
When Omen of the Sea enters the battlefield, scry 2, then draw a card.
{2}{U}, Sacrifice Omen of the Sea: Scry 2.",common,"Flash, Scry",,Enchantment,
57,One with the Stars,U,4.0,{3}{U},,,,"Enchant creature or enchantment
Enchanted permanent is an enchantment and loses all other card types. (It still has its abilities, but it's no longer a creature.)",uncommon,Enchant,,Enchantment,Aura
58,Protean Thaumaturge,U,2.0,{1}{U},1.0,1.0,,"Constellation — Whenever an enchantment enters the battlefield under your control, you may have Protean Thaumaturge become a copy of another target creature, except it has this ability.",rare,Constellation,,Creature,"Human, Wizard"
59,Riptide Turtle,U,2.0,{1}{U},0.0,5.0,,"Flash
Defender",common,"Defender, Flash",,Creature,Turtle
60,Sage of Mysteries,U,1.0,{U},0.0,2.0,,"Constellation — Whenever an enchantment enters the battlefield under your control, target player mills two cards.",uncommon,"Constellation, Mill",,Creature,"Human, Wizard"
61,Sea God's Scorn,U,6.0,{4}{U}{U},,,,Return up to three target creatures and/or enchantments to their owners' hands.,uncommon,,,Sorcery,
62,Shimmerwing Chimera,U,4.0,{3}{U},3.0,2.0,,"Flying
At the beginning of your upkeep, return up to one other target enchantment you control to its owner's hand.",uncommon,Flying,,"Enchantment, Creature",Chimera
63,Shoal Kraken,U,5.0,{4}{U},3.0,5.0,,"Constellation — Whenever an enchantment enters the battlefield under your control, you may draw a card. If you do, discard a card.",uncommon,Constellation,,Creature,Kraken
64,Sleep of the Dead,U,1.0,{U},,,,"Tap target creature. It doesn't untap during its controller's next untap step.
Escape—{2}{U}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",common,Escape,,Sorcery,
65,Starlit Mantle,U,2.0,{1}{U},,,,"Flash
Enchant creature you control
When Starlit Mantle enters the battlefield, enchanted creature gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)
Enchanted creature gets +1/+1.",common,"Enchant, Flash",,Enchantment,Aura
66,Stern Dismissal,U,1.0,{U},,,,Return target creature or enchantment an opponent controls to its owner's hand.,common,,,Instant,
67,Stinging Lionfish,U,2.0,{1}{U},2.0,1.0,,"Whenever you cast your first spell during each opponent's turn, you may tap or untap target nonland permanent.",uncommon,,,"Enchantment, Creature",Fish
68,Sweet Oblivion,U,2.0,{1}{U},,,,"Target player mills four cards.
Escape—{3}{U}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",uncommon,"Escape, Mill",,Sorcery,
69,"Thassa, Deep-Dwelling",U,4.0,{3}{U},6.0,5.0,,"Indestructible
As long as your devotion to blue is less than five, Thassa isn't a creature.
At the beginning of your end step, exile up to one other target creature you control, then return that card to the battlefield under your control.
{3}{U}: Tap another target creature.",mythic,Indestructible,Legendary,"Enchantment, Creature",God
70,Thassa's Oracle,U,2.0,{U}{U},1.0,3.0,,"When Thassa's Oracle enters the battlefield, look at the top X cards of your library, where X is your devotion to blue. Put up to one of them on top of your library and the rest on the bottom of your library in a random order. If X is greater than or equal to the number of cards in your library, you win the game. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)",rare,,,Creature,"Merfolk, Wizard"
71,Thirst for Meaning,U,3.0,{2}{U},,,,Draw three cards. Then discard two cards unless you discard an enchantment card.,common,,,Instant,
72,Threnody Singer,U,2.0,{1}{U},1.0,3.0,,"Flash
Flying
When Threnody Singer enters the battlefield, target creature an opponent controls gets -X/-0 until end of turn, where X is your devotion to blue. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)",uncommon,"Flash, Flying",,Creature,Siren
73,"Thryx, the Sudden Storm",U,5.0,{3}{U}{U},4.0,5.0,,"Flash
Flying
Spells you cast with mana value 5 or greater cost {1} less to cast and can't be countered.",rare,"Flash, Flying",Legendary,Creature,"Elemental, Giant"
74,Towering-Wave Mystic,U,2.0,{1}{U},2.0,1.0,,"Whenever Towering-Wave Mystic deals damage, target player mills that many cards.",common,Mill,,Creature,"Merfolk, Wizard"
75,Triton Waverider,U,4.0,{3}{U},3.0,3.0,,"Constellation — Whenever an enchantment enters the battlefield under your control, Triton Waverider gains flying until end of turn.",common,Constellation,,Creature,"Merfolk, Wizard"
76,Vexing Gull,U,3.0,{2}{U},2.0,2.0,,"Flash
Flying",common,"Flash, Flying",,Creature,Bird
77,Wavebreak Hippocamp,U,3.0,{2}{U},2.0,2.0,,"Whenever you cast your first spell during each opponent's turn, draw a card.",rare,,,"Enchantment, Creature","Horse, Fish"
78,Whirlwind Denial,U,3.0,{2}{U},,,,"For each spell and ability your opponents control, counter it unless its controller pays {4}.",uncommon,,,Instant,
79,Witness of Tomorrows,U,5.0,{4}{U},3.0,4.0,,"Flying
{3}{U}: Scry 1.",common,"Flying, Scry",,"Enchantment, Creature",Sphinx
80,Agonizing Remorse,B,2.0,{1}{B},,,,Target opponent reveals their hand. You choose a nonland card from it or a card from their graveyard. Exile that card. You lose 1 life.,uncommon,,,Sorcery,
81,"Aphemia, the Cacophony",B,2.0,{1}{B},2.0,1.0,,"Flying
At the beginning of your end step, you may exile an enchantment card from your graveyard. If you do, create a 2/2 black Zombie creature token.",rare,Flying,Legendary,"Enchantment, Creature",Harpy
82,Aspect of Lamprey,B,4.0,{3}{B},,,,"Enchant creature you control
When Aspect of Lamprey enters the battlefield, target opponent discards two cards.
Enchanted creature has lifelink.",common,Enchant,,Enchantment,Aura
83,Blight-Breath Catoblepas,B,6.0,{4}{B}{B},3.0,2.0,,"When Blight-Breath Catoblepas enters the battlefield, target creature an opponent controls gets -X/-X until end of turn, where X is your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)",common,,,Creature,Beast
84,Cling to Dust,B,1.0,{B},,,,"Exile target card from a graveyard. If it was a creature card, you gain 3 life. Otherwise, you draw a card.
Escape—{3}{B}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",uncommon,Escape,,Instant,
85,Discordant Piper,B,2.0,{1}{B},2.0,1.0,,"When Discordant Piper dies, create a 0/1 white Goat creature token.",common,,,Creature,"Zombie, Satyr"
86,Drag to the Underworld,B,4.0,{2}{B}{B},,,,"This spell costs {X} less to cast, where X is your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
Destroy target creature.",uncommon,,,Instant,
87,Eat to Extinction,B,4.0,{3}{B},,,,Exile target creature or planeswalker. Look at the top card of your library. You may put that card into your graveyard.,rare,,,Instant,
88,Elspeth's Nightmare,B,3.0,{2}{B},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Destroy target creature an opponent controls with power 2 or less.
II — Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.
III — Exile target opponent's graveyard.",uncommon,,,Enchantment,Saga
89,Enemy of Enlightenment,B,6.0,{5}{B},5.0,5.0,,"Flying
Enemy of Enlightenment gets -1/-1 for each card in your opponents' hands.
At the beginning of your upkeep, each player discards a card.",uncommon,Flying,,"Enchantment, Creature",Demon
90,"Erebos, Bleak-Hearted",B,4.0,{3}{B},5.0,6.0,,"Indestructible
As long as your devotion to black is less than five, Erebos isn't a creature.
Whenever another creature you control dies, you may pay 2 life. If you do, draw a card.
{1}{B}, Sacrifice another creature: Target creature gets -2/-1 until end of turn.",mythic,Indestructible,Legendary,"Enchantment, Creature",God
91,Final Death,B,5.0,{4}{B},,,,Exile target creature.,common,,,Instant,
92,Fruit of Tizerus,B,1.0,{B},,,,"Target player loses 2 life.
Escape—{3}{B}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",common,Escape,,Sorcery,
93,Funeral Rites,B,3.0,{2}{B},,,,"You draw two cards, lose 2 life, then mill two cards.",common,Mill,,Sorcery,
94,Gravebreaker Lamia,B,5.0,{4}{B},4.0,4.0,,"Lifelink
When Gravebreaker Lamia enters the battlefield, search your library for a card, put it into your graveyard, then shuffle.
Spells you cast from your graveyard cost {1} less to cast.",rare,Lifelink,,"Enchantment, Creature","Snake, Lamia"
95,Gray Merchant of Asphodel,B,5.0,{3}{B}{B},2.0,4.0,,"When Gray Merchant of Asphodel enters the battlefield, each opponent loses X life, where X is your devotion to black. You gain life equal to the life lost this way. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)",uncommon,,,Creature,Zombie
96,Grim Physician,B,1.0,{B},1.0,1.0,,"When Grim Physician dies, target creature an opponent controls gets -1/-1 until end of turn.",common,,,Creature,Zombie
97,Hateful Eidolon,B,1.0,{B},1.0,2.0,,"Lifelink
Whenever an enchanted creature dies, draw a card for each Aura you controlled that was attached to it.",uncommon,Lifelink,,"Enchantment, Creature",Spirit
98,Inevitable End,B,3.0,{2}{B},,,,"Enchant creature
Enchanted creature has ""At the beginning of your upkeep, sacrifice a creature.""",uncommon,Enchant,,Enchantment,Aura
99,Lampad of Death's Vigil,B,2.0,{1}{B},1.0,3.0,,"{1}, Sacrifice a creature: Each opponent loses 1 life and you gain 1 life.",common,,,"Enchantment, Creature",Nymph
100,Minion's Return,B,3.0,{2}{B},,,,"Flash
Enchant creature
When enchanted creature dies, return that card to the battlefield under your control.",uncommon,"Enchant, Flash",,Enchantment,Aura
101,Mire Triton,B,2.0,{1}{B},2.0,1.0,,"Deathtouch
When Mire Triton enters the battlefield, mill two cards and you gain 2 life.",uncommon,"Deathtouch, Mill",,Creature,"Zombie, Merfolk"
102,Mire's Grasp,B,2.0,{1}{B},,,,"Enchant creature
Enchanted creature gets -3/-3.",common,Enchant,,Enchantment,Aura
103,Mogis's Favor,B,1.0,{B},,,,"Enchant creature
Enchanted creature gets +2/-1.
Escape—{2}{B}, Exile two other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",common,"Enchant, Escape",,Enchantment,Aura
104,Nightmare Shepherd,B,4.0,{2}{B}{B},4.0,4.0,,"Flying
Whenever another nontoken creature you control dies, you may exile it. If you do, create a token that's a copy of that creature, except it's 1/1 and it's a Nightmare in addition to its other types.",rare,Flying,,"Enchantment, Creature",Demon
105,Nyxborn Marauder,B,4.0,{2}{B}{B},4.0,3.0,,,common,,,"Enchantment, Creature",Minotaur
106,Omen of the Dead,B,1.0,{B},,,,"Flash
When Omen of the Dead enters the battlefield, return target creature card from your graveyard to your hand.
{2}{B}, Sacrifice Omen of the Dead: Scry 2.",common,"Flash, Scry",,Enchantment,
107,Pharika's Libation,B,3.0,{2}{B},,,,"Choose one —
• Target opponent sacrifices a creature.
• Target opponent sacrifices an enchantment.",common,,,Instant,
108,Pharika's Spawn,B,4.0,{3}{B},3.0,4.0,,"Escape—{5}{B}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Pharika's Spawn escapes with two +1/+1 counters on it. When it enters the battlefield this way, each opponent sacrifices a non-Gorgon creature.",uncommon,Escape,,Creature,Gorgon
109,Rage-Scarred Berserker,B,5.0,{4}{B},5.0,4.0,,"When Rage-Scarred Berserker enters the battlefield, target creature you control gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",common,,,Creature,"Minotaur, Berserker"
110,Scavenging Harpy,B,3.0,{2}{B},2.0,1.0,,"Flying
When Scavenging Harpy enters the battlefield, exile target card from an opponent's graveyard.",common,Flying,,Creature,Harpy
111,Soulreaper of Mogis,B,3.0,{2}{B},2.0,3.0,,"{2}{B}, Sacrifice a creature: Draw a card.",common,,,"Enchantment, Creature","Minotaur, Shaman"
112,Temple Thief,B,2.0,{1}{B},2.0,2.0,,Temple Thief can't be blocked by enchanted creatures or enchantment creatures.,common,,,Creature,"Human, Rogue"
113,Treacherous Blessing,B,3.0,{2}{B},,,,"When Treacherous Blessing enters the battlefield, draw three cards.
Whenever you cast a spell, you lose 1 life.
When Treacherous Blessing becomes the target of a spell or ability, sacrifice it.",rare,,,Enchantment,
114,Tymaret Calls the Dead,B,3.0,{2}{B},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Mill three cards. Then you may exile a creature or enchantment card from your graveyard. If you do, create a 2/2 black Zombie creature token.
III — You gain X life and scry X, where X is the number of Zombies you control.",rare,"Mill, Scry",,Enchantment,Saga
115,"Tymaret, Chosen from Death",B,2.0,{B}{B},2.0,,,"Tymaret's toughness is equal to your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
{1}{B}: Exile up to two target cards from graveyards. You gain 1 life for each creature card exiled this way.",uncommon,,Legendary,"Enchantment, Creature",Demigod
116,Underworld Charger,B,3.0,{2}{B},3.0,3.0,,"Underworld Charger can't block.
Escape—{4}{B}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Underworld Charger escapes with two +1/+1 counters on it.",common,Escape,,Creature,"Nightmare, Horse"
117,Underworld Dreams,B,3.0,{B}{B}{B},,,,"Whenever an opponent draws a card, Underworld Dreams deals 1 damage to that player.",uncommon,,,Enchantment,
118,Venomous Hierophant,B,4.0,{3}{B},3.0,3.0,,"Deathtouch
When Venomous Hierophant enters the battlefield, mill three cards.",common,"Deathtouch, Mill",,Creature,"Gorgon, Cleric"
119,Woe Strider,B,3.0,{2}{B},3.0,2.0,,"When Woe Strider enters the battlefield, create a 0/1 white Goat creature token.
Sacrifice another creature: Scry 1.
Escape—{3}{B}{B}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Woe Strider escapes with two +1/+1 counters on it.",rare,"Escape, Scry",,Creature,Horror
120,The Akroan War,R,4.0,{3}{R},,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Gain control of target creature for as long as The Akroan War remains on the battlefield.
II — Until your next turn, creatures your opponents control attack each combat if able.
III — Each tapped creature deals damage to itself equal to its power.",rare,,,Enchantment,Saga
121,"Anax, Hardened in the Forge",R,3.0,{1}{R}{R},,3.0,,"Anax's power is equal to your devotion to red. (Each {R} in the mana costs of permanents you control counts toward your devotion to red.)
Whenever Anax or another nontoken creature you control dies, create a 1/1 red Satyr creature token with ""This creature can't block."" If the creature had power 4 or greater, create two of those tokens instead.",uncommon,,Legendary,"Enchantment, Creature",Demigod
122,Arena Trickster,R,4.0,{3}{R},3.0,3.0,,"Whenever you cast your first spell during each opponent's turn, put a +1/+1 counter on Arena Trickster.",common,,,Creature,"Human, Shaman"
123,Aspect of Manticore,R,3.0,{2}{R},,,,"Flash
Enchant creature
When Aspect of Manticore enters the battlefield, enchanted creature gains first strike until end of turn.
Enchanted creature gets +2/+0.",common,"Enchant, Flash",,Enchantment,Aura
124,Blood Aspirant,R,2.0,{1}{R},1.0,1.0,,"Whenever you sacrifice a permanent, put a +1/+1 counter on Blood Aspirant.
{1}{R}, {T}, Sacrifice a creature or enchantment: Blood Aspirant deals 1 damage to target creature. That creature can't block this turn.",uncommon,,,Creature,"Satyr, Berserker"
125,Careless Celebrant,R,2.0,{1}{R},2.0,1.0,,"When Careless Celebrant dies, it deals 2 damage to target creature or planeswalker an opponent controls.",uncommon,,,Creature,"Satyr, Shaman"
126,Dreamshaper Shaman,R,6.0,{5}{R},5.0,4.0,,"At the beginning of your end step, you may pay {2}{R} and sacrifice a nonland permanent. If you do, reveal cards from the top of your library until you reveal a nonland permanent card. Put that card onto the battlefield and the rest on the bottom of your library in a random order.",uncommon,,,"Enchantment, Creature","Minotaur, Shaman"
127,Dreamstalker Manticore,R,3.0,{2}{R},4.0,2.0,,"Whenever you cast your first spell during each opponent's turn, Dreamstalker Manticore deals 1 damage to any target.",uncommon,,,"Enchantment, Creature",Manticore
128,Escape Velocity,R,1.0,{R},,,,"Enchant creature
Enchanted creature gets +1/+0 and has haste.
Escape—{1}{R}, Exile two other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",uncommon,"Enchant, Escape",,Enchantment,Aura
129,Fateful End,R,3.0,{2}{R},,,,Fateful End deals 3 damage to any target. Scry 1.,uncommon,Scry,,Instant,
130,Final Flare,R,3.0,{2}{R},,,,"As an additional cost to cast this spell, sacrifice a creature or enchantment.
Final Flare deals 5 damage to target creature.",common,,,Instant,
