,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
10,Dawning Angel,W,5.0,{4}{W},3.0,2.0,,"Flying
When Dawning Angel enters the battlefield, you gain 4 life.",common,Flying,,Creature,Angel
11,Daybreak Chaplain,W,2.0,{1}{W},1.0,3.0,,Lifelink (Damage dealt by this creature also causes you to gain that much life.),common,Lifelink,,Creature,"Human, Cleric"
12,Devout Decree,W,2.0,{1}{W},,,,Exile target creature or planeswalker that's black or red. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),uncommon,Scry,,Sorcery,
13,Disenchant,W,2.0,{1}{W},,,,Destroy target artifact or enchantment.,common,,,Instant,
14,Eternal Isolation,W,2.0,{1}{W},,,,Put target creature with power 4 or greater on the bottom of its owner's library.,uncommon,,,Sorcery,
15,Fencing Ace,W,2.0,{1}{W},1.0,1.0,,Double strike,uncommon,Double strike,,Creature,"Human, Soldier"
16,Gauntlets of Light,W,3.0,{2}{W},,,,"Enchant creature
Enchanted creature gets +0/+2 and assigns combat damage equal to its toughness rather than its power.
Enchanted creature has ""{2}{W}: Untap this creature.""",uncommon,Enchant,,Enchantment,Aura
17,Glaring Aegis,W,1.0,{W},,,,"Enchant creature
When Glaring Aegis enters the battlefield, tap target creature an opponent controls.
Enchanted creature gets +1/+3.",common,Enchant,,Enchantment,Aura
18,Gods Willing,W,1.0,{W},,,,"Target creature you control gains protection from the color of your choice until end of turn. (It can't be blocked, targeted, dealt damage, enchanted, or equipped by anything of that color.)
Scry 1.",uncommon,Scry,,Instant,
19,Griffin Protector,W,4.0,{3}{W},2.0,3.0,,"Flying
Whenever another creature enters the battlefield under your control, Griffin Protector gets +1/+1 until end of turn.",common,Flying,,Creature,Griffin
20,Griffin Sentinel,W,3.0,{2}{W},1.0,3.0,,"Flying
Vigilance (Attacking doesn't cause this creature to tap.)",common,"Flying, Vigilance",,Creature,Griffin
21,Hanged Executioner,W,3.0,{2}{W},1.0,1.0,,"Flying
When Hanged Executioner enters the battlefield, create a 1/1 white Spirit creature token with flying.
{3}{W}, Exile Hanged Executioner: Exile target creature.",rare,Flying,,Creature,Spirit
22,Herald of the Sun,W,6.0,{4}{W}{W},4.0,4.0,,"Flying
{3}{W}: Put a +1/+1 counter on another target creature with flying.",uncommon,Flying,,Creature,Angel
23,Inspired Charge,W,4.0,{2}{W}{W},,,,Creatures you control get +2/+1 until end of turn.,common,,,Instant,
24,Inspiring Captain,W,4.0,{3}{W},3.0,3.0,,"When Inspiring Captain enters the battlefield, creatures you control get +1/+1 until end of turn.",common,,,Creature,"Human, Knight"
25,Leyline of Sanctity,W,4.0,{2}{W}{W},,,,"If Leyline of Sanctity is in your opening hand, you may begin the game with it on the battlefield.
You have hexproof. (You can't be the target of spells or abilities your opponents control.)",rare,,,Enchantment,
26,Loxodon Lifechanter,W,6.0,{5}{W},4.0,6.0,,"When Loxodon Lifechanter enters the battlefield, you may have your life total become the total toughness of creatures you control.
{5}{W}: Loxodon Lifechanter gets +X/+X until end of turn, where X is your life total.",rare,,,Creature,"Elephant, Cleric"
27,Loyal Pegasus,W,1.0,{W},2.0,1.0,,"Flying
Loyal Pegasus can't attack or block alone.",uncommon,Flying,,Creature,Pegasus
28,Master Splicer,W,4.0,{3}{W},1.0,1.0,,"When Master Splicer enters the battlefield, create a 3/3 colorless Phyrexian Golem artifact creature token.
Golems you control get +1/+1.",uncommon,,,Creature,"Phyrexian, Human, Artificer"
29,Moment of Heroism,W,2.0,{1}{W},,,,Target creature gets +2/+2 and gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.),common,,,Instant,
30,Moorland Inquisitor,W,2.0,{1}{W},2.0,2.0,,{2}{W}: Moorland Inquisitor gains first strike until end of turn. (It deals combat damage before creatures without first strike.),common,,,Creature,"Human, Soldier"
31,Pacifism,W,2.0,{1}{W},,,,"Enchant creature
Enchanted creature can't attack or block.",common,Enchant,,Enchantment,Aura
32,Planar Cleansing,W,6.0,{3}{W}{W}{W},,,,Destroy all nonland permanents.,rare,,,Sorcery,
33,Raise the Alarm,W,2.0,{1}{W},,,,Create two 1/1 white Soldier creature tokens.,common,,,Instant,
34,Rule of Law,W,3.0,{2}{W},,,,Each player can't cast more than one spell each turn.,uncommon,,,Enchantment,
35,"Sephara, Sky's Blade",W,7.0,{4}{W}{W}{W},7.0,7.0,,"You may pay {W} and tap four untapped creatures you control with flying rather than pay this spell's mana cost.
Flying, lifelink
Other creatures you control with flying have indestructible. (Damage and effects that say ""destroy"" don't destroy them.)",rare,"Flying, Lifelink",Legendary,Creature,Angel
36,Soulmender,W,1.0,{W},1.0,1.0,,{T}: You gain 1 life.,common,,,Creature,"Human, Cleric"
37,Squad Captain,W,5.0,{4}{W},2.0,2.0,,"Vigilance
Squad Captain enters the battlefield with a +1/+1 counter on it for each other creature you control.",common,Vigilance,,Creature,"Human, Soldier"
38,Starfield Mystic,W,2.0,{1}{W},2.0,2.0,,"Enchantment spells you cast cost {1} less to cast.
Whenever an enchantment you control is put into a graveyard from the battlefield, put a +1/+1 counter on Starfield Mystic.",rare,,,Creature,"Human, Cleric"
39,Steadfast Sentry,W,3.0,{2}{W},3.0,2.0,,"Vigilance (Attacking doesn't cause this creature to tap.)
When Steadfast Sentry dies, put a +1/+1 counter on target creature you control.",common,Vigilance,,Creature,"Human, Soldier"
40,Yoked Ox,W,1.0,{W},0.0,4.0,,,common,,,Creature,Ox
41,Aether Gust,U,2.0,{1}{U},,,,Choose target spell or permanent that's red or green. Its owner puts it on the top or bottom of their library.,uncommon,,,Instant,
42,Agent of Treachery,U,7.0,{5}{U}{U},2.0,3.0,,"When Agent of Treachery enters the battlefield, gain control of target permanent.
At the beginning of your end step, if you control three or more permanents you don't own, draw three cards.",rare,,,Creature,"Human, Rogue"
43,Air Elemental,U,5.0,{3}{U}{U},4.0,4.0,,Flying,uncommon,Flying,,Creature,Elemental
44,Anticipate,U,2.0,{1}{U},,,,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,common,,,Instant,
45,"Atemsis, All-Seeing",U,6.0,{3}{U}{U}{U},4.0,5.0,,"Flying
{2}{U}, {T}: Draw two cards, then discard a card.
Whenever Atemsis, All-Seeing deals damage to an opponent, you may reveal your hand. If cards with at least six different mana values are revealed this way, that player loses the game.",rare,Flying,Legendary,Creature,Sphinx
46,Befuddle,U,3.0,{2}{U},,,,"Target creature gets -4/-0 until end of turn.
Draw a card.",common,,,Instant,
47,Bone to Ash,U,4.0,{2}{U}{U},,,,"Counter target creature spell.
Draw a card.",common,,,Instant,
48,Boreal Elemental,U,5.0,{4}{U},3.0,4.0,,"Flying
Spells your opponents cast that target Boreal Elemental cost {2} more to cast.",common,Flying,,Creature,Elemental
49,Brineborn Cutthroat,U,2.0,{1}{U},2.0,1.0,,"Flash (You may cast this spell any time you could cast an instant.)
Whenever you cast a spell during an opponent's turn, put a +1/+1 counter on Brineborn Cutthroat.",uncommon,Flash,,Creature,"Merfolk, Pirate"
50,Captivating Gyre,U,6.0,{4}{U}{U},,,,Return up to three target creatures to their owners' hands.,uncommon,,,Sorcery,
51,Cavalier of Gales,U,5.0,{2}{U}{U}{U},5.0,5.0,,"Flying
When Cavalier of Gales enters the battlefield, draw three cards, then put two cards from your hand on top of your library in any order.
When Cavalier of Gales dies, shuffle it into its owner's library, then scry 2.",mythic,"Flying, Scry",,Creature,"Elemental, Knight"
52,Cerulean Drake,U,2.0,{1}{U},1.0,1.0,,"Flying
Protection from red (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything red.)
Sacrifice Cerulean Drake: Counter target spell that targets you.",uncommon,"Flying, Protection",,Creature,Drake
53,Cloudkin Seer,U,3.0,{2}{U},2.0,1.0,,"Flying
When Cloudkin Seer enters the battlefield, draw a card.",common,Flying,,Creature,"Elemental, Wizard"
54,Convolute,U,3.0,{2}{U},,,,Counter target spell unless its controller pays {4}.,common,,,Instant,
55,Drawn from Dreams,U,4.0,{2}{U}{U},,,,Look at the top seven cards of your library. Put two of them into your hand and the rest on the bottom of your library in a random order.,rare,,,Sorcery,
56,Dungeon Geists,U,4.0,{2}{U}{U},3.0,3.0,,"Flying
When Dungeon Geists enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Dungeon Geists.",rare,Flying,,Creature,Spirit
57,Faerie Miscreant,U,1.0,{U},1.0,1.0,,"Flying
When Faerie Miscreant enters the battlefield, if you control another creature named Faerie Miscreant, draw a card.",common,Flying,,Creature,"Faerie, Rogue"
58,Flood of Tears,U,6.0,{4}{U}{U},,,,"Return all nonland permanents to their owners' hands. If you return four or more nontoken permanents you control this way, you may put a permanent card from your hand onto the battlefield.",rare,,,Sorcery,
59,Fortress Crab,U,4.0,{3}{U},1.0,6.0,,,common,,,Creature,Crab
60,Frilled Sea Serpent,U,6.0,{4}{U}{U},4.0,6.0,,{5}{U}{U}: Frilled Sea Serpent can't be blocked this turn.,common,,,Creature,Serpent
61,Frost Lynx,U,3.0,{2}{U},2.0,2.0,,"When Frost Lynx enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",common,,,Creature,"Elemental, Cat"
62,Hard Cover,U,1.0,{U},,,,"Enchant creature
Enchanted creature gets +0/+2 and has ""{T}: Draw a card, then discard a card.""",uncommon,Enchant,,Enchantment,Aura
63,Leyline of Anticipation,U,4.0,{2}{U}{U},,,,"If Leyline of Anticipation is in your opening hand, you may begin the game with it on the battlefield.
You may cast spells as though they had flash.",rare,,,Enchantment,
64,Masterful Replication,U,6.0,{5}{U},,,,"Choose one —
• Create two 3/3 colorless Golem artifact creature tokens.
• Choose target artifact you control. Each other artifact you control becomes a copy of that artifact until end of turn.",rare,,,Instant,
65,Metropolis Sprite,U,2.0,{1}{U},1.0,2.0,,"Flying
{U}: Metropolis Sprite gets +1/-1 until end of turn.",common,Flying,,Creature,"Faerie, Rogue"
66,Moat Piranhas,U,2.0,{1}{U},3.0,3.0,,Defender (This creature can't attack.),common,Defender,,Creature,Fish
67,"Mu Yanling, Sky Dancer",U,3.0,{1}{U}{U},,,2.0,"[+2]: Until your next turn, up to one target creature gets -2/-0 and loses flying.
[−3]: Create a 4/4 blue Elemental Bird creature token with flying.
[−8]: You get an emblem with ""Islands you control have '{T}: Draw a card.'""",mythic,,Legendary,Planeswalker,Yanling
68,Negate,U,2.0,{1}{U},,,,Counter target noncreature spell.,common,,,Instant,
69,Octoprophet,U,4.0,{3}{U},3.0,3.0,,"When Octoprophet enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",common,Scry,,Creature,Octopus
70,Portal of Sanctuary,U,3.0,{2}{U},,,,"{1}, {T}: Return target creature you control and each Aura attached to it to their owners' hands. Activate only during your turn.",uncommon,,,Artifact,
71,Renowned Weaponsmith,U,2.0,{1}{U},1.0,3.0,,"{T}: Add {C}{C}. Spend this mana only to cast artifact spells or activate abilities of artifacts.
{U}, {T}: Search your library for a card named Heart-Piercer Bow or Vial of Dragonfire, reveal it, put it into your hand, then shuffle.",uncommon,,,Creature,"Human, Artificer"
72,Sage's Row Denizen,U,3.0,{2}{U},2.0,3.0,,"Whenever another blue creature enters the battlefield under your control, target player mills two cards.",common,Mill,,Creature,"Vedalken, Wizard"
73,Scholar of the Ages,U,7.0,{5}{U}{U},3.0,3.0,,"When Scholar of the Ages enters the battlefield, return up to two target instant and/or sorcery cards from your graveyard to your hand.",uncommon,,,Creature,"Human, Wizard"
74,Sleep Paralysis,U,4.0,{3}{U},,,,"Enchant creature
When Sleep Paralysis enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",common,Enchant,,Enchantment,Aura
75,Spectral Sailor,U,1.0,{U},1.0,1.0,,"Flash (You may cast this spell any time you could cast an instant.)
Flying
{3}{U}: Draw a card.",uncommon,"Flash, Flying",,Creature,"Spirit, Pirate"
76,Tale's End,U,2.0,{1}{U},,,,"Counter target activated ability, triggered ability, or legendary spell.",rare,,,Instant,
77,Unsummon,U,1.0,{U},,,,Return target creature to its owner's hand.,common,,,Instant,
78,Warden of Evos Isle,U,3.0,{2}{U},2.0,2.0,,"Flying
Creature spells with flying you cast cost {1} less to cast.",uncommon,Flying,,Creature,"Bird, Wizard"
79,Winged Words,U,3.0,{2}{U},,,,"This spell costs {1} less to cast if you control a creature with flying.
Draw two cards.",common,,,Sorcery,
80,Yarok's Wavecrasher,U,4.0,{3}{U},4.0,4.0,,"When Yarok's Wavecrasher enters the battlefield, return another creature you control to its owner's hand.",uncommon,,,Creature,Elemental
81,Zephyr Charge,U,2.0,{1}{U},,,,{1}{U}: Target creature gains flying until end of turn.,common,,,Enchantment,
82,Agonizing Syphon,B,4.0,{3}{B},,,,Agonizing Syphon deals 3 damage to any target and you gain 3 life.,common,,,Sorcery,
83,Audacious Thief,B,3.0,{2}{B},2.0,2.0,,"Whenever Audacious Thief attacks, you draw a card and you lose 1 life.",common,,,Creature,"Human, Rogue"
84,Barony Vampire,B,3.0,{2}{B},3.0,2.0,,,common,,,Creature,Vampire
85,Bladebrand,B,2.0,{1}{B},,,,"Target creature gains deathtouch until end of turn.
Draw a card.",common,,,Instant,
86,Blightbeetle,B,2.0,{1}{B},1.0,1.0,,"Protection from green (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything green.)
Creatures your opponents control can't have +1/+1 counters put on them.",uncommon,Protection,,Creature,Insect
87,Blood Burglar,B,2.0,{1}{B},2.0,2.0,,"As long as it's your turn, Blood Burglar has lifelink. (Damage dealt by this creature also causes you to gain that much life.)",common,,,Creature,"Vampire, Rogue"
88,Blood for Bones,B,4.0,{3}{B},,,,"As an additional cost to cast this spell, sacrifice a creature.
Return a creature card from your graveyard to the battlefield, then return another creature card from your graveyard to your hand.",uncommon,,,Sorcery,
89,Bloodsoaked Altar,B,6.0,{4}{B}{B},,,,"{T}, Pay 2 life, Discard a card, Sacrifice a creature: Create a 5/5 black Demon creature token with flying. Activate only as a sorcery.",uncommon,,,Artifact,
90,Bloodthirsty Aerialist,B,3.0,{1}{B}{B},2.0,3.0,,"Flying
Whenever you gain life, put a +1/+1 counter on Bloodthirsty Aerialist.",uncommon,Flying,,Creature,"Vampire, Rogue"
91,Bone Splinters,B,1.0,{B},,,,"As an additional cost to cast this spell, sacrifice a creature.
Destroy target creature.",common,,,Sorcery,
92,Boneclad Necromancer,B,5.0,{3}{B}{B},3.0,3.0,,"When Boneclad Necromancer enters the battlefield, you may exile target creature card from a graveyard. If you do, create a 2/2 black Zombie creature token.",common,,,Creature,"Human, Wizard"
93,Cavalier of Night,B,5.0,{2}{B}{B}{B},4.0,5.0,,"Lifelink
When Cavalier of Night enters the battlefield, you may sacrifice another creature. When you do, destroy target creature an opponent controls.
When Cavalier of Night dies, return target creature card with mana value 3 or less from your graveyard to the battlefield.",mythic,Lifelink,,Creature,"Elemental, Knight"
94,Disfigure,B,1.0,{B},,,,Target creature gets -2/-2 until end of turn.,uncommon,,,Instant,
95,Dread Presence,B,4.0,{3}{B},3.0,3.0,,"Whenever a Swamp enters the battlefield under your control, choose one —
• You draw a card and you lose 1 life.
• Dread Presence deals 2 damage to any target and you gain 2 life.",rare,,,Creature,Nightmare
96,Duress,B,1.0,{B},,,,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",common,,,Sorcery,
97,Embodiment of Agonies,B,3.0,{1}{B}{B},0.0,0.0,,"Flying, deathtouch
Embodiment of Agonies enters the battlefield with a +1/+1 counter on it for each different mana cost among nonland cards in your graveyard. (For example, {2}{B} and {1}{B}{B} are different mana costs.)",rare,"Deathtouch, Flying",,Creature,Demon
98,Epicure of Blood,B,5.0,{4}{B},4.0,4.0,,"Whenever you gain life, each opponent loses 1 life.",common,,,Creature,Vampire
99,Fathom Fleet Cutthroat,B,4.0,{3}{B},3.0,3.0,,"When Fathom Fleet Cutthroat enters the battlefield, destroy target creature an opponent controls that was dealt damage this turn.",common,,,Creature,"Human, Pirate"
100,Feral Abomination,B,6.0,{5}{B},5.0,5.0,,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),common,Deathtouch,,Creature,Thrull
101,Gorging Vulture,B,3.0,{2}{B},2.0,2.0,,"Flying
When Gorging Vulture enters the battlefield, mill four cards. You gain 1 life for each creature card put into your graveyard this way.",common,"Flying, Mill",,Creature,Bird
102,Gravedigger,B,4.0,{3}{B},2.0,2.0,,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.",uncommon,,,Creature,Zombie
103,Gruesome Scourger,B,5.0,{3}{B}{B},3.0,3.0,,"When Gruesome Scourger enters the battlefield, it deals damage to target opponent or planeswalker equal to the number of creatures you control.",uncommon,,,Creature,"Orc, Warrior"
104,Knight of the Ebon Legion,B,1.0,{B},1.0,2.0,,"{2}{B}: Knight of the Ebon Legion gets +3/+3 and gains deathtouch until end of turn.
At the beginning of your end step, if a player lost 4 or more life this turn, put a +1/+1 counter on Knight of the Ebon Legion. (Damage causes loss of life.)",rare,,,Creature,"Vampire, Knight"
105,Legion's End,B,2.0,{1}{B},,,,Exile target creature an opponent controls with mana value 2 or less and all other creatures that player controls with the same name as that creature. Then that player reveals their hand and exiles all cards with that name from their hand and graveyard.,rare,,,Sorcery,
106,Leyline of the Void,B,4.0,{2}{B}{B},,,,"If Leyline of the Void is in your opening hand, you may begin the game with it on the battlefield.
If a card would be put into an opponent's graveyard from anywhere, exile it instead.",rare,,,Enchantment,
107,Mind Rot,B,3.0,{2}{B},,,,Target player discards two cards.,common,,,Sorcery,
108,Murder,B,3.0,{1}{B}{B},,,,Destroy target creature.,common,,,Instant,
109,Noxious Grasp,B,2.0,{1}{B},,,,Destroy target creature or planeswalker that's green or white. You gain 1 life.,uncommon,,,Instant,
110,Rotting Regisaur,B,3.0,{2}{B},7.0,6.0,,"At the beginning of your upkeep, discard a card.",rare,,,Creature,"Zombie, Dinosaur"
111,Sanitarium Skeleton,B,1.0,{B},1.0,2.0,,{2}{B}: Return Sanitarium Skeleton from your graveyard to your hand.,common,,,Creature,Skeleton
112,Scheming Symmetry,B,1.0,{B},,,,"Choose two target players. Each of them searches their library for a card, then shuffles and puts that card on top.",rare,,,Sorcery,
113,Sorcerer of the Fang,B,2.0,{1}{B},1.0,3.0,,"{5}{B}, {T}: Sorcerer of the Fang deals 2 damage to target opponent or planeswalker.",common,,,Creature,"Human, Wizard"
114,"Sorin, Imperious Bloodlord",B,3.0,{2}{B},,,4.0,"[+1]: Target creature you control gains deathtouch and lifelink until end of turn. If it's a Vampire, put a +1/+1 counter on it.
[+1]: You may sacrifice a Vampire. When you do, Sorin, Imperious Bloodlord deals 3 damage to any target and you gain 3 life.
[−3]: You may put a Vampire creature card from your hand onto the battlefield.",mythic,,Legendary,Planeswalker,Sorin
115,Soul Salvage,B,3.0,{2}{B},,,,Return up to two target creature cards from your graveyard to your hand.,common,,,Sorcery,
116,Thought Distortion,B,6.0,{4}{B}{B},,,,"This spell can't be countered.
Target opponent reveals their hand. Exile all noncreature, nonland cards from that player's hand and graveyard.",uncommon,,,Sorcery,
117,Undead Servant,B,4.0,{3}{B},3.0,2.0,,"When Undead Servant enters the battlefield, create a 2/2 black Zombie creature token for each card named Undead Servant in your graveyard.",common,,,Creature,Zombie
118,Unholy Indenture,B,3.0,{2}{B},,,,"Enchant creature
When enchanted creature dies, return that card to the battlefield under your control with a +1/+1 counter on it.",common,Enchant,,Enchantment,Aura
119,Vampire of the Dire Moon,B,1.0,{B},1.0,1.0,,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",uncommon,"Deathtouch, Lifelink",,Creature,Vampire
120,Vengeful Warchief,B,5.0,{4}{B},4.0,4.0,,"Whenever you lose life for the first time each turn, put a +1/+1 counter on Vengeful Warchief. (Damage causes loss of life.)",uncommon,,,Creature,"Orc, Warrior"
121,"Vilis, Broker of Blood",B,8.0,{5}{B}{B}{B},8.0,8.0,,"Flying
{B}, Pay 2 life: Target creature gets -1/-1 until end of turn.
Whenever you lose life, draw that many cards. (Damage causes loss of life.)",rare,Flying,Legendary,Creature,Demon
122,Yarok's Fenlurker,B,2.0,{B}{B},1.0,1.0,,"When Yarok's Fenlurker enters the battlefield, each opponent exiles a card from their hand.
{2}{B}: Yarok's Fenlurker gets +1/+1 until end of turn.",uncommon,,,Creature,Horror
123,Act of Treason,R,3.0,{2}{R},,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.),common,,,Sorcery,
124,Cavalier of Flame,R,5.0,{2}{R}{R}{R},6.0,5.0,,"{1}{R}: Creatures you control get +1/+0 and gain haste until end of turn.
When Cavalier of Flame enters the battlefield, discard any number of cards, then draw that many cards.
When Cavalier of Flame dies, it deals X damage to each opponent and each planeswalker they control, where X is the number of land cards in your graveyard.",mythic,,,Creature,"Elemental, Knight"
125,"Chandra, Acolyte of Flame",R,3.0,{1}{R}{R},,,4.0,"[0]: Put a loyalty counter on each red planeswalker you control.
[0]: Create two 1/1 red Elemental creature tokens. They gain haste. Sacrifice them at the beginning of the next end step.
[−2]: You may cast target instant or sorcery card with mana value 3 or less from your graveyard. If that spell would be put into your graveyard, exile it instead.",rare,,Legendary,Planeswalker,Chandra
126,"Chandra, Awakened Inferno",R,6.0,{4}{R}{R},,,6.0,"This spell can't be countered.
[+2]: Each opponent gets an emblem with ""At the beginning of your upkeep, this emblem deals 1 damage to you.""
[−3]: Chandra, Awakened Inferno deals 3 damage to each non-Elemental creature.
[−X]: Chandra, Awakened Inferno deals X damage to target creature or planeswalker. If a permanent dealt damage this way would die this turn, exile it instead.",mythic,,Legendary,Planeswalker,Chandra
127,"Chandra, Novice Pyromancer",R,4.0,{3}{R},,,5.0,"[+1]: Elementals you control get +2/+0 until end of turn.
[−1]: Add {R}{R}.
[−2]: Chandra, Novice Pyromancer deals 2 damage to any target.",uncommon,,Legendary,Planeswalker,Chandra
128,Chandra's Embercat,R,2.0,{1}{R},2.0,2.0,,{T}: Add {R}. Spend this mana only to cast an Elemental spell or a Chandra planeswalker spell.,common,,,Creature,"Elemental, Cat"
129,Chandra's Outrage,R,4.0,{2}{R}{R},,,,Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.,common,,,Instant,
130,Chandra's Regulator,R,2.0,{1}{R},,,,"Whenever you activate a loyalty ability of a Chandra planeswalker, you may pay {1}. If you do, copy that ability. You may choose new targets for the copy.
{1}, {T}, Discard a Mountain card or a red card: Draw a card.",rare,,Legendary,Artifact,
131,Chandra's Spitfire,R,3.0,{2}{R},1.0,3.0,,"Flying
Whenever an opponent is dealt noncombat damage, Chandra's Spitfire gets +3/+0 until end of turn.",uncommon,Flying,,Creature,Elemental
132,Daggersail Aeronaut,R,4.0,{3}{R},3.0,2.0,,"As long as it's your turn, Daggersail Aeronaut has flying.",common,,,Creature,Goblin
133,Destructive Digger,R,3.0,{2}{R},3.0,2.0,,"{3}, {T}, Sacrifice an artifact or land: Draw a card.",common,,,Creature,Goblin
134,Dragon Mage,R,7.0,{5}{R}{R},5.0,5.0,,"Flying
Whenever Dragon Mage deals combat damage to a player, each player discards their hand, then draws seven cards.",uncommon,Flying,,Creature,"Dragon, Wizard"
135,"Drakuseth, Maw of Flames",R,7.0,{4}{R}{R}{R},7.0,7.0,,"Flying
Whenever Drakuseth, Maw of Flames attacks, it deals 4 damage to any target and 3 damage to each of up to two other targets.",rare,Flying,Legendary,Creature,Dragon
136,Ember Hauler,R,2.0,{R}{R},2.0,2.0,,"{1}, Sacrifice Ember Hauler: It deals 2 damage to any target.",uncommon,,,Creature,Goblin
137,Fire Elemental,R,5.0,{3}{R}{R},5.0,4.0,,,common,,,Creature,Elemental
138,Flame Sweep,R,3.0,{2}{R},,,,Flame Sweep deals 2 damage to each creature except for creatures you control with flying.,uncommon,,,Instant,
139,Fry,R,2.0,{1}{R},,,,"This spell can't be countered.
Fry deals 5 damage to target creature or planeswalker that's white or blue.",uncommon,,,Instant,
140,Glint-Horn Buccaneer,R,3.0,{1}{R}{R},2.0,4.0,,"Haste
Whenever you discard a card, Glint-Horn Buccaneer deals 1 damage to each opponent.
{1}{R}, Discard a card: Draw a card. Activate only if Glint-Horn Buccaneer is attacking.",rare,Haste,,Creature,"Minotaur, Pirate"
141,Goblin Bird-Grabber,R,2.0,{1}{R},2.0,1.0,,{R}: Goblin Bird-Grabber gains flying until end of turn. Activate only if you control a creature with flying.,common,,,Creature,Goblin
142,Goblin Ringleader,R,4.0,{3}{R},2.0,2.0,,"Haste (This creature can attack and {T} as soon as it comes under your control.)
When Goblin Ringleader enters the battlefield, reveal the top four cards of your library. Put all Goblin cards revealed this way into your hand and the rest on the bottom of your library in any order.",uncommon,Haste,,Creature,Goblin
143,Goblin Smuggler,R,3.0,{2}{R},2.0,2.0,,"Haste (This creature can attack and {T} as soon as it comes under your control.)
{T}: Another target creature with power 2 or less can't be blocked this turn.",common,Haste,,Creature,"Goblin, Rogue"
144,Infuriate,R,1.0,{R},,,,Target creature gets +3/+2 until end of turn.,common,,,Instant,
