,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
57,Cleric of Chill Depths,U,2.0,{1}{U},1.0,3.0,,"Whenever Cleric of Chill Depths blocks a creature, that creature doesn't untap during its controller's next untap step.",common,,,Creature,"Merfolk, Cleric"
58,Concerted Defense,U,1.0,{U},,,,"Counter target noncreature spell unless its controller pays {1} plus an additional {1} for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",uncommon,,,Instant,
59,Confounding Conundrum,U,2.0,{1}{U},,,,"When Confounding Conundrum enters the battlefield, draw a card.
Whenever a land enters the battlefield under an opponent's control, if that player had another land enter the battlefield under their control this turn, they return a land they control to its owner's hand.",rare,,,Enchantment,
60,Coralhelm Chronicler,U,3.0,{2}{U},2.0,2.0,,"Whenever you cast a kicked spell, draw a card, then discard a card.
When Coralhelm Chronicler enters the battlefield, look at the top five cards of your library. You may reveal a card with a kicker ability from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",rare,,,Creature,"Merfolk, Wizard"
61,Cunning Geysermage,U,3.0,{2}{U},3.0,2.0,,"Kicker {2}{U} (You may pay an additional {2}{U} as you cast this spell.)
When Cunning Geysermage enters the battlefield, if it was kicked, return up to one other target creature to its owner's hand.",common,Kicker,,Creature,"Human, Wizard"
62,Deliberate,U,2.0,{1}{U},,,,"Scry 2, then draw a card.",common,Scry,,Instant,
63,Expedition Diviner,U,4.0,{3}{U},3.0,2.0,,"Flying
As long as you control another Wizard, Expedition Diviner has ""When this creature dies, draw a card.""",common,Flying,,Creature,"Merfolk, Wizard"
64,Field Research,U,3.0,{2}{U},,,,"Kicker {2}{U} (You may pay an additional {2}{U} as you cast this spell.)
Draw two cards. If this spell was kicked, draw three cards instead.",common,Kicker,,Sorcery,
65,Glacial Grasp,U,3.0,{2}{U},,,,"Tap target creature. Its controller mills two cards. That creature doesn't untap during its controller's next untap step. (They put the top two cards of their library into their graveyard.)
Draw a card.",common,Mill,,Instant,
66,Glasspool Mimic,U,3.0,{2}{U},0.0,0.0,,"You may have Glasspool Mimic enter the battlefield as a copy of a creature you control, except it's a Shapeshifter Rogue in addition to its other types.",rare,,,Creature,"Shapeshifter, Rogue"
67,Glasspool Shore,L,0.0,,,,,"Glasspool Shore enters the battlefield tapped.
{T}: Add {U}.",rare,,,Land,
68,Inscription of Insight,U,4.0,{3}{U},,,,"Kicker {2}{U}{U}
Choose one. If this spell was kicked, choose any number instead.
• Return up to two target creatures to their owners' hands.
• Scry 2, then draw two cards.
• Target player creates an X/X blue Illusion creature token, where X is the number of cards in their hand.",rare,"Kicker, Scry",,Sorcery,
69,Into the Roil,U,2.0,{1}{U},,,,"Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
Return target nonland permanent to its owner's hand. If this spell was kicked, draw a card.",common,Kicker,,Instant,
70,"Jace, Mirror Mage",U,3.0,{1}{U}{U},,,4.0,"Kicker {2}
When Jace, Mirror Mage enters the battlefield, if Jace was kicked, create a token that's a copy of Jace, Mirror Mage, except it's not legendary and its starting loyalty is 1.
[+1]: Scry 2.
[0]: Draw a card and reveal it. Remove a number of loyalty counters equal to that card's mana value from Jace, Mirror Mage.",mythic,"Kicker, Scry",Legendary,Planeswalker,Jace
71,Jwari Disruption,U,2.0,{1}{U},,,,Counter target spell unless its controller pays {1}.,uncommon,,,Instant,
72,Jwari Ruins,L,0.0,,,,,"Jwari Ruins enters the battlefield tapped.
{T}: Add {U}.",uncommon,,,Land,
73,Living Tempest,U,5.0,{4}{U},3.0,3.0,,"Flash
Flying",common,"Flash, Flying",,Creature,Elemental
74,Maddening Cacophony,U,2.0,{1}{U},,,,"Kicker {3}{U}
Each opponent mills eight cards. If this spell was kicked, instead each opponent mills half their library, rounded up.",rare,"Kicker, Mill",,Sorcery,
75,Master of Winds,U,4.0,{2}{U}{U},1.0,4.0,,"Flying
When Master of Winds enters the battlefield, draw two cards, then discard a card.
Whenever you cast an instant, sorcery, or Wizard spell, you may have Master of Winds's base power and toughness become 4/1 or 1/4 until end of turn.",rare,Flying,,Creature,"Sphinx, Wizard"
76,Merfolk Falconer,U,5.0,{3}{U}{U},4.0,4.0,,"Flying
Whenever you cast a kicked spell, scry 2.",uncommon,"Flying, Scry",,Creature,"Merfolk, Wizard"
77,Merfolk Windrobber,U,1.0,{U},1.0,1.0,,"Flying
Whenever Merfolk Windrobber deals combat damage to a player, that player mills a card. (They put the top card of their library into their graveyard.)
Sacrifice Merfolk Windrobber: Draw a card. Activate only if an opponent has eight or more cards in their graveyard.",uncommon,"Flying, Mill",,Creature,"Merfolk, Rogue"
78,Negate,U,2.0,{1}{U},,,,Counter target noncreature spell.,common,,,Instant,
79,Nimble Trapfinder,U,2.0,{1}{U},2.0,1.0,,"Nimble Trapfinder can't be blocked if you had another Cleric, Rogue, Warrior, or Wizard enter the battlefield under your control this turn.
At the beginning of combat on your turn, if you have a full party, creatures you control gain ""Whenever this creature deals combat damage to a player, draw a card"" until end of turn.",rare,,,Creature,"Human, Rogue"
80,Risen Riptide,U,3.0,{2}{U},0.0,5.0,,"Whenever you cast a kicked spell, Risen Riptide has base power and toughness 5/5 until end of turn.",common,,,Creature,Elemental
81,Roost of Drakes,U,1.0,{U},,,,"Kicker {2}{U} (You may pay an additional {2}{U} as you cast this spell.)
When Roost of Drakes enters the battlefield, if it was kicked, create a 2/2 blue Drake creature token with flying.
Whenever you cast a kicked spell, create a 2/2 blue Drake creature token with flying.",uncommon,Kicker,,Enchantment,
82,Ruin Crab,U,1.0,{U},0.0,3.0,,"Landfall — Whenever a land enters the battlefield under your control, each opponent mills three cards. (To mill a card, a player puts the top card of their library into their graveyard.)",uncommon,"Landfall, Mill",,Creature,Crab
83,Sea Gate Restoration,U,7.0,{4}{U}{U}{U},,,,Draw cards equal to the number of cards in your hand plus one. You have no maximum hand size for the rest of the game.,mythic,,,Sorcery,
84,"Sea Gate, Reborn",L,0.0,,,,,"As Sea Gate, Reborn enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.
{T}: Add {U}.",mythic,,,Land,
85,Sea Gate Stormcaller,U,2.0,{1}{U},2.0,1.0,,"Kicker {4}{U}
When Sea Gate Stormcaller enters the battlefield, copy the next instant or sorcery spell with mana value 2 or less you cast this turn when you cast it. If Sea Gate Stormcaller was kicked, copy that spell twice instead. You may choose new targets for the copies.",mythic,Kicker,,Creature,"Human, Wizard"
86,Seafloor Stalker,U,3.0,{2}{U},2.0,3.0,,"{4}{U}: Seafloor Stalker gets +1/+0 until end of turn and can't be blocked this turn. This ability costs {1} less to activate for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",common,,,Creature,"Merfolk, Rogue"
87,Shell Shield,U,1.0,{U},,,,"Kicker {1} (You may pay an additional {1} as you cast this spell.)
Target creature you control gets +0/+3 until end of turn. If this spell was kicked, that creature also gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)",common,Kicker,,Instant,
88,Silundi Vision,U,3.0,{2}{U},,,,Look at the top six cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.,uncommon,,,Instant,
89,Silundi Isle,L,0.0,,,,,"Silundi Isle enters the battlefield tapped.
{T}: Add {U}.",uncommon,,,Land,
90,Skyclave Plunder,U,5.0,{4}{U},,,,"Look at the top X cards of your library, where X is three plus the number of creatures in your party. Put three of those cards into your hand and the rest on the bottom of your library in a random order. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",uncommon,,,Sorcery,
91,Skyclave Squid,U,2.0,{1}{U},3.0,2.0,,"Defender
Landfall — Whenever a land enters the battlefield under your control, Skyclave Squid can attack this turn as though it didn't have defender.",common,"Defender, Landfall",,Creature,Squid
92,Sure-Footed Infiltrator,U,4.0,{3}{U},2.0,3.0,,"Tap another untapped Rogue you control: Sure-Footed Infiltrator can't be blocked this turn.
Whenever Sure-Footed Infiltrator deals combat damage to a player, draw a card.",uncommon,,,Creature,"Merfolk, Rogue"
93,Tazeem Roilmage,U,2.0,{1}{U},2.0,1.0,,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
When Tazeem Roilmage enters the battlefield, if it was kicked, return target instant or sorcery card from your graveyard to your hand.",common,Kicker,,Creature,"Merfolk, Wizard"
94,Thieving Skydiver,U,2.0,{1}{U},2.0,1.0,,"Kicker {X}. X can't be 0. (You may pay an additional {X} as you cast this spell.)
Flying
When Thieving Skydiver enters the battlefield, if it was kicked, gain control of target artifact with mana value X or less. If that artifact is an Equipment, attach it to Thieving Skydiver.",rare,"Flying, Kicker",,Creature,"Merfolk, Rogue"
95,Umara Wizard,U,5.0,{4}{U},4.0,3.0,,"Whenever you cast an instant, sorcery, or Wizard spell, Umara Wizard gains flying until end of turn.",uncommon,,,Creature,"Merfolk, Wizard"
96,Umara Skyfalls,L,0.0,,,,,"Umara Skyfalls enters the battlefield tapped.
{T}: Add {U}.",uncommon,,,Land,
97,Windrider Wizard,U,3.0,{2}{U},2.0,2.0,,"Flying
Whenever you cast an instant, sorcery, or Wizard spell, you may draw a card. If you do, discard a card.",uncommon,Flying,,Creature,"Human, Wizard"
98,Zulaport Duelist,U,1.0,{U},1.0,1.0,,"Flash
When Zulaport Duelist enters the battlefield, up to one target creature gets -2/-0 until end of turn. Its controller mills two cards. (They put the top two cards of their library into their graveyard.)",common,"Flash, Mill",,Creature,"Human, Rogue"
99,Acquisitions Expert,B,2.0,{1}{B},1.0,2.0,,"When Acquisitions Expert enters the battlefield, target opponent reveals a number of cards from their hand equal to the number of creatures in your party. You choose one of those cards. That player discards that card. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",uncommon,,,Creature,"Human, Rogue"
100,"Agadeem, the Undercrypt",L,0.0,,,,,"As Agadeem, the Undercrypt enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.
{T}: Add {B}.",mythic,,,Land,
101,Blackbloom Rogue,B,3.0,{2}{B},2.0,3.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Blackbloom Rogue gets +3/+0 as long as an opponent has eight or more cards in their graveyard.",uncommon,Menace,,Creature,"Human, Rogue"
102,Blackbloom Bog,L,0.0,,,,,"Blackbloom Bog enters the battlefield tapped.
{T}: Add {B}.",uncommon,,,Land,
103,Blood Beckoning,B,1.0,{B},,,,"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Return target creature card from your graveyard to your hand. If this spell was kicked, instead return two target creature cards from your graveyard to your hand.",common,Kicker,,Sorcery,
104,Blood Price,B,4.0,{3}{B},,,,Look at the top four cards of your library. Put two of them into your hand and the rest on the bottom of your library in any order. You lose 2 life.,common,,,Sorcery,
105,Bloodchief's Thirst,B,1.0,{B},,,,"Kicker {2}{B} (You may pay an additional {2}{B} as you cast this spell.)
Destroy target creature or planeswalker with mana value 2 or less. If this spell was kicked, instead destroy target creature or planeswalker.",uncommon,Kicker,,Sorcery,
106,Coveted Prize,B,5.0,{4}{B},,,,"This spell costs {1} less to cast for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)
Search your library for a card, put it into your hand, then shuffle. If you have a full party, you may cast a spell with mana value 4 or less from your hand without paying its mana cost.",rare,,,Sorcery,
107,Deadly Alliance,B,5.0,{4}{B},,,,"This spell costs {1} less to cast for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)
Destroy target creature or planeswalker.",common,,,Instant,
108,Demon's Disciple,B,3.0,{2}{B},3.0,1.0,,"When Demon's Disciple enters the battlefield, each player sacrifices a creature or planeswalker.",uncommon,,,Creature,"Human, Cleric"
109,"Drana, the Last Bloodchief",B,5.0,{3}{B}{B},4.0,4.0,,"Flying
Whenever Drana, the Last Bloodchief attacks, defending player chooses a nonlegendary creature card in your graveyard. You return that card to the battlefield with an additional +1/+1 counter on it. The creature is a Vampire in addition to its other types.",mythic,Flying,Legendary,Creature,"Vampire, Cleric"
110,Drana's Silencer,B,6.0,{5}{B},3.0,2.0,,"When Drana's Silencer enters the battlefield, target creature an opponent controls gets -X/-X until end of turn, where X is the number of creatures in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",common,,,Creature,"Vampire, Rogue"
111,Dreadwurm,B,5.0,{4}{B},5.0,4.0,,"Landfall — Whenever a land enters the battlefield under your control, Dreadwurm gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",common,Landfall,,Creature,"Wurm, Horror"
112,Expedition Skulker,B,2.0,{1}{B},2.0,2.0,,Expedition Skulker has deathtouch as long as you control another Rogue.,common,,,Creature,"Vampire, Rogue"
113,Feed the Swarm,B,2.0,{1}{B},,,,Destroy target creature or enchantment an opponent controls. You lose life equal to that permanent's mana value.,common,,,Sorcery,
114,Ghastly Gloomhunter,B,2.0,{1}{B},1.0,1.0,,"Kicker {3}{B} (You may pay an additional {3}{B} as you cast this spell.)
Flying, lifelink
If Ghastly Gloomhunter was kicked, it enters the battlefield with two +1/+1 counters on it.",common,"Flying, Kicker, Lifelink",,Creature,"Zombie, Bat"
115,Guul Draz Mucklord,B,3.0,{2}{B},2.0,3.0,,"When Guul Draz Mucklord dies, put a +1/+1 counter on target creature you control.",common,,,Creature,Crocodile
116,Hagra Constrictor,B,3.0,{2}{B},0.0,0.0,,"Hagra Constrictor enters the battlefield with two +1/+1 counters on it.
Each creature you control with a +1/+1 counter on it has menace. (A creature with menace can't be blocked except by two or more creatures.)",common,,,Creature,Snake
117,Hagra Mauling,B,4.0,{2}{B}{B},,,,"This spell costs {1} less to cast if an opponent controls no basic lands.
Destroy target creature.",rare,,,Instant,
118,Hagra Broodpit,L,0.0,,,,,"Hagra Broodpit enters the battlefield tapped.
{T}: Add {B}.",rare,,,Land,
119,Highborn Vampire,B,4.0,{3}{B},4.0,3.0,,,common,,,Creature,"Vampire, Warrior"
120,Inscription of Ruin,B,3.0,{2}{B},,,,"Kicker {2}{B}{B}
Choose one. If this spell was kicked, choose any number instead.
• Target opponent discards two cards.
• Return target creature card with mana value 2 or less from your graveyard to the battlefield.
• Destroy target creature with mana value 3 or less.",rare,Kicker,,Sorcery,
121,Lithoform Blight,B,2.0,{1}{B},,,,"Enchant land
When Lithoform Blight enters the battlefield, draw a card.
Enchanted land loses all land types and abilities and has ""{T}: Add {C}"" and ""{T}, Pay 1 life: Add one mana of any color.""",uncommon,Enchant,,Enchantment,Aura
122,Malakir Blood-Priest,B,2.0,{1}{B},2.0,1.0,,"When Malakir Blood-Priest enters the battlefield, each opponent loses X life and you gain X life, where X is the number of creatures in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",common,,,Creature,"Vampire, Cleric"
123,Malakir Rebirth,B,1.0,{B},,,,"Choose target creature. You lose 2 life. Until end of turn, that creature gains ""When this creature dies, return it to the battlefield tapped under its owner's control.""",uncommon,,,Instant,
124,Malakir Mire,L,0.0,,,,,"Malakir Mire enters the battlefield tapped.
{T}: Add {B}.",uncommon,,,Land,
125,Marauding Blight-Priest,B,3.0,{2}{B},3.0,2.0,,"Whenever you gain life, each opponent loses 1 life.",common,,,Creature,"Vampire, Cleric"
126,Mind Carver,B,1.0,{B},,,,"When Mind Carver enters the battlefield, attach it to target creature you control.
Equipped creature gets +1/+0. It gets +3/+1 instead as long as an opponent has eight or more cards in their graveyard.
Equip {2}{B}",uncommon,Equip,,Artifact,Equipment
127,Mind Drain,B,3.0,{2}{B},,,,"Target opponent discards two cards, mills a card, and loses 1 life. You gain 1 life. (To mill a card, a player puts the top card of their library into their graveyard.)",common,Mill,,Sorcery,
128,Nighthawk Scavenger,B,3.0,{1}{B}{B},,3.0,,"Flying, deathtouch, lifelink
Nighthawk Scavenger's power is equal to 1 plus the number of card types among cards in your opponents' graveyards. (Cards in graveyards have only the characteristics of their front face.)",rare,"Deathtouch, Flying, Lifelink",,Creature,"Vampire, Rogue"
129,Nimana Skitter-Sneak,B,4.0,{3}{B},3.0,4.0,,"As long as an opponent has eight or more cards in their graveyard, Nimana Skitter-Sneak gets +1/+0 and has menace. (It can't be blocked except by two or more creatures.)",common,,,Creature,"Human, Rogue"
130,Nimana Skydancer,B,3.0,{2}{B},2.0,1.0,,"Flash
Flying
When Nimana Skydancer enters the battlefield, target opponent mills two cards. (They put the top two cards of their library into their graveyard.)",common,"Flash, Flying, Mill",,Creature,"Human, Rogue"
