,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
44,Sungold Sentinel,W,2.0,{1}{W},3.0,2.0,,"Whenever Sungold Sentinel enters the battlefield or attacks, exile up to one target card from a graveyard.
Coven — {1}{W}: Choose a color. Sungold Sentinel gains hexproof from that color until end of turn and can't be blocked by creatures of that color this turn. Activate only if you control three or more creatures with different powers.",rare,Coven,,Creature
45,Sunset Revelry,W,2.0,{1}{W},,,,"If an opponent has more life than you, you gain 4 life.
If an opponent controls more creatures than you, create two 1/1 white Human creature tokens.
If an opponent has more cards in hand than you, draw a card.",uncommon,,,Sorcery
46,Thraben Exorcism,W,2.0,{1}{W},,,,"Exile target Spirit, creature with disturb, or enchantment.",common,,,Instant
47,Unruly Mob,W,2.0,{1}{W},1.0,1.0,,"Whenever another creature you control dies, put a +1/+1 counter on Unruly Mob.",common,,,Creature
48,Vanquish the Horde,W,8.0,{6}{W}{W},,,,"This spell costs {1} less to cast for each creature on the battlefield.
Destroy all creatures.",rare,,,Sorcery
49,Baithook Angler,U,2.0,{1}{U},2.0,1.0,,Disturb {1}{U} (You may cast this card from your graveyard transformed for its disturb cost.),common,"Disturb, Transform",,Creature
50,Hook-Haunt Drifter,U,2.0,,1.0,2.0,,"Flying
If Hook-Haunt Drifter would be put into a graveyard from anywhere, exile it instead.",common,Flying,,Creature
51,Component Collector,U,3.0,{2}{U},1.0,4.0,,"If it's neither day nor night, it becomes day as Component Collector enters the battlefield.
Whenever day becomes night or night becomes day, you may tap or untap target nonland permanent.",common,,,Creature
52,Consider,U,1.0,{U},,,,"Look at the top card of your library. You may put that card into your graveyard.
Draw a card.",common,,,Instant
53,Covetous Castaway,U,2.0,{1}{U},1.0,3.0,,"When Covetous Castaway dies, mill three cards. (Put the top three cards of your library into your graveyard.)
Disturb {3}{U}{U} (You may cast this card from your graveyard transformed for its disturb cost.)",uncommon,"Disturb, Mill, Transform",,Creature
54,Ghostly Castigator,U,2.0,,3.0,4.0,,"Flying
When Ghostly Castigator enters the battlefield, you may shuffle up to three target cards from your graveyard into your library.
If Ghostly Castigator would be put into a graveyard from anywhere, exile it instead.",uncommon,Flying,,Creature
55,Curse of Surveillance,U,5.0,{4}{U},,,,"Enchant player
At the beginning of enchanted player's upkeep, any number of target players other than that player each draw cards equal to the number of Curses attached to that player.",rare,Enchant,,Enchantment
56,Delver of Secrets,U,1.0,{U},1.0,1.0,,"At the beginning of your upkeep, look at the top card of your library. You may reveal that card. If an instant or sorcery card is revealed this way, transform Delver of Secrets.",uncommon,Transform,,Creature
57,Insectile Aberration,U,1.0,,3.0,2.0,,Flying,uncommon,Flying,,Creature
58,Devious Cover-Up,U,4.0,{2}{U}{U},,,,"Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard. You may shuffle up to four target cards from your graveyard into your library.",common,,,Instant
59,Dissipate,U,3.0,{1}{U}{U},,,,"Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",uncommon,,,Instant
60,Drownyard Amalgam,U,5.0,{4}{U},3.0,6.0,,"When Drownyard Amalgam enters the battlefield, target player mills three cards. (They put the top three cards of their library into their graveyard.)
{2}{U}: Drownyard Amalgam can't be blocked this turn.",common,Mill,,Creature
61,Fading Hope,U,1.0,{U},,,,"Return target creature to its owner's hand. If its mana value was 3 or less, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",uncommon,Scry,,Instant
62,Falcon Abomination,U,3.0,{2}{U},2.0,2.0,,"Flying
When Falcon Abomination enters the battlefield, create a 2/2 black Zombie creature token with decayed. (It can't block. When it attacks, sacrifice it at end of combat.)",common,Flying,,Creature
63,Firmament Sage,U,4.0,{3}{U},2.0,3.0,,"If it's neither day nor night, it becomes day as Firmament Sage enters the battlefield.
Whenever day becomes night or night becomes day, draw a card.",uncommon,,,Creature
64,Flip the Switch,U,3.0,{2}{U},,,,"Counter target spell unless its controller pays {4}. Create a 2/2 black Zombie creature token with decayed. (It can't block. When it attacks, sacrifice it at end of combat.)",common,,,Instant
65,Galedrifter,U,4.0,{3}{U},3.0,2.0,,"Flying
Disturb {4}{U} (You may cast this card from your graveyard transformed for its disturb cost.)",common,"Disturb, Flying, Transform",,Creature
66,Waildrifter,U,4.0,,2.0,2.0,,"Flying
If Waildrifter would be put into a graveyard from anywhere, exile it instead.",common,Flying,,Creature
67,Geistwave,U,2.0,{1}{U},,,,"Return target nonland permanent to its owner's hand. If you controlled that permanent, draw a card.",common,,,Instant
68,Grafted Identity,U,4.0,{2}{U}{U},,,,"As an additional cost to cast this spell, sacrifice a creature.
Enchant creature
You control enchanted creature.
Enchanted creature gets +1/+1.",rare,Enchant,,Enchantment
69,Larder Zombie,U,1.0,{U},1.0,3.0,,"Defender
Tap three untapped creatures you control: Look at the top card of your library. You may put it into your graveyard.",common,Defender,,Creature
70,"Lier, Disciple of the Drowned",U,5.0,{3}{U}{U},3.0,4.0,,"Spells can't be countered.
Each instant and sorcery card in your graveyard has flashback. The flashback cost is equal to that card's mana cost.",mythic,,Legendary,Creature
71,Locked in the Cemetery,U,2.0,{1}{U},,,,"Enchant creature
When Locked in the Cemetery enters the battlefield, if there are five or more cards in your graveyard, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",common,Enchant,,Enchantment
72,Malevolent Hermit,U,2.0,{1}{U},2.0,1.0,,"{U}, Sacrifice Malevolent Hermit: Counter target noncreature spell unless its controller pays {3}.
Disturb {2}{U} (You may cast this card from your graveyard transformed for its disturb cost.)",rare,"Disturb, Transform",,Creature
73,Benevolent Geist,U,2.0,,2.0,2.0,,"Flying
Noncreature spells you control can't be countered.
If Benevolent Geist would be put into a graveyard from anywhere, exile it instead.",rare,Flying,,Creature
74,Memory Deluge,U,4.0,{2}{U}{U},,,,"Look at the top X cards of your library, where X is the amount of mana spent to cast this spell. Put two of them into your hand and the rest on the bottom of your library in a random order.
Flashback {5}{U}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",rare,Flashback,,Instant
75,Mysterious Tome,U,3.0,{2}{U},,,,"{2}, {T}: Draw a card. Transform Mysterious Tome.",uncommon,Transform,,Artifact
76,Chilling Chronicle,U,3.0,,,,,"{1}, {T}: Tap target nonland permanent. Transform Chilling Chronicle.",uncommon,Transform,,Artifact
77,Nebelgast Intruder,U,3.0,{2}{U},2.0,1.0,,"Flash
Flying
When Nebelgast Intruder enters the battlefield, up to one target creature an opponent controls gets -2/-0 until end of turn.",uncommon,"Flash, Flying",,Creature
78,Ominous Roost,U,3.0,{2}{U},,,,"When Ominous Roost enters the battlefield or whenever you cast a spell from your graveyard, create a 1/1 blue Bird creature token with flying and ""This creature can block only creatures with flying.""",uncommon,,,Enchantment
79,Organ Hoarder,U,4.0,{3}{U},3.0,2.0,,"When Organ Hoarder enters the battlefield, look at the top three cards of your library, then put one of them into your hand and the rest into your graveyard.",common,,,Creature
80,Otherworldly Gaze,U,1.0,{U},,,,"Look at the top three cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.
Flashback {1}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",common,Flashback,,Instant
81,Overwhelmed Archivist,U,3.0,{2}{U},3.0,2.0,,"When Overwhelmed Archivist enters the battlefield, draw a card, then discard a card.
Disturb {3}{U} (You may cast this card from your graveyard transformed for its disturb cost.)",uncommon,"Disturb, Transform",,Creature
82,Archive Haunt,U,3.0,,2.0,1.0,,"Flying
Whenever Archive Haunt attacks, draw a card, then discard a card.
If Archive Haunt would be put into a graveyard from anywhere, exile it instead.",uncommon,Flying,,Creature
83,Patrician Geist,U,3.0,{2}{U},2.0,2.0,,"Flying
Other Spirits you control get +1/+1.
Spells you cast from your graveyard cost {1} less to cast.",rare,Flying,,Creature
84,Phantom Carriage,U,6.0,{4}{U}{U},4.0,4.0,,"Flying
When Phantom Carriage enters the battlefield, you may search your library for a card with flashback or disturb, put it into your graveyard, then shuffle.",uncommon,Flying,,Creature
85,Poppet Stitcher,U,3.0,{2}{U},2.0,3.0,,"Whenever you cast an instant or sorcery spell, create a 2/2 black Zombie creature token with decayed. (It can't block. When it attacks, sacrifice it at end of combat.)
At the beginning of your upkeep, if you control three or more creature tokens, you may transform Poppet Stitcher.",mythic,Transform,,Creature
86,Poppet Factory,U,3.0,,,,,"Creature tokens you control lose all abilities and have base power and toughness 3/3.
At the beginning of your upkeep, you may transform Poppet Factory.",mythic,Transform,,Artifact
87,Revenge of the Drowned,U,4.0,{3}{U},,,,"Target creature's owner puts it on the top or bottom of their library. You create a 2/2 black Zombie creature token with decayed. (It can't block. When it attacks, sacrifice it at end of combat.)",common,,,Instant
88,Secrets of the Key,U,1.0,{U},,,,"Investigate. If this spell was cast from a graveyard, investigate twice instead. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
Flashback {3}{U}",common,"Flashback, Investigate",,Instant
89,Shipwreck Sifters,U,2.0,{1}{U},1.0,2.0,,"When Shipwreck Sifters enters the battlefield, draw a card, then discard a card.
Whenever you discard a Spirit card or a card with disturb, put a +1/+1 counter on Shipwreck Sifters.",common,,,Creature
90,Skaab Wrangler,U,2.0,{1}{U},2.0,1.0,,Tap three untapped creatures you control: Tap target creature.,uncommon,,,Creature
91,Sludge Monster,U,5.0,{3}{U}{U},5.0,5.0,,"Whenever Sludge Monster enters the battlefield or attacks, put a slime counter on up to one other target creature.
Non-Horror creatures with slime counters on them lose all abilities and have base power and toughness 2/2.",rare,,,Creature
92,Spectral Adversary,U,2.0,{1}{U},2.0,1.0,,"Flash
Flying
When Spectral Adversary enters the battlefield, you may pay {1}{U} any number of times. When you pay this cost one or more times, put that many +1/+1 counters on Spectral Adversary, then up to that many other target artifacts, creatures, and/or enchantments phase out.",mythic,"Flash, Flying",,Creature
93,Startle,U,2.0,{1}{U},,,,"Target creature gets -2/-0 until end of turn. Create a 2/2 black Zombie creature token with decayed. (It can't block. When it attacks, sacrifice it at end of combat.)
Draw a card.",common,,,Instant
94,Stormrider Spirit,U,5.0,{4}{U},3.0,3.0,,"Flash
Flying",common,"Flash, Flying",,Creature
95,Suspicious Stowaway,U,2.0,{1}{U},1.0,1.0,,"Suspicious Stowaway can't be blocked.
Whenever Suspicious Stowaway deals combat damage to a player, draw a card, then discard a card.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",rare,Daybound,,Creature
96,Seafaring Werewolf,G,2.0,,2.0,1.0,,"Seafaring Werewolf can't be blocked.
Whenever Seafaring Werewolf deals combat damage to a player, draw a card.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",rare,Nightbound,,Creature
97,Triskaidekaphile,U,2.0,{1}{U},1.0,3.0,,"You have no maximum hand size.
At the beginning of your upkeep, if you have exactly thirteen cards in your hand, you win the game.
{3}{U}: Draw a card.",rare,,,Creature
98,Unblinking Observer,U,2.0,{1}{U},2.0,1.0,,{T}: Add {U}. Spend this mana only to pay a disturb cost or cast an instant or sorcery spell.,common,,,Creature
99,Vivisection,U,4.0,{3}{U},,,,"As an additional cost to cast this spell, sacrifice a creature.
Draw three cards.",uncommon,,,Sorcery
100,Arrogant Outlaw,B,3.0,{2}{B},3.0,2.0,,"When Arrogant Outlaw enters the battlefield, if an opponent lost life this turn, each opponent loses 2 life and you gain 2 life.",common,,,Creature
101,Baneblade Scoundrel,B,4.0,{3}{B},4.0,3.0,,"Whenever Baneblade Scoundrel becomes blocked, each creature blocking it gets -1/-1 until end of turn.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",uncommon,Daybound,,Creature
102,Baneclaw Marauder,B,4.0,,5.0,4.0,,"Whenever Baneclaw Marauder becomes blocked, each creature blocking it gets -1/-1 until end of turn.
Whenever a creature blocking Baneclaw Marauder dies, that creature's controller loses 1 life.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",uncommon,Nightbound,,Creature
103,Bat Whisperer,B,4.0,{3}{B},4.0,2.0,,"When Bat Whisperer enters the battlefield, if an opponent lost life this turn, create a 1/1 black Bat creature token with flying.",common,,,Creature
104,Bladebrand,B,2.0,{1}{B},,,,"Target creature gains deathtouch until end of turn.
Draw a card.",common,,,Instant
105,Blood Pact,B,3.0,{2}{B},,,,Target player draws two cards and loses 2 life.,common,,,Instant
106,Bloodline Culling,B,3.0,{1}{B}{B},,,,"Choose one —
• Target creature gets -5/-5 until end of turn.
• Creature tokens get -2/-2 until end of turn.",rare,,,Instant
107,Bloodtithe Collector,B,5.0,{4}{B},3.0,4.0,,"Flying
When Bloodtithe Collector enters the battlefield, if an opponent lost life this turn, each opponent discards a card.",uncommon,Flying,,Creature
108,Champion of the Perished,B,1.0,{B},1.0,1.0,,"Whenever another Zombie enters the battlefield under your control, put a +1/+1 counter on Champion of the Perished.",rare,,,Creature
109,Covert Cutpurse,B,3.0,{2}{B},2.0,1.0,,"When Covert Cutpurse enters the battlefield, destroy target creature you don't control that was dealt damage this turn.
Disturb {4}{B} (You may cast this card from your graveyard transformed for its disturb cost.)",uncommon,"Disturb, Transform",,Creature
110,Covetous Geist,B,3.0,,2.0,2.0,,"Flying, deathtouch
If Covetous Geist would be put into a graveyard from anywhere, exile it instead.",uncommon,"Deathtouch, Flying",,Creature
111,Crawl from the Cellar,B,1.0,{B},,,,"Return target creature card from your graveyard to your hand. Put a +1/+1 counter on up to one target Zombie you control.
Flashback {3}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",common,Flashback,,Sorcery
112,Curse of Leeches,B,3.0,{2}{B},,,,"Enchant player
As this permanent transforms into Curse of Leeches, attach it to a player.
At the beginning of enchanted player's upkeep, they lose 1 life and you gain 1 life.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",rare,"Daybound, Enchant",,Enchantment
113,Leeching Lurker,B,3.0,,4.0,4.0,,"Lifelink
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",rare,"Lifelink, Nightbound",,Creature
114,Defenestrate,B,3.0,{2}{B},,,,Destroy target creature without flying.,common,,,Instant
115,Diregraf Horde,B,5.0,{4}{B},3.0,4.0,,"When Diregraf Horde enters the battlefield, create two 2/2 black Zombie creature tokens with decayed. When you do, exile up to two target cards from graveyards. (A creature with decayed can't block. When it attacks, sacrifice it at end of combat.)",common,,,Creature
116,Dreadhound,B,6.0,{4}{B}{B},6.0,6.0,,"When Dreadhound enters the battlefield, mill three cards. (Put the top three cards of your library into your graveyard.)
Whenever a creature dies or a creature card is put into a graveyard from a library, each opponent loses 1 life.",uncommon,Mill,,Creature
117,Duress,B,1.0,{B},,,,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",common,,,Sorcery
118,Eaten Alive,B,1.0,{B},,,,"As an additional cost to cast this spell, sacrifice a creature or pay {3}{B}.
Exile target creature or planeswalker.",common,,,Sorcery
119,Ecstatic Awakener,B,1.0,{B},1.0,1.0,,"{2}{B}, Sacrifice another creature: Draw a card, then transform Ecstatic Awakener. Activate only once each turn.",common,Transform,,Creature
120,Awoken Demon,B,1.0,,4.0,4.0,,,common,,,Creature
121,Foul Play,B,2.0,{1}{B},,,,"Destroy target creature with power 2 or less. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",uncommon,Investigate,,Sorcery
122,Ghoulish Procession,B,2.0,{1}{B},,,,"Whenever one or more nontoken creatures die, create a 2/2 black Zombie creature token with decayed. This ability triggers only once each turn. (A creature with decayed can't block. When it attacks, sacrifice it at end of combat.)",uncommon,,,Enchantment
123,"Gisa, Glorious Resurrector",B,4.0,{2}{B}{B},4.0,4.0,,"If a creature an opponent controls would die, exile it instead.
At the beginning of your upkeep, put all creature cards exiled with Gisa, Glorious Resurrector onto the battlefield under your control. They gain decayed. (A creature with decayed can't block. When it attacks, sacrifice it at end of combat.)",rare,,Legendary,Creature
124,Graveyard Trespasser,B,3.0,{2}{B},3.0,3.0,,"Ward—Discard a card.
Whenever Graveyard Trespasser enters the battlefield or attacks, exile up to one target card from a graveyard. If a creature card was exiled this way, each opponent loses 1 life and you gain 1 life.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",rare,"Daybound, Ward",,Creature
125,Graveyard Glutton,B,3.0,,4.0,4.0,,"Ward—Discard a card.
Whenever Graveyard Glutton enters the battlefield or attacks, exile up to two target cards from graveyards. For each creature card exiled this way, each opponent loses 1 life and you gain 1 life.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",rare,"Nightbound, Ward",,Creature
126,Heirloom Mirror,B,2.0,{1}{B},,,,"{1}, {T}, Pay 1 life, Discard a card: Draw a card, mill a card, then put a ritual counter on Heirloom Mirror. Then if it has three or more ritual counters on it, remove them and transform it. Activate only as a sorcery.",uncommon,"Mill, Transform",,Artifact
127,Inherited Fiend,B,2.0,,4.0,4.0,,"Flying
{2}{B}: Exile target creature card from a graveyard. Put a +1/+1 counter on Inherited Fiend.",uncommon,Flying,,Creature
128,Hobbling Zombie,B,3.0,{2}{B},2.0,2.0,,"Deathtouch
When Hobbling Zombie dies, create a 2/2 black Zombie creature token with decayed. (It can't block. When it attacks, sacrifice it at end of combat.)",common,Deathtouch,,Creature
129,Infernal Grasp,B,2.0,{1}{B},,,,Destroy target creature. You lose 2 life.,uncommon,,,Instant
130,"Jadar, Ghoulcaller of Nephalia",B,2.0,{1}{B},1.0,1.0,,"At the beginning of your end step, if you control no creatures with decayed, create a 2/2 black Zombie creature token with decayed. (It can't block. When it attacks, sacrifice it at end of combat.)",rare,,Legendary,Creature
131,"Jerren, Corrupted Bishop",B,3.0,{2}{B},2.0,3.0,,"Whenever Jerren, Corrupted Bishop enters the battlefield or another nontoken Human you control dies, you lose 1 life and create a 1/1 white Human creature token.
{2}: Target Human you control gains lifelink until end of turn.
At the beginning of your end step, if you have exactly 13 life, you may pay {4}{B}{B}. If you do, transform Jerren.",mythic,"Lifelink, Transform",Legendary,Creature
132,"Ormendahl, the Corrupter",B,3.0,,6.0,6.0,,"Flying, trample, lifelink
Sacrifice another creature: Draw a card.",mythic,"Flying, Lifelink, Trample",Legendary,Creature
133,Lord of the Forsaken,B,6.0,{4}{B}{B},6.0,6.0,,"Flying, trample
{B}, Sacrifice another creature: Target player mills three cards.
Pay 1 life: Add {C}. Spend this mana only to cast a spell from your graveyard.",mythic,"Flying, Mill, Trample",,Creature
134,Mask of Griselbrand,B,3.0,{1}{B}{B},,,,"Equipped creature has flying and lifelink.
Whenever equipped creature dies, you may pay X life, where X is its power. If you do, draw X cards.
Equip {3}",rare,Equip,Legendary,Artifact
