,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
51,Ghostly Pilferer,U,2.0,{1}{U},2.0,1.0,,"Whenever Ghostly Pilferer becomes untapped, you may pay {2}. If you do, draw a card.
Whenever an opponent casts a spell from anywhere other than their hand, draw a card.
Discard a card: Ghostly Pilferer can't be blocked this turn.",rare,,,Creature,"Spirit, Rogue"
52,Jeskai Elder,U,2.0,{1}{U},1.0,2.0,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Jeskai Elder deals combat damage to a player, you may draw a card. If you do, discard a card.",uncommon,Prowess,,Creature,"Human, Monk"
53,Keen Glidemaster,U,2.0,{1}{U},2.0,1.0,,{2}{U}: Target creature gains flying until end of turn.,common,,,Creature,"Human, Soldier"
54,Library Larcenist,U,3.0,{2}{U},1.0,2.0,,"Whenever Library Larcenist attacks, draw a card.",common,,,Creature,"Merfolk, Rogue"
55,Lofty Denial,U,2.0,{1}{U},,,,"Counter target spell unless its controller pays {1}. If you control a creature with flying, counter that spell unless its controller pays {4} instead.",common,,,Instant,
56,Miscast,U,1.0,{U},,,,Counter target instant or sorcery spell unless its controller pays {3}.,uncommon,,,Instant,
57,Mistral Singer,U,3.0,{2}{U},2.0,2.0,,"Flying
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",common,"Flying, Prowess",,Creature,Siren
58,Opt,U,1.0,{U},,,,"Scry 1.
Draw a card.",common,Scry,,Instant,
59,Pursued Whale,U,7.0,{5}{U}{U},8.0,8.0,,"When Pursued Whale enters the battlefield, each opponent creates a 1/1 red Pirate creature token with ""This creature can't block"" and ""Creatures you control attack each combat if able.""
Spells your opponents cast that target Pursued Whale cost {3} more to cast.",rare,,,Creature,Whale
60,Rain of Revelation,U,4.0,{3}{U},,,,"Draw three cards, then discard a card.",uncommon,,,Instant,
61,Read the Tides,U,6.0,{5}{U},,,,"Choose one —
• Draw three cards.
• Return up to two target creatures to their owners' hands.",common,,,Sorcery,
62,Rewind,U,4.0,{2}{U}{U},,,,Counter target spell. Untap up to four lands.,uncommon,,,Instant,
63,Riddleform,U,2.0,{1}{U},,,,"Whenever you cast a noncreature spell, you may have Riddleform become a 3/3 Sphinx creature with flying in addition to its other types until end of turn.
{2}{U}: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",uncommon,Scry,,Enchantment,
64,Roaming Ghostlight,U,5.0,{3}{U}{U},3.0,2.0,,"Flying
When Roaming Ghostlight enters the battlefield, return up to one target non-Spirit creature to its owner's hand.",common,Flying,,Creature,Spirit
65,Rookie Mistake,U,1.0,{U},,,,"Until end of turn, target creature gets +0/+2 and another target creature gets -2/-0.",common,,,Instant,
66,Rousing Read,U,3.0,{2}{U},,,,"Enchant creature
When Rousing Read enters the battlefield, draw two cards, then discard a card.
Enchanted creature gets +1/+1 and has flying.",common,Enchant,,Enchantment,Aura
67,Sanctum of Calm Waters,U,4.0,{3}{U},,,,"At the beginning of your precombat main phase, you may draw X cards, where X is the number of Shrines you control. If you do, discard a card.",uncommon,,Legendary,Enchantment,Shrine
68,See the Truth,U,2.0,{1}{U},,,,"Look at the top three cards of your library. Put one of those cards into your hand and the rest on the bottom of your library in any order. If this spell was cast from anywhere other than your hand, put each of those cards into your hand instead.",rare,,,Sorcery,
69,Shacklegeist,U,2.0,{1}{U},2.0,2.0,,"Flying
Shacklegeist can block only creatures with flying.
Tap two untapped Spirits you control: Tap target creature you don't control.",rare,Flying,,Creature,Spirit
70,Shipwreck Dowser,U,5.0,{3}{U}{U},3.0,3.0,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Shipwreck Dowser enters the battlefield, return target instant or sorcery card from your graveyard to your hand.",uncommon,Prowess,,Creature,"Merfolk, Wizard"
71,Spined Megalodon,U,7.0,{5}{U}{U},5.0,7.0,,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever Spined Megalodon attacks, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",common,"Hexproof, Scry",,Creature,Shark
72,Stormwing Entity,U,5.0,{3}{U}{U},3.0,3.0,,"This spell costs {2}{U} less to cast if you've cast an instant or sorcery spell this turn.
Flying
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Stormwing Entity enters the battlefield, scry 2.",rare,"Flying, Prowess, Scry",,Creature,Elemental
73,Sublime Epiphany,U,6.0,{4}{U}{U},,,,"Choose one or more —
• Counter target spell.
• Counter target activated or triggered ability.
• Return target nonland permanent to its owner's hand.
• Create a token that's a copy of target creature you control.
• Target player draws a card.",rare,,,Instant,
74,"Teferi, Master of Time",U,4.0,{2}{U}{U},,,3.0,"You may activate loyalty abilities of Teferi, Master of Time on any player's turn any time you could cast an instant.
[+1]: Draw a card, then discard a card.
[−3]: Target creature you don't control phases out. (Treat it and anything attached to it as though they don't exist until its controller's next turn.)
[−10]: Take two extra turns after this one.",mythic,,Legendary,Planeswalker,Teferi
75,Teferi's Ageless Insight,U,4.0,{2}{U}{U},,,,"If you would draw a card except the first one you draw in each of your draw steps, draw two cards instead.",rare,,Legendary,Enchantment,
76,Teferi's Protege,U,3.0,{2}{U},2.0,3.0,,"{1}{U}, {T}: Draw a card, then discard a card.",common,,,Creature,"Human, Wizard"
77,Teferi's Tutelage,U,3.0,{2}{U},,,,"When Teferi's Tutelage enters the battlefield, draw a card, then discard a card.
Whenever you draw a card, target opponent mills two cards. (They put the top two cards of their library into their graveyard.)",uncommon,Mill,,Enchantment,
78,Tide Skimmer,U,4.0,{3}{U},2.0,3.0,,"Flying
Whenever you attack with two or more creatures with flying, draw a card.",uncommon,Flying,,Creature,Drake
79,Tolarian Kraken,U,6.0,{4}{U}{U},4.0,6.0,,"Whenever you draw a card, you may pay {1}. When you do, you may tap or untap target creature.",uncommon,,,Creature,Kraken
80,Tome Anima,U,4.0,{3}{U},3.0,3.0,,Tome Anima can't be blocked as long as you've drawn two or more cards this turn.,common,,,Creature,Spirit
81,Unsubstantiate,U,2.0,{1}{U},,,,Return target spell or creature to its owner's hand.,uncommon,,,Instant,
82,Vodalian Arcanist,U,2.0,{1}{U},1.0,3.0,,{T}: Add {C}. Spend this mana only to cast an instant or sorcery spell.,common,,,Creature,"Merfolk, Wizard"
83,Waker of Waves,U,7.0,{5}{U}{U},7.0,7.0,,"Creatures your opponents control get -1/-0.
{1}{U}, Discard Waker of Waves: Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.",uncommon,,,Creature,Whale
84,Wall of Runes,U,1.0,{U},0.0,4.0,,"Defender (This creature can't attack.)
When Wall of Runes enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",common,"Defender, Scry",,Creature,Wall
85,Wishcoin Crab,U,4.0,{3}{U},2.0,5.0,,,common,,,Creature,Crab
86,Alchemist's Gift,B,1.0,{B},,,,Target creature gets +1/+1 and gains your choice of deathtouch or lifelink until end of turn. (Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it. Damage dealt by a creature with lifelink also causes its controller to gain that much life.),common,,,Instant,
87,Archfiend's Vessel,B,1.0,{B},1.0,1.0,,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
When Archfiend's Vessel enters the battlefield, if it entered from your graveyard or you cast it from your graveyard, exile it. If you do, create a 5/5 black Demon creature token with flying.",uncommon,Lifelink,,Creature,"Human, Cleric"
88,Bad Deal,B,6.0,{4}{B}{B},,,,You draw two cards and each opponent discards two cards. Each player loses 2 life.,uncommon,,,Sorcery,
89,Blood Glutton,B,5.0,{4}{B},4.0,3.0,,Lifelink (Damage dealt by this creature also causes you to gain that much life.),common,Lifelink,,Creature,Vampire
90,Caged Zombie,B,3.0,{2}{B},2.0,3.0,,"{1}{B}, {T}: Each opponent loses 2 life. Activate only if a creature died this turn.",common,,,Creature,Zombie
91,Carrion Grub,B,4.0,{3}{B},0.0,5.0,,"Carrion Grub gets +X/+0, where X is the greatest power among creature cards in your graveyard.
When Carrion Grub enters the battlefield, mill four cards. (Put the top four cards of your library into your graveyard.)",uncommon,Mill,,Creature,Insect
92,Crypt Lurker,B,4.0,{3}{B},3.0,4.0,,"When Crypt Lurker enters the battlefield, you may sacrifice a creature or discard a creature card. If you do, draw a card.",common,,,Creature,Horror
93,Deathbloom Thallid,B,3.0,{2}{B},3.0,2.0,,"When Deathbloom Thallid dies, create a 1/1 green Saproling creature token.",common,,,Creature,Fungus
94,Demonic Embrace,B,3.0,{1}{B}{B},,,,"Enchant creature
Enchanted creature gets +3/+1, has flying, and is a Demon in addition to its other types.
You may cast Demonic Embrace from your graveyard by paying 3 life and discarding a card in addition to paying its other costs.",rare,Enchant,,Enchantment,Aura
95,Duress,B,1.0,{B},,,,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",common,,,Sorcery,
96,Eliminate,B,2.0,{1}{B},,,,Destroy target creature or planeswalker with mana value 3 or less.,uncommon,,,Instant,
97,Fetid Imp,B,2.0,{1}{B},1.0,2.0,,"Flying
{B}: Fetid Imp gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)",common,Flying,,Creature,Imp
98,Finishing Blow,B,5.0,{4}{B},,,,Destroy target creature or planeswalker.,common,,,Instant,
99,Gloom Sower,B,7.0,{5}{B}{B},8.0,6.0,,"Whenever Gloom Sower becomes blocked by a creature, that creature's controller loses 2 life and you gain 2 life.",common,,,Creature,Horror
100,Goremand,B,6.0,{4}{B}{B},5.0,5.0,,"As an additional cost to cast this spell, sacrifice a creature.
Flying
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
When Goremand enters the battlefield, each opponent sacrifices a creature.",uncommon,"Flying, Trample",,Creature,Demon
101,Grasp of Darkness,B,2.0,{B}{B},,,,Target creature gets -4/-4 until end of turn.,common,,,Instant,
102,Grim Tutor,B,3.0,{1}{B}{B},,,,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",mythic,,,Sorcery,
103,Hooded Blightfang,B,3.0,{2}{B},1.0,4.0,,"Deathtouch
Whenever a creature you control with deathtouch attacks, each opponent loses 1 life and you gain 1 life.
Whenever a creature you control with deathtouch deals damage to a planeswalker, destroy that planeswalker.",rare,Deathtouch,,Creature,Snake
104,Infernal Scarring,B,2.0,{1}{B},,,,"Enchant creature
Enchanted creature gets +2/+0 and has ""When this creature dies, draw a card.""",common,Enchant,,Enchantment,Aura
105,"Kaervek, the Spiteful",B,4.0,{2}{B}{B},3.0,2.0,,Other creatures get -1/-1.,rare,,Legendary,Creature,"Human, Warlock"
106,Kitesail Freebooter,B,2.0,{1}{B},1.0,2.0,,"Flying
When Kitesail Freebooter enters the battlefield, target opponent reveals their hand. You choose a noncreature, nonland card from it. Exile that card until Kitesail Freebooter leaves the battlefield.",uncommon,Flying,,Creature,"Human, Pirate"
107,"Liliana, Waker of the Dead",B,4.0,{2}{B}{B},,,4.0,"[+1]: Each player discards a card. Each opponent who can't loses 3 life.
[−3]: Target creature gets -X/-X until end of turn, where X is the number of cards in your graveyard.
[−7]: You get an emblem with ""At the beginning of combat on your turn, put target creature card from a graveyard onto the battlefield under your control. It gains haste.""",mythic,,Legendary,Planeswalker,Liliana
108,Liliana's Devotee,B,3.0,{2}{B},2.0,3.0,,"Zombies you control get +1/+0.
At the beginning of your end step, if a creature died this turn, you may pay {1}{B}. If you do, create a 2/2 black Zombie creature token.",uncommon,,,Creature,"Human, Warlock"
109,Liliana's Standard Bearer,B,3.0,{2}{B},3.0,1.0,,"Flash
When Liliana's Standard Bearer enters the battlefield, draw X cards, where X is the number of creatures that died under your control this turn.",rare,Flash,,Creature,"Zombie, Knight"
110,Liliana's Steward,B,1.0,{B},1.0,2.0,,"{T}, Sacrifice Liliana's Steward: Target opponent discards a card. Activate only as a sorcery.",common,,,Creature,Zombie
111,Malefic Scythe,B,2.0,{1}{B},,,,"Malefic Scythe enters the battlefield with a soul counter on it.
Equipped creature gets +1/+1 for each soul counter on Malefic Scythe.
Whenever equipped creature dies, put a soul counter on Malefic Scythe.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",uncommon,Equip,,Artifact,Equipment
112,Masked Blackguard,B,2.0,{1}{B},2.0,1.0,,"Flash (You may cast this spell any time you could cast an instant.)
{2}{B}: Masked Blackguard gets +1/+1 until end of turn.",common,Flash,,Creature,"Human, Rogue"
113,Massacre Wurm,B,6.0,{3}{B}{B}{B},6.0,5.0,,"When Massacre Wurm enters the battlefield, creatures your opponents control get -2/-2 until end of turn.
Whenever a creature an opponent controls dies, that player loses 2 life.",mythic,,,Creature,"Phyrexian, Wurm"
114,Mind Rot,B,3.0,{2}{B},,,,Target player discards two cards.,common,,,Sorcery,
115,Necromentia,B,3.0,{1}{B}{B},,,,"Choose a card name other than a basic land card name. Search target opponent's graveyard, hand, and library for any number of cards with that name and exile them. That player shuffles, then creates a 2/2 black Zombie creature token for each card exiled from their hand this way.",rare,,,Sorcery,
116,Peer into the Abyss,B,7.0,{4}{B}{B}{B},,,,Target player draws cards equal to half the number of cards in their library and loses half their life. Round up each time.,rare,,,Sorcery,
117,Pestilent Haze,B,3.0,{1}{B}{B},,,,"Choose one —
• All creatures get -2/-2 until end of turn.
• Remove two loyalty counters from each planeswalker.",uncommon,,,Sorcery,
118,Rise Again,B,5.0,{4}{B},,,,Return target creature card from your graveyard to the battlefield.,common,,,Sorcery,
119,Sanctum of Stone Fangs,B,2.0,{1}{B},,,,"At the beginning of your precombat main phase, each opponent loses X life and you gain X life, where X is the number of Shrines you control.",uncommon,,Legendary,Enchantment,Shrine
120,Sanguine Indulgence,B,4.0,{3}{B},,,,"This spell costs {3} less to cast if you've gained 3 or more life this turn.
Return up to two target creature cards from your graveyard to your hand.",common,,,Sorcery,
121,Silversmote Ghoul,B,3.0,{2}{B},3.0,1.0,,"At the beginning of your end step, if you gained 3 or more life this turn, return Silversmote Ghoul from your graveyard to the battlefield tapped.
{1}{B}, Sacrifice Silversmote Ghoul: Draw a card.",uncommon,,,Creature,"Zombie, Vampire"
122,Skeleton Archer,B,4.0,{3}{B},3.0,3.0,,"When Skeleton Archer enters the battlefield, it deals 1 damage to any target.",common,,,Creature,"Skeleton, Archer"
123,Tavern Swindler,B,2.0,{1}{B},2.0,2.0,,"{T}, Pay 3 life: Flip a coin. If you win the flip, you gain 6 life.",uncommon,,,Creature,"Human, Rogue"
124,Thieves' Guild Enforcer,B,1.0,{B},1.0,1.0,,"Flash
Whenever Thieves' Guild Enforcer or another Rogue enters the battlefield under your control, each opponent mills two cards.
As long as an opponent has eight or more cards in their graveyard, Thieves' Guild Enforcer gets +2/+1 and has deathtouch.",rare,"Flash, Mill",,Creature,"Human, Rogue"
125,Village Rites,B,1.0,{B},,,,"As an additional cost to cast this spell, sacrifice a creature.
Draw two cards.",common,,,Instant,
126,"Vito, Thorn of the Dusk Rose",B,3.0,{2}{B},1.0,3.0,,"Whenever you gain life, target opponent loses that much life.
{3}{B}{B}: Creatures you control gain lifelink until end of turn.",rare,,Legendary,Creature,"Vampire, Cleric"
127,Walking Corpse,B,2.0,{1}{B},2.0,2.0,,,common,,,Creature,Zombie
128,Witch's Cauldron,B,1.0,{B},,,,"{1}{B}, {T}, Sacrifice a creature: You gain 1 life and draw a card.",uncommon,,,Artifact,
129,Battle-Rattle Shaman,R,4.0,{3}{R},2.0,2.0,,"At the beginning of combat on your turn, you may have target creature get +2/+0 until end of turn.",uncommon,,,Creature,"Goblin, Shaman"
130,Bolt Hound,R,3.0,{2}{R},2.0,2.0,,"Haste (This creature can attack and {T} as soon as it comes under your control.)
Whenever Bolt Hound attacks, other creatures you control get +1/+0 until end of turn.",uncommon,Haste,,Creature,"Elemental, Dog"
131,Bone Pit Brute,R,6.0,{4}{R}{R},4.0,5.0,,"Menace (This creature can't be blocked except by two or more creatures.)
When Bone Pit Brute enters the battlefield, target creature gets +4/+0 until end of turn.",common,Menace,,Creature,Cyclops
132,Brash Taunter,R,5.0,{4}{R},1.0,1.0,,"Indestructible
Whenever Brash Taunter is dealt damage, it deals that much damage to target opponent.
{2}{R}, {T}: Brash Taunter fights another target creature.",rare,"Fight, Indestructible",,Creature,Goblin
133,Burn Bright,R,3.0,{2}{R},,,,Creatures you control get +2/+0 until end of turn.,common,,,Instant,
134,"Chandra, Heart of Fire",R,5.0,{3}{R}{R},,,5.0,"[+1]: Discard your hand, then exile the top three cards of your library. Until end of turn, you may play cards exiled this way.
[+1]: Chandra, Heart of Fire deals 2 damage to any target.
[−9]: Search your graveyard and library for any number of red instant and/or sorcery cards, exile them, then shuffle. You may cast them this turn. Add six {R}.",mythic,,Legendary,Planeswalker,Chandra
135,Chandra's Incinerator,R,6.0,{5}{R},6.0,6.0,,"This spell costs {X} less to cast, where X is the total amount of noncombat damage dealt to your opponents this turn.
Trample
Whenever a source you control deals noncombat damage to an opponent, Chandra's Incinerator deals that much damage to target creature or planeswalker that player controls.",rare,Trample,,Creature,Elemental
136,Chandra's Magmutt,R,2.0,{1}{R},2.0,2.0,,{T}: Chandra's Magmutt deals 1 damage to target player or planeswalker.,common,,,Creature,"Elemental, Dog"
137,Chandra's Pyreling,R,2.0,{1}{R},1.0,3.0,,"Whenever a source you control deals noncombat damage to an opponent, Chandra's Pyreling gets +1/+0 and gains double strike until end of turn. (It deals both first-strike and regular combat damage.)",uncommon,,,Creature,"Elemental, Lizard"
138,Conspicuous Snoop,R,2.0,{R}{R},2.0,2.0,,"Play with the top card of your library revealed.
You may cast Goblin spells from the top of your library.
As long as the top card of your library is a Goblin card, Conspicuous Snoop has all activated abilities of that card.",rare,,,Creature,"Goblin, Rogue"
