,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
36,Long Road Home,W,2.0,{1}{W},,,,"Exile target creature. At the beginning of the next end step, return that card to the battlefield under its owner's control with a +1/+1 counter on it.",uncommon,,,Instant
37,Lunarch Mantle,W,2.0,{1}{W},,,,"Enchant creature
Enchanted creature gets +2/+2 and has ""{1}, Sacrifice a permanent: This creature gains flying until end of turn.""",common,Enchant,,Enchantment
38,Peace of Mind,W,2.0,{1}{W},,,,"{W}, Discard a card: You gain 3 life.",uncommon,,,Enchantment
39,Providence,W,7.0,{5}{W}{W},,,,"You may reveal this card from your opening hand. If you do, at the beginning of the first upkeep, your life total becomes 26.
Your life total becomes 26.",rare,,,Sorcery
40,Repel the Abominable,W,2.0,{1}{W},,,,Prevent all damage that would be dealt this turn by non-Human sources.,uncommon,,,Instant
41,Sanctifier of Souls,W,4.0,{3}{W},2.0,3.0,,"Whenever another creature enters the battlefield under your control, Sanctifier of Souls gets +1/+1 until end of turn.
{2}{W}, Exile a creature card from your graveyard: Create a 1/1 white Spirit creature token with flying.",rare,,,Creature
42,Selfless Spirit,W,2.0,{1}{W},2.0,1.0,,"Flying
Sacrifice Selfless Spirit: Creatures you control gain indestructible until end of turn.",rare,Flying,,Creature
43,Sigarda's Aid,W,1.0,{W},,,,"You may cast Aura and Equipment spells as though they had flash.
Whenever an Equipment enters the battlefield under your control, you may attach it to target creature you control.",rare,,,Enchantment
44,Sigardian Priest,W,2.0,{1}{W},1.0,2.0,,"{1}, {T}: Tap target non-Human creature.",common,,,Creature
45,Spectral Reserves,W,4.0,{3}{W},,,,Create two 1/1 white Spirit creature tokens with flying. You gain 2 life.,common,,,Sorcery
46,Steadfast Cathar,W,2.0,{1}{W},2.0,1.0,,"Whenever Steadfast Cathar attacks, it gets +0/+2 until end of turn.",common,,,Creature
47,Subjugator Angel,W,6.0,{4}{W}{W},4.0,3.0,,"Flying
When Subjugator Angel enters the battlefield, tap all creatures your opponents control.",uncommon,Flying,,Creature
48,"Thalia, Heretic Cathar",W,3.0,{2}{W},3.0,2.0,,"First strike
Creatures and nonbasic lands your opponents control enter the battlefield tapped.",rare,First strike,Legendary,Creature
49,Thalia's Lancers,W,5.0,{3}{W}{W},4.0,4.0,,"First strike
When Thalia's Lancers enters the battlefield, you may search your library for a legendary card, reveal it, put it into your hand, then shuffle.",rare,First strike,,Creature
50,Thraben Standard Bearer,W,1.0,{W},1.0,1.0,,"{1}{W}, {T}, Discard a card: Create a 1/1 white Human Soldier creature token.",common,,,Creature
51,Advanced Stitchwing,U,5.0,{3}{U}{U},3.0,4.0,,"Flying
{2}{U}, Discard two cards: Return Advanced Stitchwing from your graveyard to the battlefield tapped.",uncommon,Flying,,Creature
52,Chilling Grasp,U,3.0,{2}{U},,,,"Tap up to two target creatures. Those creatures don't untap during their controller's next untap step.
Madness {3}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",uncommon,Madness,,Instant
53,Coax from the Blind Eternities,U,3.0,{2}{U},,,,You may reveal an Eldrazi card you own from outside the game or choose a face-up Eldrazi card you own in exile. Put that card into your hand.,rare,,,Sorcery
54,Contingency Plan,U,2.0,{1}{U},,,,Look at the top five cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.,common,,,Sorcery
55,Convolute,U,3.0,{2}{U},,,,Counter target spell unless its controller pays {4}.,common,,,Instant
56,Curious Homunculus,U,2.0,{1}{U},1.0,1.0,,"{T}: Add {C}. Spend this mana only to cast an instant or sorcery spell.
At the beginning of your upkeep, if there are three or more instant and/or sorcery cards in your graveyard, transform Curious Homunculus.",uncommon,Transform,,Creature
57,Voracious Reader,,2.0,,3.0,4.0,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Instant and sorcery spells you cast cost {1} less to cast.",uncommon,Prowess,,Creature
58,Displace,U,3.0,{2}{U},,,,"Exile up to two target creatures you control, then return those cards to the battlefield under their owner's control.",common,,,Instant
59,Docent of Perfection,U,5.0,{3}{U}{U},5.0,4.0,,"Flying
Whenever you cast an instant or sorcery spell, create a 1/1 blue Human Wizard creature token. Then if you control three or more Wizards, transform Docent of Perfection.",rare,"Flying, Transform",,Creature
60,Final Iteration,,5.0,,6.0,5.0,,"Flying
Wizards you control get +2/+1 and have flying.
Whenever you cast an instant or sorcery spell, create a 1/1 blue Human Wizard creature token.",rare,Flying,,Creature
61,Drag Under,U,3.0,{2}{U},,,,"Return target creature to its owner's hand.
Draw a card.",common,,,Sorcery
62,Enlightened Maniac,U,4.0,{3}{U},0.0,2.0,,"When Enlightened Maniac enters the battlefield, create a 3/2 colorless Eldrazi Horror creature token.",common,,,Creature
63,Exultant Cultist,U,3.0,{2}{U},2.0,2.0,,"When Exultant Cultist dies, draw a card.",common,,,Creature
64,Fogwalker,U,2.0,{1}{U},1.0,3.0,,"Skulk (This creature can't be blocked by creatures with greater power.)
When Fogwalker enters the battlefield, target creature an opponent controls doesn't untap during its controller's next untap step.",common,Skulk,,Creature
65,Fortune's Favor,U,4.0,{3}{U},,,,Target opponent looks at the top four cards of your library and separates them into a face-down pile and a face-up pile. Put one pile into your hand and the other into your graveyard.,uncommon,,,Instant
66,Geist of the Archives,U,3.0,{2}{U},0.0,4.0,,"Defender
At the beginning of your upkeep, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",uncommon,"Defender, Scry",,Creature
67,Grizzled Angler,U,3.0,{2}{U},2.0,3.0,,"{T}: Mill two cards. Then if there is a colorless creature card in your graveyard, transform Grizzled Angler.",uncommon,"Mill, Transform",,Creature
68,Grisly Anglerfish,,3.0,,4.0,5.0,,{6}: Creatures your opponents control attack this turn if able.,uncommon,,,Creature
69,Identity Thief,U,4.0,{2}{U}{U},0.0,3.0,,"Whenever Identity Thief attacks, you may exile another target nontoken creature. If you do, Identity Thief becomes a copy of that creature until end of turn. Return the exiled card to the battlefield under its owner's control at the beginning of the next end step.",rare,,,Creature
70,Imprisoned in the Moon,U,3.0,{2}{U},,,,"Enchant creature, land, or planeswalker
Enchanted permanent is a colorless land with ""{T}: Add {C}"" and loses all other card types and abilities.",rare,Enchant,,Enchantment
71,Ingenious Skaab,U,3.0,{2}{U},2.0,3.0,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
{U}: Ingenious Skaab gets +1/-1 until end of turn.",common,Prowess,,Creature
72,Laboratory Brute,U,4.0,{3}{U},3.0,3.0,,"When Laboratory Brute enters the battlefield, mill four cards.",common,Mill,,Creature
73,Lunar Force,U,3.0,{2}{U},,,,"When an opponent casts a spell, sacrifice Lunar Force and counter that spell.",uncommon,,,Enchantment
74,Mausoleum Wanderer,U,1.0,{U},1.0,1.0,,"Flying
Whenever another Spirit enters the battlefield under your control, Mausoleum Wanderer gets +1/+1 until end of turn.
Sacrifice Mausoleum Wanderer: Counter target instant or sorcery spell unless its controller pays {X}, where X is Mausoleum Wanderer's power.",rare,Flying,,Creature
75,Mind's Dilation,U,7.0,{5}{U}{U},,,,"Whenever an opponent casts their first spell each turn, that player exiles the top card of their library. If it's a nonland card, you may cast it without paying its mana cost.",mythic,,,Enchantment
76,Nebelgast Herald,U,3.0,{2}{U},2.0,1.0,,"Flash (You may cast this spell any time you could cast an instant.)
Flying
Whenever Nebelgast Herald or another Spirit enters the battlefield under your control, tap target creature an opponent controls.",uncommon,"Flash, Flying",,Creature
77,Niblis of Frost,U,4.0,{2}{U}{U},3.0,3.0,,"Flying
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever you cast an instant or sorcery spell, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",rare,"Flying, Prowess",,Creature
78,Scour the Laboratory,U,6.0,{4}{U}{U},,,,"Delirium — This spell costs {2} less to cast if there are four or more card types among cards in your graveyard.
Draw three cards.",uncommon,Delirium,,Instant
79,Spontaneous Mutation,U,1.0,{U},,,,"Flash
Enchant creature
Enchanted creature gets -X/-0, where X is the number of cards in your graveyard.",common,"Enchant, Flash",,Enchantment
80,Summary Dismissal,U,4.0,{2}{U}{U},,,,Exile all other spells and counter all abilities.,rare,,,Instant
81,Take Inventory,U,2.0,{1}{U},,,,"Draw a card, then draw cards equal to the number of cards named Take Inventory in your graveyard.",common,,,Sorcery
82,Tattered Haunter,U,2.0,{1}{U},2.0,1.0,,"Flying
Tattered Haunter can block only creatures with flying.",common,Flying,,Creature
83,Turn Aside,U,1.0,{U},,,,Counter target spell that targets a permanent you control.,common,,,Instant
84,Unsubstantiate,U,2.0,{1}{U},,,,Return target spell or creature to its owner's hand.,uncommon,,,Instant
85,Wharf Infiltrator,U,2.0,{1}{U},1.0,1.0,,"Skulk (This creature can't be blocked by creatures with greater power.)
Whenever Wharf Infiltrator deals combat damage to a player, you may draw a card. If you do, discard a card.
Whenever you discard a creature card, you may pay {2}. If you do, create a 3/2 colorless Eldrazi Horror creature token.",rare,Skulk,,Creature
86,Boon of Emrakul,B,3.0,{2}{B},,,,"Enchant creature
Enchanted creature gets +3/-3.",common,Enchant,,Enchantment
87,Borrowed Malevolence,B,1.0,{B},,,,"Escalate {2} (Pay this cost for each mode chosen beyond the first.)
Choose one or both —
• Target creature gets +1/+1 until end of turn.
• Target creature gets -1/-1 until end of turn.",common,Escalate,,Instant
88,Cemetery Recruitment,B,2.0,{1}{B},,,,"Return target creature card from your graveyard to your hand. If it's a Zombie card, draw a card.",common,,,Sorcery
89,Certain Death,B,6.0,{5}{B},,,,Destroy target creature. Its controller loses 2 life and you gain 2 life.,common,,,Sorcery
90,Collective Brutality,B,2.0,{1}{B},,,,"Escalate—Discard a card. (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Target opponent reveals their hand. You choose an instant or sorcery card from it. That player discards that card.
• Target creature gets -2/-2 until end of turn.
• Target opponent loses 2 life and you gain 2 life.",rare,Escalate,,Sorcery
91,Cryptbreaker,B,1.0,{B},1.0,1.0,,"{1}{B}, {T}, Discard a card: Create a 2/2 black Zombie creature token.
Tap three untapped Zombies you control: You draw a card and you lose 1 life.",rare,,,Creature
92,Dark Salvation,B,1.0,{X}{X}{B},,,,"Target player creates X 2/2 black Zombie creature tokens, then up to one target creature gets -1/-1 until end of turn for each Zombie that player controls.",rare,,,Sorcery
93,Dusk Feaster,B,7.0,{5}{B}{B},4.0,5.0,,"Delirium — This spell costs {2} less to cast if there are four or more card types among cards in your graveyard.
Flying",uncommon,"Delirium, Flying",,Creature
94,Gavony Unhallowed,B,4.0,{3}{B},2.0,4.0,,"Whenever another creature you control dies, put a +1/+1 counter on Gavony Unhallowed.",common,,,Creature
95,Graf Harvest,B,1.0,{B},,,,"Zombies you control have menace. (They can't be blocked except by two or more creatures.)
{3}{B}, Exile a creature card from your graveyard: Create a 2/2 black Zombie creature token.",uncommon,,,Enchantment
96,Graf Rats,B,2.0,{1}{B},2.0,1.0,,"At the beginning of combat on your turn, if you both own and control Graf Rats and a creature named Midnight Scavengers, exile them, then meld them into Chittering Host.",common,Meld,,Creature
97,Haunted Dead,B,4.0,{3}{B},2.0,2.0,,"When Haunted Dead enters the battlefield, create a 1/1 white Spirit creature token with flying.
{1}{B}, Discard two cards: Return Haunted Dead from your graveyard to the battlefield tapped.",uncommon,,,Creature
98,"Liliana, the Last Hope",B,3.0,{1}{B}{B},,,3.0,"[+1]: Up to one target creature gets -2/-1 until your next turn.
[−2]: Mill two cards, then you may return a creature card from your graveyard to your hand.
[−7]: You get an emblem with ""At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control.""",mythic,Mill,Legendary,Planeswalker
99,Liliana's Elite,B,3.0,{2}{B},1.0,1.0,,Liliana's Elite gets +1/+1 for each creature card in your graveyard.,uncommon,,,Creature
100,Markov Crusader,B,5.0,{4}{B},4.0,3.0,,"Lifelink
Markov Crusader has haste as long as you control another Vampire.",uncommon,Lifelink,,Creature
101,Midnight Scavengers,B,5.0,{4}{B},3.0,3.0,,"When Midnight Scavengers enters the battlefield, you may return target creature card with mana value 3 or less from your graveyard to your hand.
(Melds with Graf Rats.)",common,,,Creature
102,Chittering Host,,7.0,,5.0,6.0,,"Haste
Menace (This creature can't be blocked except by two or more creatures.)
When Chittering Host enters the battlefield, other creatures you control get +1/+0 and gain menace until end of turn.",common,"Haste, Menace",,Creature
103,Murder,B,3.0,{1}{B}{B},,,,Destroy target creature.,uncommon,,,Instant
104,Noosegraf Mob,B,6.0,{4}{B}{B},0.0,0.0,,"Noosegraf Mob enters the battlefield with five +1/+1 counters on it.
Whenever a player casts a spell, remove a +1/+1 counter from Noosegraf Mob. If you do, create a 2/2 black Zombie creature token.",rare,,,Creature
105,Oath of Liliana,B,3.0,{2}{B},,,,"When Oath of Liliana enters the battlefield, each opponent sacrifices a creature.
At the beginning of each end step, if a planeswalker entered the battlefield under your control this turn, create a 2/2 black Zombie creature token.",rare,,Legendary,Enchantment
106,Olivia's Dragoon,B,2.0,{1}{B},2.0,2.0,,Discard a card: Olivia's Dragoon gains flying until end of turn.,common,,,Creature
107,Prying Questions,B,3.0,{2}{B},,,,Target opponent loses 3 life and puts a card from their hand on top of their library.,uncommon,,,Sorcery
108,Rise from the Grave,B,5.0,{4}{B},,,,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,uncommon,,,Sorcery
109,Ruthless Disposal,B,5.0,{4}{B},,,,"As an additional cost to cast this spell, discard a card and sacrifice a creature.
Two target creatures each get -13/-13 until end of turn.",uncommon,,,Sorcery
110,Skirsdag Supplicant,B,3.0,{2}{B},2.0,3.0,,"{B}, {T}, Discard a card: Each player loses 2 life.",common,,,Creature
111,Strange Augmentation,B,1.0,{B},,,,"Enchant creature
Enchanted creature gets +1/+1.
Delirium — Enchanted creature gets an additional +2/+2 as long as there are four or more card types among cards in your graveyard.",common,"Delirium, Enchant",,Enchantment
112,Stromkirk Condemned,B,2.0,{B}{B},2.0,2.0,,Discard a card: Vampires you control get +1/+1 until end of turn. Activate only once each turn.,rare,,,Creature
113,Succumb to Temptation,B,3.0,{1}{B}{B},,,,You draw two cards and you lose 2 life.,common,,,Instant
114,Thraben Foulbloods,B,3.0,{2}{B},3.0,2.0,,Delirium — Thraben Foulbloods gets +1/+1 and has menace as long as there are four or more card types among cards in your graveyard. (A creature with menace can't be blocked except by two or more creatures.),common,Delirium,,Creature
115,Tree of Perdition,B,4.0,{3}{B},0.0,13.0,,"Defender
{T}: Exchange target opponent's life total with Tree of Perdition's toughness.",mythic,Defender,,Creature
116,Vampire Cutthroat,B,1.0,{B},1.0,1.0,,"Skulk (This creature can't be blocked by creatures with greater power.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",uncommon,"Lifelink, Skulk",,Creature
117,Voldaren Pariah,B,5.0,{3}{B}{B},3.0,3.0,,"Flying
Sacrifice three other creatures: Transform Voldaren Pariah.
Madness {B}{B}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",rare,"Flying, Madness, Transform",,Creature
118,Abolisher of Bloodlines,,5.0,,6.0,5.0,,"Flying
When this creature transforms into Abolisher of Bloodlines, target opponent sacrifices three creatures.",rare,"Flying, Transform",,Creature
119,Wailing Ghoul,B,2.0,{1}{B},1.0,3.0,,"When Wailing Ghoul enters the battlefield, mill two cards.",common,Mill,,Creature
120,Weirded Vampire,B,4.0,{3}{B},3.0,3.0,,"Madness {2}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,Madness,,Creature
121,Whispers of Emrakul,B,2.0,{1}{B},,,,"Target opponent discards a card at random.
Delirium — If there are four or more card types among cards in your graveyard, that player discards two cards at random instead.",uncommon,Delirium,,Sorcery
122,Abandon Reason,R,3.0,{2}{R},,,,"Up to two target creatures each get +1/+0 and gain first strike until end of turn.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",uncommon,Madness,,Instant
123,Alchemist's Greeting,R,5.0,{4}{R},,,,"Alchemist's Greeting deals 4 damage to target creature.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,Madness,,Sorcery
124,Assembled Alphas,R,6.0,{5}{R},5.0,5.0,,"Whenever Assembled Alphas blocks or becomes blocked by a creature, Assembled Alphas deals 3 damage to that creature and 3 damage to that creature's controller.",rare,,,Creature
125,Bedlam Reveler,R,8.0,{6}{R}{R},3.0,4.0,,"This spell costs {1} less to cast for each instant and sorcery card in your graveyard.
Prowess
When Bedlam Reveler enters the battlefield, discard your hand, then draw three cards.",rare,Prowess,,Creature
126,Blood Mist,R,4.0,{3}{R},,,,"At the beginning of combat on your turn, target creature you control gains double strike until end of turn.",uncommon,,,Enchantment
127,Bold Impaler,R,1.0,{R},1.0,2.0,,{2}{R}: Bold Impaler gets +2/+0 until end of turn.,common,,,Creature
128,Borrowed Hostility,R,1.0,{R},,,,"Escalate {3} (Pay this cost for each mode chosen beyond the first.)
Choose one or both —
• Target creature gets +3/+0 until end of turn.
• Target creature gains first strike until end of turn.",common,Escalate,,Instant
129,Brazen Wolves,R,3.0,{2}{R},2.0,3.0,,"Whenever Brazen Wolves attacks, it gets +2/+0 until end of turn.",common,,,Creature
130,Collective Defiance,R,3.0,{1}{R}{R},,,,"Escalate {1} (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Target player discards all the cards in their hand, then draws that many cards.
• Collective Defiance deals 4 damage to target creature.
• Collective Defiance deals 3 damage to target opponent or planeswalker.",rare,Escalate,,Sorcery
131,Conduit of Storms,R,3.0,{2}{R},2.0,3.0,,"Whenever Conduit of Storms attacks, add {R} at the beginning of your next main phase this turn.
{3}{R}{R}: Transform Conduit of Storms.",uncommon,Transform,,Creature
132,Conduit of Emrakul,,3.0,,5.0,4.0,,"Whenever Conduit of Emrakul attacks, add {C}{C} at the beginning of your next main phase this turn.",uncommon,,,Creature
133,Deranged Whelp,R,2.0,{1}{R},2.0,1.0,,Menace (This creature can't be blocked except by two or more creatures.),uncommon,Menace,,Creature
134,Distemper of the Blood,R,2.0,{1}{R},,,,"Target creature gets +2/+2 and gains trample until end of turn.
Madness {R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",common,Madness,,Sorcery
135,Falkenrath Reaver,R,2.0,{1}{R},2.0,2.0,,,common,,,Creature
136,Furyblade Vampire,R,2.0,{1}{R},1.0,2.0,,"Trample
At the beginning of combat on your turn, you may discard a card. If you do, Furyblade Vampire gets +3/+0 until end of turn.",uncommon,Trample,,Creature
137,Galvanic Bombardment,R,1.0,{R},,,,"Galvanic Bombardment deals X damage to target creature, where X is 2 plus the number of cards named Galvanic Bombardment in your graveyard.",common,,,Instant
138,Hanweir Garrison,R,3.0,{2}{R},2.0,3.0,,"Whenever Hanweir Garrison attacks, create two 1/1 red Human creature tokens that are tapped and attacking.
(Melds with Hanweir Battlements.)",rare,,,Creature
139,"Hanweir, the Writhing Township",,3.0,,7.0,4.0,,"Trample, haste
Whenever Hanweir, the Writhing Township attacks, create two 3/2 colorless Eldrazi Horror creature tokens that are tapped and attacking.",rare,"Haste, Trample",Legendary,Creature
140,Harmless Offering,R,3.0,{2}{R},,,,Target opponent gains control of target permanent you control.,rare,,,Sorcery
141,Impetuous Devils,R,4.0,{2}{R}{R},6.0,1.0,,"Trample, haste
When Impetuous Devils attacks, up to one target creature defending player controls blocks it this combat if able.
At the beginning of the end step, sacrifice Impetuous Devils.",rare,"Haste, Trample",,Creature
142,Incendiary Flow,R,2.0,{1}{R},,,,"Incendiary Flow deals 3 damage to any target. If a creature dealt damage this way would die this turn, exile it instead.",uncommon,,,Sorcery
