,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
39,Nimble Obstructionist,U,3.0,{2}{U},3.0,1.0,,"Flash
Flying
Cycling {2}{U} ({2}{U}, Discard this card: Draw a card.)
When you cycle Nimble Obstructionist, counter target activated or triggered ability you don't control.",rare,"Cycling, Flash, Flying",,Creature
40,Ominous Sphinx,U,5.0,{3}{U}{U},4.0,4.0,,"Flying
Whenever you cycle or discard a card, target creature an opponent controls gets -2/-0 until end of turn.",uncommon,Flying,,Creature
41,Proven Combatant,U,1.0,{U},1.0,1.0,,"Eternalize {4}{U}{U} ({4}{U}{U}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Human Warrior with no mana cost. Eternalize only as a sorcery.)",common,Eternalize,,Creature
42,Riddleform,U,2.0,{1}{U},,,,"Whenever you cast a noncreature spell, you may have Riddleform become a 3/3 Sphinx creature with flying in addition to its other types until end of turn.
{2}{U}: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",uncommon,Scry,,Enchantment
43,Seer of the Last Tomorrow,U,3.0,{2}{U},1.0,4.0,,"{U}, {T}, Discard a card: Target player mills three cards.",common,Mill,,Creature
44,Sinuous Striker,U,3.0,{2}{U},2.0,2.0,,"{U}: Sinuous Striker gets +1/-1 until end of turn.
Eternalize—{3}{U}{U}, Discard a card. ({3}{U}{U}, Discard a card, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Naga Warrior with no mana cost. Eternalize only as a sorcery.)",uncommon,Eternalize,,Creature
45,Spellweaver Eternal,U,2.0,{1}{U},2.0,1.0,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Afflict 2 (Whenever this creature becomes blocked, defending player loses 2 life.)",common,"Afflict, Prowess",,Creature
46,Strategic Planning,U,2.0,{1}{U},,,,Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.,common,,,Sorcery
47,Striped Riverwinder,U,7.0,{6}{U},5.0,5.0,,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Cycling {U} ({U}, Discard this card: Draw a card.)",common,"Cycling, Hexproof",,Creature
48,Supreme Will,U,3.0,{2}{U},,,,"Choose one —
• Counter target spell unless its controller pays {3}.
• Look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.",uncommon,,,Instant
49,Swarm Intelligence,U,7.0,{6}{U},,,,"Whenever you cast an instant or sorcery spell, you may copy that spell. You may choose new targets for the copy.",rare,,,Enchantment
50,Tragic Lesson,U,3.0,{2}{U},,,,Draw two cards. Then discard a card unless you return a land you control to its owner's hand.,common,,,Instant
51,"Unesh, Criosphinx Sovereign",U,6.0,{4}{U}{U},4.0,4.0,,"Flying
Sphinx spells you cast cost {2} less to cast.
Whenever Unesh, Criosphinx Sovereign or another Sphinx enters the battlefield under your control, reveal the top four cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.",mythic,Flying,Legendary,Creature
52,Unquenchable Thirst,U,2.0,{1}{U},,,,"Enchant creature
When Unquenchable Thirst enters the battlefield, if you control a Desert or there is a Desert card in your graveyard, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",common,Enchant,,Enchantment
53,Unsummon,U,1.0,{U},,,,Return target creature to its owner's hand.,common,,,Instant
54,Vizier of the Anointed,U,4.0,{3}{U},2.0,4.0,,"When Vizier of the Anointed enters the battlefield, you may search your library for a creature card with eternalize or embalm, put that card into your graveyard, then shuffle.
Whenever you activate an eternalize or embalm ability, draw a card.",uncommon,,,Creature
55,Accursed Horde,B,4.0,{3}{B},3.0,3.0,,"{1}{B}: Target attacking Zombie gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it. If its toughness is 0 or less, it's still put into its owner's graveyard.)",uncommon,,,Creature
56,Ammit Eternal,B,3.0,{2}{B},5.0,5.0,,"Afflict 3 (Whenever this creature becomes blocked, defending player loses 3 life.)
Whenever an opponent casts a spell, put a -1/-1 counter on Ammit Eternal.
Whenever Ammit Eternal deals combat damage to a player, remove all -1/-1 counters from it.",rare,Afflict,,Creature
57,Apocalypse Demon,B,6.0,{4}{B}{B},,,,"Flying
Apocalypse Demon's power and toughness are each equal to the number of cards in your graveyard.
At the beginning of your upkeep, tap Apocalypse Demon unless you sacrifice another creature.",rare,Flying,,Creature
58,Banewhip Punisher,B,3.0,{2}{B},2.0,2.0,,"When Banewhip Punisher enters the battlefield, you may put a -1/-1 counter on target creature.
{B}, Sacrifice Banewhip Punisher: Destroy target creature that has a -1/-1 counter on it.",uncommon,,,Creature
59,Bontu's Last Reckoning,B,3.0,{1}{B}{B},,,,Destroy all creatures. Lands you control don't untap during your next untap step.,rare,,,Sorcery
60,Carrion Screecher,B,4.0,{3}{B},3.0,1.0,,Flying,common,Flying,,Creature
61,Doomfall,B,3.0,{2}{B},,,,"Choose one —
• Target opponent exiles a creature they control.
• Target opponent reveals their hand. You choose a nonland card from it. Exile that card.",uncommon,,,Sorcery
62,Dreamstealer,B,3.0,{2}{B},1.0,2.0,,"Menace
Whenever Dreamstealer deals combat damage to a player, that player discards that many cards.
Eternalize {4}{B}{B} ({4}{B}{B}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Human Wizard with no mana cost. Eternalize only as a sorcery.)",rare,"Eternalize, Menace",,Creature
63,Grisly Survivor,B,3.0,{2}{B},2.0,3.0,,"Whenever you cycle or discard a card, Grisly Survivor gets +2/+0 until end of turn.",common,,,Creature
64,Hour of Glory,B,4.0,{3}{B},,,,"Exile target creature. If that creature was a God, its controller reveals their hand and exiles all cards from it with the same name as that creature.",rare,,,Instant
65,Khenra Eternal,B,2.0,{1}{B},2.0,2.0,,"Afflict 1 (Whenever this creature becomes blocked, defending player loses 1 life.)",common,Afflict,,Creature
66,Lethal Sting,B,3.0,{2}{B},,,,"As an additional cost to cast this spell, put a -1/-1 counter on a creature you control.
Destroy target creature.",common,,,Sorcery
67,Liliana's Defeat,B,1.0,{B},,,,"Destroy target black creature or black planeswalker. If that permanent was a Liliana planeswalker, her controller loses 3 life.",uncommon,,,Sorcery
68,Lurching Rotbeast,B,4.0,{3}{B},4.0,2.0,,"Cycling {B} ({B}, Discard this card: Draw a card.)",common,Cycling,,Creature
69,Marauding Boneslasher,B,3.0,{2}{B},3.0,3.0,,Marauding Boneslasher can't block unless you control another Zombie.,common,,,Creature
70,Merciless Eternal,B,3.0,{2}{B},2.0,2.0,,"Afflict 2 (Whenever this creature becomes blocked, defending player loses 2 life.)
{2}{B}, Discard a card: Merciless Eternal gets +2/+2 until end of turn.",uncommon,Afflict,,Creature
71,Moaning Wall,B,3.0,{2}{B},0.0,5.0,,"Defender
Cycling {2} ({2}, Discard this card: Draw a card.)",common,"Cycling, Defender",,Creature
72,"Razaketh, the Foulblooded",B,8.0,{5}{B}{B}{B},8.0,8.0,,"Flying, trample
Pay 2 life, Sacrifice another creature: Search your library for a card, put that card into your hand, then shuffle.",mythic,"Flying, Trample",Legendary,Creature
73,Razaketh's Rite,B,5.0,{3}{B}{B},,,,"Search your library for a card, put that card into your hand, then shuffle.
Cycling {B} ({B}, Discard this card: Draw a card.)",uncommon,Cycling,,Sorcery
74,Ruin Rat,B,2.0,{1}{B},1.0,1.0,,"Deathtouch
When Ruin Rat dies, exile target card from an opponent's graveyard.",common,Deathtouch,,Creature
75,Scrounger of Souls,B,5.0,{4}{B},3.0,4.0,,Lifelink (Damage dealt by this creature also causes you to gain that much life.),common,Lifelink,,Creature
76,Torment of Hailfire,B,2.0,{X}{B}{B},,,,Repeat the following process X times. Each opponent loses 3 life unless that player sacrifices a nonland permanent or discards a card.,rare,,,Sorcery
77,Torment of Scarabs,B,4.0,{3}{B},,,,"Enchant player
At the beginning of enchanted player's upkeep, that player loses 3 life unless they sacrifice a nonland permanent or discard a card.",uncommon,Enchant,,Enchantment
78,Torment of Venom,B,4.0,{2}{B}{B},,,,Put three -1/-1 counters on target creature. Its controller loses 3 life unless they sacrifice another nonland permanent or discards a card.,common,,,Instant
79,Vile Manifestation,B,2.0,{1}{B},0.0,4.0,,"Vile Manifestation gets +1/+0 for each card with cycling in your graveyard.
Cycling {2} ({2}, Discard this card: Draw a card.)",uncommon,Cycling,,Creature
80,Without Weakness,B,2.0,{1}{B},,,,"Target creature you control gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it. If its toughness is 0 or less, it's still put into its owner's graveyard.)
Cycling {2} ({2}, Discard this card: Draw a card.)",common,Cycling,,Instant
81,Wretched Camel,B,2.0,{1}{B},2.0,1.0,,"When Wretched Camel dies, if you control a Desert or there is a Desert card in your graveyard, target player discards a card.",common,,,Creature
82,Abrade,R,2.0,{1}{R},,,,"Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact.",uncommon,,,Instant
83,Blur of Blades,R,2.0,{1}{R},,,,Put a -1/-1 counter on target creature. Blur of Blades deals 2 damage to that creature's controller.,common,,,Instant
84,Burning-Fist Minotaur,R,2.0,{1}{R},2.0,1.0,,"First strike
{1}{R}, Discard a card: Burning-Fist Minotaur gets +2/+0 until end of turn.",uncommon,First strike,,Creature
85,Chandra's Defeat,R,1.0,{R},,,,"Chandra's Defeat deals 5 damage to target red creature or red planeswalker. If that permanent is a Chandra planeswalker, you may discard a card. If you do, draw a card.",uncommon,,,Instant
86,Chaos Maw,R,7.0,{5}{R}{R},6.0,6.0,,"When Chaos Maw enters the battlefield, it deals 3 damage to each other creature.",rare,,,Creature
87,Crash Through,R,1.0,{R},,,,"Creatures you control gain trample until end of turn. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.)
Draw a card.",common,,,Sorcery
88,Defiant Khenra,R,2.0,{1}{R},2.0,2.0,,,common,,,Creature
89,Earthshaker Khenra,R,2.0,{1}{R},2.0,1.0,,"Haste
When Earthshaker Khenra enters the battlefield, target creature with power less than or equal to Earthshaker Khenra's power can't block this turn.
Eternalize {4}{R}{R} ({4}{R}{R}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Jackal Warrior with no mana cost. Eternalize only as a sorcery.)",rare,"Eternalize, Haste",,Creature
90,Fervent Paincaster,R,3.0,{2}{R},3.0,1.0,,"{T}: Fervent Paincaster deals 1 damage to target player or planeswalker.
{T}, Exert Fervent Paincaster: It deals 1 damage to target creature. (An exerted creature won't untap during your next untap step.)",uncommon,Exert,,Creature
91,Firebrand Archer,R,2.0,{1}{R},2.0,1.0,,"Whenever you cast a noncreature spell, Firebrand Archer deals 1 damage to each opponent.",common,,,Creature
92,Frontline Devastator,R,4.0,{3}{R},3.0,3.0,,"Afflict 2 (Whenever this creature becomes blocked, defending player loses 2 life.)
{1}{R}: Frontline Devastator gets +1/+0 until end of turn.",common,Afflict,,Creature
93,Gilded Cerodon,R,5.0,{4}{R},4.0,4.0,,"Whenever Gilded Cerodon attacks, if you control a Desert or there is a Desert card in your graveyard, target creature can't block this turn.",common,,,Creature
94,Granitic Titan,R,6.0,{4}{R}{R},5.0,4.0,,"Menace
Cycling {2} ({2}, Discard this card: Draw a card.)",common,"Cycling, Menace",,Creature
95,Hazoret's Undying Fury,R,6.0,{4}{R}{R},,,,"Shuffle your library, then exile the top four cards. You may cast any number of spells with mana value 5 or less from among them without paying their mana costs. Lands you control don't untap during your next untap step.",rare,,,Sorcery
96,Hour of Devastation,R,5.0,{3}{R}{R},,,,All creatures lose indestructible until end of turn. Hour of Devastation deals 5 damage to each creature and each non-Bolas planeswalker.,rare,,,Sorcery
97,Imminent Doom,R,3.0,{2}{R},,,,"Imminent Doom enters the battlefield with a doom counter on it.
Whenever you cast a spell with mana value equal to the number of doom counters on Imminent Doom, Imminent Doom deals that much damage to any target. Then put a doom counter on Imminent Doom.",rare,,,Enchantment
98,Inferno Jet,R,6.0,{5}{R},,,,"Inferno Jet deals 6 damage to target opponent or planeswalker.
Cycling {2} ({2}, Discard this card: Draw a card.)",uncommon,Cycling,,Sorcery
99,Khenra Scrapper,R,3.0,{2}{R},2.0,3.0,,"Menace
You may exert Khenra Scrapper as it attacks. When you do, it gets +2/+0 until end of turn. (An exerted creature won't untap during your next untap step.)",common,"Exert, Menace",,Creature
100,Kindled Fury,R,1.0,{R},,,,Target creature gets +1/+0 and gains first strike until end of turn.,common,,,Instant
101,Magmaroth,R,4.0,{3}{R},5.0,5.0,,"At the beginning of your upkeep, put a -1/-1 counter on Magmaroth.
Whenever you cast a noncreature spell, remove a -1/-1 counter from Magmaroth.",uncommon,,,Creature
102,Manticore Eternal,R,5.0,{3}{R}{R},5.0,4.0,,"Afflict 3 (Whenever this creature becomes blocked, defending player loses 3 life.)
Manticore Eternal attacks each combat if able.",uncommon,Afflict,,Creature
103,"Neheb, the Eternal",R,5.0,{3}{R}{R},4.0,6.0,,"Afflict 3 (Whenever this creature becomes blocked, defending player loses 3 life.)
At the beginning of your postcombat main phase, add {R} for each 1 life your opponents have lost this turn.",mythic,Afflict,Legendary,Creature
104,Open Fire,R,3.0,{2}{R},,,,Open Fire deals 3 damage to any target.,common,,,Instant
105,Puncturing Blow,R,4.0,{2}{R}{R},,,,"Puncturing Blow deals 5 damage to target creature. If that creature would die this turn, exile it instead.",common,,,Sorcery
106,Sand Strangler,R,4.0,{3}{R},3.0,3.0,,"When Sand Strangler enters the battlefield, if you control a Desert or there is a Desert card in your graveyard, you may have Sand Strangler deal 3 damage to target creature.",uncommon,,,Creature
107,Thorned Moloch,R,3.0,{2}{R},2.0,2.0,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Thorned Moloch has first strike as long as it's attacking.",common,Prowess,,Creature
108,Wildfire Eternal,R,4.0,{3}{R},1.0,4.0,,"Afflict 4 (Whenever this creature becomes blocked, defending player loses 4 life.)
Whenever Wildfire Eternal attacks and isn't blocked, you may cast an instant or sorcery spell from your hand without paying its mana cost.",rare,Afflict,,Creature
109,Ambuscade,G,3.0,{2}{G},,,,Target creature you control gets +1/+0 until end of turn. It deals damage equal to its power to target creature an opponent controls.,common,,,Instant
110,Beneath the Sands,G,3.0,{2}{G},,,,"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
Cycling {2} ({2}, Discard this card: Draw a card.)",common,Cycling,,Sorcery
111,Bitterbow Sharpshooters,G,5.0,{4}{G},4.0,4.0,,"Vigilance, reach",common,"Reach, Vigilance",,Creature
112,Devotee of Strength,G,3.0,{2}{G},3.0,2.0,,{4}{G}: Target creature gets +2/+2 until end of turn.,uncommon,,,Creature
113,Dune Diviner,G,3.0,{2}{G},2.0,3.0,,"{1}, Tap an untapped Desert you control: You gain 1 life.",uncommon,,,Creature
114,Feral Prowler,G,2.0,{1}{G},1.0,3.0,,"When Feral Prowler dies, draw a card.",common,,,Creature
115,Frilled Sandwalla,G,1.0,{G},1.0,1.0,,{1}{G}: Frilled Sandwalla gets +2/+2 until end of turn. Activate only once each turn.,common,,,Creature
116,Gift of Strength,G,2.0,{1}{G},,,,Target creature gets +3/+3 and gains reach until end of turn.,common,,,Instant
117,Harrier Naga,G,3.0,{2}{G},3.0,3.0,,,common,,,Creature
118,Hope Tender,G,2.0,{1}{G},2.0,2.0,,"{1}, {T}: Untap target land.
{1}, {T}, Exert Hope Tender: Untap two target lands. (An exerted creature won't untap during your next untap step.)",uncommon,Exert,,Creature
119,Hour of Promise,G,5.0,{4}{G},,,,"Search your library for up to two land cards, put them onto the battlefield tapped, then shuffle. Then if you control three or more Deserts, create two 2/2 black Zombie creature tokens.",rare,,,Sorcery
120,Life Goes On,G,1.0,{G},,,,"You gain 4 life. If a creature died this turn, you gain 8 life instead.",common,,,Instant
121,Majestic Myriarch,G,5.0,{4}{G},,,,"Majestic Myriarch's power and toughness are each equal to twice the number of creatures you control.
At the beginning of each combat, Majestic Myriarch gains flying until end of turn if you control a creature with flying. The same is true for first strike, double strike, deathtouch, haste, hexproof, indestructible, lifelink, menace, reach, trample, and vigilance.",mythic,,,Creature
122,Nissa's Defeat,G,3.0,{2}{G},,,,"Destroy target Forest, green enchantment, or green planeswalker. If that permanent was a Nissa planeswalker, draw a card.",uncommon,,,Sorcery
123,Oasis Ritualist,G,4.0,{3}{G},2.0,4.0,,"{T}: Add one mana of any color.
{T}, Exert Oasis Ritualist: Add two mana of any one color. (An exerted creature won't untap during your next untap step.)",common,Exert,,Creature
124,Overcome,G,5.0,{3}{G}{G},,,,Creatures you control get +2/+2 and gain trample until end of turn. (They can deal excess combat damage to the player or planeswalker they're attacking.),uncommon,,,Sorcery
125,Pride Sovereign,G,3.0,{2}{G},2.0,2.0,,"Pride Sovereign gets +1/+1 for each other Cat you control.
{W}, {T}, Exert Pride Sovereign: Create two 1/1 white Cat creature tokens with lifelink. (An exerted creature won't untap during your next untap step.)",rare,Exert,,Creature
126,Quarry Beetle,G,5.0,{4}{G},4.0,5.0,,"When Quarry Beetle enters the battlefield, you may return target land card from your graveyard to the battlefield.",uncommon,,,Creature
127,Rampaging Hippo,G,6.0,{4}{G}{G},5.0,6.0,,"Trample
Cycling {2} ({2}, Discard this card: Draw a card.)",common,"Cycling, Trample",,Creature
128,Ramunap Excavator,G,3.0,{2}{G},2.0,3.0,,You may play lands from your graveyard.,rare,,,Creature
129,Ramunap Hydra,G,4.0,{3}{G},3.0,3.0,,"Vigilance, reach, trample
Ramunap Hydra gets +1/+1 as long as you control a Desert.
Ramunap Hydra gets +1/+1 as long as there is a Desert card in your graveyard.",rare,"Reach, Trample, Vigilance",,Creature
130,Resilient Khenra,G,2.0,{1}{G},2.0,2.0,,"When Resilient Khenra enters the battlefield, you may have target creature get +X/+X until end of turn, where X is Resilient Khenra's power.
Eternalize {4}{G}{G} ({4}{G}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Jackal Wizard with no mana cost. Eternalize only as a sorcery.)",rare,Eternalize,,Creature
131,Rhonas's Last Stand,G,2.0,{G}{G},,,,Create a 5/4 green Snake creature token. Lands you control don't untap during your next untap step.,rare,,,Sorcery
132,Rhonas's Stalwart,G,2.0,{1}{G},2.0,2.0,,"You may exert Rhonas's Stalwart as it attacks. When you do, it gets +1/+1 until end of turn and can't be blocked by creatures with power 2 or less this turn. (An exerted creature won't untap during your next untap step.)",common,Exert,,Creature
133,Sidewinder Naga,G,3.0,{2}{G},3.0,2.0,,"As long as you control a Desert or there is a Desert card in your graveyard, Sidewinder Naga gets +1/+0 and has trample.",common,,,Creature
134,Sifter Wurm,G,7.0,{5}{G}{G},7.0,7.0,,"Trample
When Sifter Wurm enters the battlefield, scry 3, then reveal the top card of your library. You gain life equal to that card's mana value.",uncommon,"Scry, Trample",,Creature
135,Tenacious Hunter,G,4.0,{2}{G}{G},4.0,4.0,,"As long as a creature has a -1/-1 counter on it, Tenacious Hunter has vigilance and deathtouch.",uncommon,,,Creature
136,Uncage the Menagerie,G,2.0,{X}{G}{G},,,,"Search your library for up to X creature cards with different names that each have mana value X, reveal them, put them into your hand, then shuffle.",mythic,,,Sorcery
137,Bloodwater Entity,"R, U",3.0,{1}{U}{R},2.0,2.0,,"Flying
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When Bloodwater Entity enters the battlefield, you may put target instant or sorcery card from your graveyard on top of your library.",uncommon,"Flying, Prowess",,Creature
138,The Locust God,"R, U",6.0,{4}{U}{R},4.0,4.0,,"Flying
Whenever you draw a card, create a 1/1 blue and red Insect creature token with flying and haste.
{2}{U}{R}: Draw a card, then discard a card.
When The Locust God dies, return it to its owner's hand at the beginning of the next end step.",mythic,Flying,Legendary,Creature
