,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
15,Giant Killer,W,1.0,{W},1.0,2.0,,"{1}{W}, {T}: Tap target creature.",rare,,,Creature,"Human, Peasant"
16,Chop Down,W,1.0,{2}{W},,,,Destroy target creature with power 4 or greater. (Then exile this card. You may cast the creature later from exile.),rare,,,Instant,Adventure
17,Glass Casket,W,2.0,{1}{W},,,,"When Glass Casket enters the battlefield, exile target creature an opponent controls with mana value 3 or less until Glass Casket leaves the battlefield.",uncommon,,,Artifact,
18,Happily Ever After,W,3.0,{2}{W},,,,"When Happily Ever After enters the battlefield, each player gains 5 life and draws a card.
At the beginning of your upkeep, if there are five colors among permanents you control, there are six or more card types among permanents you control and/or cards in your graveyard, and your life total is greater than or equal to your starting life total, you win the game.",rare,,,Enchantment,
19,Harmonious Archon,W,6.0,{4}{W}{W},4.0,5.0,,"Flying
Non-Archon creatures have base power and toughness 3/3.
When Harmonious Archon enters the battlefield, create two 1/1 white Human creature tokens.",mythic,Flying,,Creature,Archon
20,Hushbringer,W,2.0,{1}{W},1.0,2.0,,"Flying, lifelink
Creatures entering the battlefield or dying don't cause abilities to trigger.",rare,"Flying, Lifelink",,Creature,Faerie
21,Knight of the Keep,W,3.0,{2}{W},3.0,2.0,,,common,,,Creature,"Human, Knight"
22,"Linden, the Steadfast Queen",W,3.0,{W}{W}{W},3.0,3.0,,"Vigilance
Whenever a white creature you control attacks, you gain 1 life.",rare,Vigilance,Legendary,Creature,"Human, Noble"
23,Lonesome Unicorn,W,5.0,{4}{W},3.0,3.0,,Vigilance,common,Vigilance,,Creature,Unicorn
24,Rider in Need,W,5.0,{2}{W},,,,Create a 2/2 white Knight creature token with vigilance. (Then exile this card. You may cast the creature later from exile.),common,Vigilance,,Sorcery,Adventure
25,Mysterious Pathlighter,W,3.0,{2}{W},2.0,2.0,,"Flying
Each creature you control that has an Adventure enters the battlefield with an additional +1/+1 counter on it. (It doesn't need to have gone on the adventure first.)",uncommon,Flying,,Creature,Faerie
26,Outflank,W,1.0,{W},,,,Outflank deals damage to target attacking or blocking creature equal to the number of creatures you control.,common,,,Instant,
27,Prized Griffin,W,5.0,{4}{W},3.0,4.0,,Flying,common,Flying,,Creature,Griffin
28,Rally for the Throne,W,3.0,{2}{W},,,,"Create two 1/1 white Human creature tokens.
Adamant — If at least three white mana was spent to cast this spell, you gain 1 life for each creature you control.",uncommon,Adamant,,Instant,
29,Realm-Cloaked Giant,W,7.0,{5}{W}{W},7.0,7.0,,Vigilance,mythic,Vigilance,,Creature,Giant
30,Cast Off,W,7.0,{3}{W}{W},,,,Destroy all non-Giant creatures. (Then exile this card. You may cast the creature later from exile.),mythic,,,Sorcery,Adventure
31,Righteousness,W,1.0,{W},,,,Target blocking creature gets +7/+7 until end of turn.,uncommon,,,Instant,
32,Shepherd of the Flock,W,2.0,{1}{W},3.0,1.0,,,uncommon,,,Creature,"Human, Peasant"
33,Usher to Safety,W,2.0,{W},,,,Return target permanent you control to its owner's hand. (Then exile this card. You may cast the creature later from exile.),uncommon,,,Instant,Adventure
34,Shining Armor,W,2.0,{1}{W},,,,"Flash
When Shining Armor enters the battlefield, attach it to target Knight you control.
Equipped creature gets +0/+2 and has vigilance.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",common,"Equip, Flash",,Artifact,Equipment
35,Silverflame Ritual,W,4.0,{3}{W},,,,"Put a +1/+1 counter on each creature you control.
Adamant — If at least three white mana was spent to cast this spell, creatures you control gain vigilance until end of turn.",common,Adamant,,Sorcery,
36,Silverflame Squire,W,2.0,{1}{W},2.0,1.0,,,common,,,Creature,"Human, Soldier"
37,On Alert,W,2.0,{2}{W},,,,Target creature gets +2/+2 until end of turn. Untap it. (Then exile this card. You may cast the creature later from exile.),common,,,Instant,Adventure
38,"Syr Alin, the Lion's Claw",W,5.0,{3}{W}{W},4.0,4.0,,"First strike
Whenever Syr Alin, the Lion's Claw attacks, other creatures you control get +1/+1 until end of turn.",uncommon,First strike,Legendary,Creature,"Human, Knight"
39,Trapped in the Tower,W,2.0,{1}{W},,,,"Enchant creature without flying
Enchanted creature can't attack or block, and its activated abilities can't be activated.",common,Enchant,,Enchantment,Aura
40,True Love's Kiss,W,4.0,{2}{W}{W},,,,"Exile target artifact or enchantment.
Draw a card.",common,,,Instant,
41,Venerable Knight,W,1.0,{W},2.0,1.0,,"When Venerable Knight dies, put a +1/+1 counter on target Knight you control.",uncommon,,,Creature,"Human, Knight"
42,Worthy Knight,W,2.0,{1}{W},2.0,2.0,,"Whenever you cast a Knight spell, create a 1/1 white Human creature token.",rare,,,Creature,"Human, Knight"
43,Youthful Knight,W,2.0,{1}{W},2.0,1.0,,First strike,common,First strike,,Creature,"Human, Knight"
44,Animating Faerie,U,3.0,{2}{U},2.0,2.0,,Flying,uncommon,Flying,,Creature,Faerie
45,Bring to Life,U,3.0,{2}{U},,,,Target noncreature artifact you control becomes a 0/0 artifact creature. Put four +1/+1 counters on it.,uncommon,,,Sorcery,Adventure
46,Brazen Borrower,U,3.0,{1}{U}{U},3.0,1.0,,"Flash
Flying
Brazen Borrower can block only creatures with flying.",mythic,"Flash, Flying",,Creature,"Faerie, Rogue"
47,Petty Theft,U,3.0,{1}{U},,,,Return target nonland permanent an opponent controls to its owner's hand.,mythic,,,Instant,Adventure
48,Charmed Sleep,U,3.0,{1}{U}{U},,,,"Enchant creature
When Charmed Sleep enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",common,Enchant,,Enchantment,Aura
49,Corridor Monitor,U,2.0,{1}{U},1.0,4.0,,"When Corridor Monitor enters the battlefield, untap target artifact or creature you control.",common,,,"Artifact, Creature",Construct
50,Didn't Say Please,U,3.0,{1}{U}{U},,,,Counter target spell. Its controller mills three cards.,common,Mill,,Instant,
51,"Emry, Lurker of the Loch",U,3.0,{2}{U},1.0,2.0,,"This spell costs {1} less to cast for each artifact you control.
When Emry, Lurker of the Loch enters the battlefield, mill four cards.
{T}: Choose target artifact card in your graveyard. You may cast that card this turn. (You still pay its costs. Timing rules still apply.)",rare,Mill,Legendary,Creature,"Merfolk, Wizard"
52,Fae of Wishes,U,2.0,{1}{U},1.0,4.0,,"Flying
{1}{U}, Discard two cards: Return Fae of Wishes to its owner's hand.",rare,Flying,,Creature,"Faerie, Wizard"
53,Granted,U,2.0,{3}{U},,,,You may reveal a noncreature card you own from outside the game and put it into your hand.,rare,,,Sorcery,Adventure
54,Faerie Vandal,U,2.0,{1}{U},1.0,2.0,,"Flash
Flying
Whenever you draw your second card each turn, put a +1/+1 counter on Faerie Vandal.",uncommon,"Flash, Flying",,Creature,"Faerie, Rogue"
55,Folio of Fancies,U,2.0,{1}{U},,,,"Players have no maximum hand size.
{X}{X}, {T}: Each player draws X cards.
{2}{U}, {T}: Each opponent mills cards equal to the number of cards in their hand.",rare,Mill,,Artifact,
56,Frogify,U,2.0,{1}{U},,,,"Enchant creature
Enchanted creature loses all abilities and is a blue Frog creature with base power and toughness 1/1. (It loses all other card types and creature types.)",uncommon,Enchant,,Enchantment,Aura
57,"Gadwick, the Wizened",U,3.0,{X}{U}{U}{U},3.0,3.0,,"When Gadwick, the Wizened enters the battlefield, draw X cards.
Whenever you cast a blue spell, tap target nonland permanent an opponent controls.",rare,,Legendary,Creature,"Human, Wizard"
58,Hypnotic Sprite,U,2.0,{U}{U},2.0,1.0,,Flying,uncommon,Flying,,Creature,Faerie
59,Mesmeric Glare,U,2.0,{2}{U},,,,Counter target spell with mana value 3 or less. (Then exile this card. You may cast the creature later from exile.),uncommon,,,Instant,Adventure
60,Into the Story,U,7.0,{5}{U}{U},,,,"This spell costs {3} less to cast if an opponent has seven or more cards in their graveyard.
Draw four cards.",uncommon,,,Instant,
61,The Magic Mirror,U,9.0,{6}{U}{U}{U},,,,"This spell costs {1} less to cast for each instant and sorcery card in your graveyard.
You have no maximum hand size.
At the beginning of your upkeep, put a knowledge counter on The Magic Mirror, then draw a card for each knowledge counter on The Magic Mirror.",mythic,,Legendary,Artifact,
62,Mantle of Tides,U,1.0,{U},,,,"Equipped creature gets +1/+2.
Whenever you draw your second card each turn, attach Mantle of Tides to target creature you control.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact,Equipment
63,Merfolk Secretkeeper,U,1.0,{U},0.0,4.0,,,common,,,Creature,"Merfolk, Wizard"
64,Venture Deeper,U,1.0,{U},,,,Target player mills four cards. (Then exile this card. You may cast the creature later from exile.),common,Mill,,Sorcery,Adventure
65,Midnight Clock,U,3.0,{2}{U},,,,"{T}: Add {U}.
{2}{U}: Put an hour counter on Midnight Clock.
At the beginning of each upkeep, put an hour counter on Midnight Clock.
When the twelfth hour counter is put on Midnight Clock, shuffle your hand and graveyard into your library, then draw seven cards. Exile Midnight Clock.",rare,,,Artifact,
66,Mirrormade,U,3.0,{1}{U}{U},,,,You may have Mirrormade enter the battlefield as a copy of any artifact or enchantment on the battlefield.,rare,,,Enchantment,
67,Mistford River Turtle,U,4.0,{3}{U},1.0,5.0,,"Whenever Mistford River Turtle attacks, another target attacking non-Human creature can't be blocked this turn.",common,,,Creature,Turtle
68,Moonlit Scavengers,U,6.0,{5}{U},4.0,5.0,,"When Moonlit Scavengers enters the battlefield, if you control an artifact or enchantment, return target creature an opponent controls to its owner's hand.",common,,,Creature,"Merfolk, Rogue"
69,Mystical Dispute,U,3.0,{2}{U},,,,"This spell costs {2} less to cast if it targets a blue spell.
Counter target spell unless its controller pays {3}.",uncommon,,,Instant,
70,Opt,U,1.0,{U},,,,"Scry 1.
Draw a card.",common,Scry,,Instant,
71,Overwhelmed Apprentice,U,1.0,{U},1.0,2.0,,"When Overwhelmed Apprentice enters the battlefield, each opponent mills two cards. Then you scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",uncommon,"Mill, Scry",,Creature,"Human, Wizard"
72,Queen of Ice,U,3.0,{2}{U},2.0,3.0,,"Whenever Queen of Ice deals combat damage to a creature, tap that creature. It doesn't untap during its controller's next untap step.",common,,,Creature,"Human, Noble, Wizard"
73,Rage of Winter,U,3.0,{1}{U},,,,Tap target creature. It doesn't untap during its controller's next untap step. (Then exile this card. You may cast the creature later from exile.),common,,,Sorcery,Adventure
74,Run Away Together,U,2.0,{1}{U},,,,Choose two target creatures controlled by different players. Return those creatures to their owners' hands.,common,,,Instant,
75,Sage of the Falls,U,5.0,{4}{U},2.0,5.0,,"Whenever Sage of the Falls or another non-Human creature enters the battlefield under your control, you may draw a card. If you do, discard a card.",uncommon,,,Creature,"Merfolk, Wizard"
76,So Tiny,U,1.0,{U},,,,"Flash
Enchant creature
Enchanted creature gets -2/-0. It gets -6/-0 instead as long as its controller has seven or more cards in their graveyard.",common,"Enchant, Flash",,Enchantment,Aura
77,Steelgaze Griffin,U,5.0,{4}{U},2.0,4.0,,"Flying
Whenever you draw your second card each turn, Steelgaze Griffin gets +2/+0 until end of turn.",common,Flying,,Creature,Griffin
78,Stolen by the Fae,U,2.0,{X}{U}{U},,,,Return target creature with mana value X to its owner's hand. You create X 1/1 blue Faerie creature tokens with flying.,rare,,,Sorcery,
79,"Syr Elenora, the Discerning",U,5.0,{3}{U}{U},,4.0,,"Syr Elenora, the Discerning's power is equal to the number of cards in your hand.
When Syr Elenora enters the battlefield, draw a card.
Spells your opponents cast that target Syr Elenora cost {2} more to cast.",uncommon,,Legendary,Creature,"Human, Knight"
80,Tome Raider,U,3.0,{2}{U},1.0,1.0,,"Flying
When Tome Raider enters the battlefield, draw a card.",common,Flying,,Creature,Faerie
81,Turn into a Pumpkin,U,4.0,{3}{U},,,,"Return target nonland permanent to its owner's hand. Draw a card.
Adamant — If at least three blue mana was spent to cast this spell, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",uncommon,Adamant,,Instant,
82,Unexplained Vision,U,5.0,{4}{U},,,,"Draw three cards.
Adamant — If at least three blue mana was spent to cast this spell, scry 3.",common,"Adamant, Scry",,Sorcery,
83,Vantress Gargoyle,U,2.0,{1}{U},5.0,4.0,,"Flying
Vantress Gargoyle can't attack unless defending player has seven or more cards in their graveyard.
Vantress Gargoyle can't block unless you have four or more cards in hand.
{T}: Each player mills a card.",rare,"Flying, Mill",,"Artifact, Creature",Gargoyle
84,Vantress Paladin,U,4.0,{3}{U},2.0,2.0,,"Flying
Adamant — If at least three blue mana was spent to cast this spell, Vantress Paladin enters the battlefield with a +1/+1 counter on it.",common,"Adamant, Flying",,Creature,"Human, Knight"
85,Wishful Merfolk,U,2.0,{1}{U},3.0,2.0,,"Defender
{1}{U}: Wishful Merfolk loses defender and becomes a Human until end of turn.",common,Defender,,Creature,Merfolk
86,Witching Well,U,1.0,{U},,,,"When Witching Well enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)
{3}{U}, Sacrifice Witching Well: Draw two cards.",common,Scry,,Artifact,
87,"Ayara, First of Locthwain",B,3.0,{B}{B}{B},2.0,3.0,,"Whenever Ayara, First of Locthwain or another black creature enters the battlefield under your control, each opponent loses 1 life and you gain 1 life.
{T}, Sacrifice another black creature: Draw a card.",rare,,Legendary,Creature,"Elf, Noble"
88,Bake into a Pie,B,4.0,{2}{B}{B},,,,"Destroy target creature. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",common,,,Instant,
89,Barrow Witches,B,5.0,{4}{B},3.0,4.0,,"When Barrow Witches enters the battlefield, return target Knight card from your graveyard to your hand.",common,,,Creature,"Human, Warlock"
90,Belle of the Brawl,B,3.0,{2}{B},3.0,2.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever Belle of the Brawl attacks, other Knights you control get +1/+0 until end of turn.",uncommon,Menace,,Creature,"Human, Knight"
91,Blacklance Paragon,B,2.0,{1}{B},3.0,1.0,,"Flash
When Blacklance Paragon enters the battlefield, target Knight gains deathtouch and lifelink until end of turn.",rare,Flash,,Creature,"Human, Knight"
92,Bog Naughty,B,5.0,{3}{B}{B},3.0,3.0,,"Flying
{2}{B}, Sacrifice a Food: Target creature gets -3/-3 until end of turn.",uncommon,Flying,,Creature,Faerie
93,Cauldron Familiar,B,1.0,{B},1.0,1.0,,"When Cauldron Familiar enters the battlefield, each opponent loses 1 life and you gain 1 life.
Sacrifice a Food: Return Cauldron Familiar from your graveyard to the battlefield.",uncommon,,,Creature,Cat
94,The Cauldron of Eternity,B,12.0,{10}{B}{B},,,,"This spell costs {2} less to cast for each creature card in your graveyard.
Whenever a creature you control dies, put it on the bottom of its owner's library.
{2}{B}, {T}, Pay 2 life: Return target creature card from your graveyard to the battlefield. Activate only as a sorcery.",mythic,,Legendary,Artifact,
95,Cauldron's Gift,B,5.0,{4}{B},,,,"Adamant — If at least three black mana was spent to cast this spell, mill four cards.
You may choose a creature card in your graveyard. If you do, return it to the battlefield with an additional +1/+1 counter on it.",uncommon,"Adamant, Mill",,Sorcery,
96,Clackbridge Troll,B,5.0,{3}{B}{B},8.0,8.0,,"Trample, haste
When Clackbridge Troll enters the battlefield, target opponent creates three 0/1 white Goat creature tokens.
At the beginning of combat on your turn, any opponent may sacrifice a creature. If a player does, tap Clackbridge Troll, you gain 3 life, and you draw a card.",rare,"Haste, Trample",,Creature,Troll
97,Epic Downfall,B,2.0,{1}{B},,,,Exile target creature with mana value 3 or greater.,uncommon,,,Sorcery,
98,Eye Collector,B,1.0,{B},1.0,1.0,,"Flying
Whenever Eye Collector deals combat damage to a player, each player mills a card.",common,"Flying, Mill",,Creature,Faerie
99,Festive Funeral,B,5.0,{4}{B},,,,"Target creature gets -X/-X until end of turn, where X is the number of cards in your graveyard.",common,,,Instant,
100,Foreboding Fruit,B,3.0,{2}{B},,,,"Target player draws two cards and loses 2 life.
Adamant — If at least three black mana was spent to cast this spell, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",common,Adamant,,Sorcery,
101,Forever Young,B,2.0,{1}{B},,,,"Put any number of target creature cards from your graveyard on top of your library.
Draw a card.",common,,,Sorcery,
102,Foulmire Knight,B,1.0,{B},1.0,1.0,,Deathtouch,uncommon,Deathtouch,,Creature,"Zombie, Knight"
103,Profane Insight,B,1.0,{2}{B},,,,You draw a card and you lose 1 life. (Then exile this card. You may cast the creature later from exile.),uncommon,,,Instant,Adventure
104,Giant's Skewer,B,2.0,{1}{B},,,,"Equipped creature gets +2/+1.
Whenever equipped creature deals combat damage to a creature, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact,Equipment
105,Lash of Thorns,B,1.0,{B},,,,Target creature gets +2/+1 and gains deathtouch until end of turn.,common,,,Instant,
106,Locthwain Paladin,B,4.0,{3}{B},3.0,2.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Adamant — If at least three black mana was spent to cast this spell, Locthwain Paladin enters the battlefield with a +1/+1 counter on it.",common,"Adamant, Menace",,Creature,"Human, Knight"
107,Lost Legion,B,3.0,{1}{B}{B},2.0,3.0,,"When Lost Legion enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",common,Scry,,Creature,"Spirit, Knight"
108,Malevolent Noble,B,2.0,{1}{B},2.0,2.0,,"{2}, Sacrifice an artifact or another creature: Put a +1/+1 counter on Malevolent Noble.",common,,,Creature,"Human, Noble"
109,Memory Theft,B,3.0,{2}{B},,,,Target opponent reveals their hand. You choose a nonland card from it. That player discards that card. You may put a card that has an Adventure that player owns from exile into that player's graveyard.,common,,,Sorcery,
110,Murderous Rider,B,3.0,{1}{B}{B},2.0,3.0,,"Lifelink
When Murderous Rider dies, put it on the bottom of its owner's library.",rare,Lifelink,,Creature,"Zombie, Knight"
111,Swift End,B,3.0,{1}{B}{B},,,,Destroy target creature or planeswalker. You lose 2 life. (Then exile this card. You may cast the creature later from exile.),rare,,,Instant,Adventure
112,Oathsworn Knight,B,3.0,{1}{B}{B},0.0,0.0,,"Oathsworn Knight enters the battlefield with four +1/+1 counters on it.
Oathsworn Knight attacks each combat if able.
If damage would be dealt to Oathsworn Knight while it has a +1/+1 counter on it, prevent that damage and remove a +1/+1 counter from it.",rare,,,Creature,"Human, Knight"
113,Order of Midnight,B,2.0,{1}{B},2.0,2.0,,"Flying
Order of Midnight can't block.",uncommon,Flying,,Creature,"Human, Knight"
114,Alter Fate,B,2.0,{1}{B},,,,Return target creature card from your graveyard to your hand. (Then exile this card. You may cast the creature later from exile.),uncommon,,,Sorcery,Adventure
115,Piper of the Swarm,B,2.0,{1}{B},1.0,3.0,,"Rats you control have menace.
{1}{B}, {T}: Create a 1/1 black Rat creature token.
{2}{B}{B}, {T}, Sacrifice three Rats: Gain control of target creature.",rare,,,Creature,"Human, Warlock"
116,"Rankle, Master of Pranks",B,4.0,{2}{B}{B},3.0,3.0,,"Flying, haste
Whenever Rankle, Master of Pranks deals combat damage to a player, choose any number —
• Each player discards a card.
• Each player loses 1 life and draws a card.
• Each player sacrifices a creature.",mythic,"Flying, Haste",Legendary,Creature,"Faerie, Rogue"
117,Reaper of Night,B,7.0,{5}{B}{B},4.0,5.0,,"Whenever Reaper of Night attacks, if defending player has two or fewer cards in hand, it gains flying until end of turn.",common,,,Creature,Specter
118,Harvest Fear,B,7.0,{3}{B},,,,Target opponent discards two cards. (Then exile this card. You may cast the creature later from exile.),common,,,Sorcery,Adventure
119,Reave Soul,B,2.0,{1}{B},,,,Destroy target creature with power 3 or less.,common,,,Sorcery,
120,Revenge of Ravens,B,4.0,{3}{B},,,,"Whenever a creature attacks you or a planeswalker you control, that creature's controller loses 1 life and you gain 1 life.",uncommon,,,Enchantment,
121,Smitten Swordmaster,B,2.0,{1}{B},2.0,1.0,,Lifelink,common,Lifelink,,Creature,"Human, Knight"
122,Curry Favor,B,2.0,{B},,,,"You gain X life and each opponent loses X life, where X is the number of Knights you control.",common,,,Sorcery,Adventure
123,Specter's Shriek,B,1.0,{B},,,,"Target opponent reveals their hand. You may choose a nonland card from it. If you do, that player exiles that card. If a nonblack card is exiled this way, exile a card from your hand.",uncommon,,,Sorcery,
124,"Syr Konrad, the Grim",B,5.0,{3}{B}{B},5.0,4.0,,"Whenever another creature dies, or a creature card is put into a graveyard from anywhere other than the battlefield, or a creature card leaves your graveyard, Syr Konrad, the Grim deals 1 damage to each opponent.
{1}{B}: Each player mills a card.",uncommon,Mill,Legendary,Creature,"Human, Knight"
125,Tempting Witch,B,3.0,{2}{B},1.0,3.0,,"When Tempting Witch enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
{2}, {T}, Sacrifice a Food: Target player loses 3 life.",common,,,Creature,"Human, Warlock"
126,Wicked Guardian,B,4.0,{3}{B},4.0,2.0,,"When Wicked Guardian enters the battlefield, you may have it deal 2 damage to another creature you control. If you do, draw a card.",common,,,Creature,"Human, Noble"
127,Wishclaw Talisman,B,2.0,{1}{B},,,,"Wishclaw Talisman enters the battlefield with three wish counters on it.
{1}, {T}, Remove a wish counter from Wishclaw Talisman: Search your library for a card, put it into your hand, then shuffle. An opponent gains control of Wishclaw Talisman. Activate only during your turn.",rare,,,Artifact,
128,Witch's Vengeance,B,3.0,{1}{B}{B},,,,Creatures of the creature type of your choice get -3/-3 until end of turn.,rare,,,Sorcery,
129,Barge In,R,1.0,{R},,,,Target attacking creature gets +2/+2 until end of turn. Each attacking non-Human creature gains trample until end of turn.,common,,,Instant,
130,Bloodhaze Wolverine,R,2.0,{1}{R},2.0,1.0,,"Whenever you draw your second card each turn, Bloodhaze Wolverine gets +1/+1 and gains first strike until end of turn.",common,,,Creature,Wolverine
131,Blow Your House Down,R,3.0,{2}{R},,,,Up to three target creatures can't block this turn. Destroy any of them that are Walls.,common,,,Sorcery,
132,Bonecrusher Giant,R,3.0,{2}{R},4.0,3.0,,"Whenever Bonecrusher Giant becomes the target of a spell, Bonecrusher Giant deals 2 damage to that spell's controller.",rare,,,Creature,Giant
133,Stomp,R,3.0,{1}{R},,,,Damage can't be prevented this turn. Stomp deals 2 damage to any target.,rare,,,Instant,Adventure
134,Brimstone Trebuchet,R,3.0,{2}{R},1.0,3.0,,"Defender, reach
{T}: Brimstone Trebuchet deals 1 damage to each opponent.
Whenever a Knight enters the battlefield under your control, untap Brimstone Trebuchet.",common,"Defender, Reach",,"Artifact, Creature",Wall
135,Burning-Yard Trainer,R,5.0,{4}{R},3.0,3.0,,"Trample, haste
When Burning-Yard Trainer enters the battlefield, another target Knight you control gets +2/+2 and gains trample and haste until end of turn.",uncommon,"Haste, Trample",,Creature,"Human, Knight"
136,Claim the Firstborn,R,1.0,{R},,,,Gain control of target creature with mana value 3 or less until end of turn. Untap that creature. It gains haste until end of turn.,uncommon,,,Sorcery,
137,Crystal Slipper,R,2.0,{1}{R},,,,"Equipped creature gets +1/+0 and has haste.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact,Equipment
138,Embercleave,R,6.0,{4}{R}{R},,,,"Flash
This spell costs {1} less to cast for each attacking creature you control.
When Embercleave enters the battlefield, attach it to target creature you control.
Equipped creature gets +1/+1 and has double strike and trample.
Equip {3}",mythic,"Equip, Flash",Legendary,Artifact,Equipment
139,Embereth Paladin,R,4.0,{3}{R},4.0,1.0,,"Haste
Adamant — If at least three red mana was spent to cast this spell, Embereth Paladin enters the battlefield with a +1/+1 counter on it.",common,"Adamant, Haste",,Creature,"Human, Knight"
140,Embereth Shieldbreaker,R,2.0,{1}{R},2.0,1.0,,,uncommon,,,Creature,"Human, Knight"
141,Battle Display,R,2.0,{R},,,,Destroy target artifact. (Then exile this card. You may cast the creature later from exile.),uncommon,,,Sorcery,Adventure
142,Ferocity of the Wilds,R,3.0,{2}{R},,,,Attacking non-Human creatures you control get +1/+0 and have trample.,uncommon,,,Enchantment,
143,Fervent Champion,R,1.0,{R},1.0,1.0,,"First strike, haste
Whenever Fervent Champion attacks, another target attacking Knight you control gets +1/+0 until end of turn.
Equip abilities you activate that target Fervent Champion cost {3} less to activate.",rare,"First strike, Haste",,Creature,"Human, Knight"
144,Fires of Invention,R,4.0,{3}{R},,,,"You can cast spells only during your turn and you can cast no more than two spells each turn.
You may cast spells with mana value less than or equal to the number of lands you control without paying their mana costs.",rare,,,Enchantment,
145,Fling,R,2.0,{1}{R},,,,"As an additional cost to cast this spell, sacrifice a creature.
Fling deals damage equal to the sacrificed creature's power to any target.",common,,,Instant,
146,Irencrag Feat,R,4.0,{1}{R}{R}{R},,,,Add seven {R}. You can cast only one more spell this turn.,rare,,,Sorcery,
