,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
13,Hieromancer's Cage,W,4.0,{3}{W},,,,"When Hieromancer's Cage enters the battlefield, exile target nonland permanent an opponent controls until Hieromancer's Cage leaves the battlefield.",uncommon,,,Enchantment,
14,Inspired Charge,W,4.0,{2}{W}{W},,,,Creatures you control get +2/+1 until end of turn.,common,,,Instant,
15,Invoke the Divine,W,3.0,{2}{W},,,,Destroy target artifact or enchantment. You gain 4 life.,common,,,Instant,
16,Isolate,W,1.0,{W},,,,Exile target permanent with mana value 1.,rare,,,Instant,
17,Knight of the Tusk,W,6.0,{4}{W}{W},3.0,7.0,,Vigilance (Attacking doesn't cause this creature to tap.),common,Vigilance,,Creature,"Human, Knight"
18,Knight's Pledge,W,2.0,{1}{W},,,,"Enchant creature
Enchanted creature gets +2/+2.",common,Enchant,,Enchantment,Aura
19,Knightly Valor,W,5.0,{4}{W},,,,"Enchant creature
When Knightly Valor enters the battlefield, create a 2/2 white Knight creature token with vigilance. (Attacking doesn't cause it to tap.)
Enchanted creature gets +2/+2 and has vigilance.",uncommon,Enchant,,Enchantment,Aura
20,"Lena, Selfless Champion",W,6.0,{4}{W}{W},3.0,3.0,,"When Lena, Selfless Champion enters the battlefield, create a 1/1 white Soldier creature token for each nontoken creature you control.
Sacrifice Lena: Creatures you control with power less than Lena's power gain indestructible until end of turn.",rare,,Legendary,Creature,"Human, Knight"
21,Leonin Vanguard,W,1.0,{W},1.0,1.0,,"At the beginning of combat on your turn, if you control three or more creatures, Leonin Vanguard gets +1/+1 until end of turn and you gain 1 life.",uncommon,,,Creature,"Cat, Soldier"
22,Leonin Warleader,W,4.0,{2}{W}{W},4.0,4.0,,"Whenever Leonin Warleader attacks, create two 1/1 white Cat creature tokens with lifelink that are tapped and attacking.",rare,,,Creature,"Cat, Soldier"
23,Loxodon Line Breaker,W,3.0,{2}{W},3.0,2.0,,,common,,,Creature,"Elephant, Soldier"
24,Luminous Bonds,W,3.0,{2}{W},,,,"Enchant creature
Enchanted creature can't attack or block.",common,Enchant,,Enchantment,Aura
25,Make a Stand,W,3.0,{2}{W},,,,"Creatures you control get +1/+0 and gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",uncommon,,,Instant,
26,Mentor of the Meek,W,3.0,{2}{W},2.0,2.0,,"Whenever another creature with power 2 or less enters the battlefield under your control, you may pay {1}. If you do, draw a card.",rare,,,Creature,"Human, Soldier"
27,Mighty Leap,W,2.0,{1}{W},,,,Target creature gets +2/+2 and gains flying until end of turn.,common,,,Instant,
28,Militia Bugler,W,3.0,{2}{W},2.0,3.0,,"Vigilance (Attacking doesn't cause this creature to tap.)
When Militia Bugler enters the battlefield, look at the top four cards of your library. You may reveal a creature card with power 2 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",uncommon,Vigilance,,Creature,"Human, Soldier"
29,Novice Knight,W,1.0,{W},2.0,3.0,,"Defender (This creature can't attack.)
As long as Novice Knight is enchanted or equipped, it can attack as though it didn't have defender.",uncommon,Defender,,Creature,"Human, Knight"
30,Oreskos Swiftclaw,W,2.0,{1}{W},3.0,1.0,,,common,,,Creature,"Cat, Warrior"
31,Pegasus Courser,W,3.0,{2}{W},1.0,3.0,,"Flying
Whenever Pegasus Courser attacks, another target attacking creature gains flying until end of turn.",common,Flying,,Creature,Pegasus
32,Remorseful Cleric,W,2.0,{1}{W},2.0,1.0,,"Flying
Sacrifice Remorseful Cleric: Exile target player's graveyard.",rare,Flying,,Creature,"Spirit, Cleric"
33,Resplendent Angel,W,3.0,{1}{W}{W},3.0,3.0,,"Flying
At the beginning of each end step, if you gained 5 or more life this turn, create a 4/4 white Angel creature token with flying and vigilance.
{3}{W}{W}{W}: Until end of turn, Resplendent Angel gets +2/+2 and gains lifelink.",mythic,Flying,,Creature,Angel
34,Revitalize,W,2.0,{1}{W},,,,"You gain 3 life.
Draw a card.",common,,,Instant,
35,Rustwing Falcon,W,1.0,{W},1.0,2.0,,Flying,common,Flying,,Creature,Bird
36,Shield Mare,W,3.0,{1}{W}{W},2.0,3.0,,"Shield Mare can't be blocked by red creatures.
When Shield Mare enters the battlefield or becomes the target of a spell or ability an opponent controls, you gain 3 life.",uncommon,,,Creature,Horse
37,Star-Crowned Stag,W,4.0,{3}{W},3.0,3.0,,"Whenever Star-Crowned Stag attacks, tap target creature defending player controls.",common,,,Creature,Elk
38,Suncleanser,W,2.0,{1}{W},1.0,4.0,,"When Suncleanser enters the battlefield, choose one —
• Remove all counters from target creature. It can't have counters put on it for as long as Suncleanser remains on the battlefield.
• Target opponent loses all counters. That player can't get counters for as long as Suncleanser remains on the battlefield.",rare,,,Creature,"Human, Cleric"
39,Take Vengeance,W,2.0,{1}{W},,,,Destroy target tapped creature.,common,,,Sorcery,
40,Trusty Packbeast,W,3.0,{2}{W},2.0,3.0,,"When Trusty Packbeast enters the battlefield, return target artifact card from your graveyard to your hand.",common,,,Creature,Beast
41,Valiant Knight,W,4.0,{3}{W},3.0,4.0,,"Other Knights you control get +1/+1.
{3}{W}{W}: Knights you control gain double strike until end of turn.",rare,,,Creature,"Human, Knight"
42,Aether Tunnel,U,2.0,{1}{U},,,,"Enchant creature
Enchanted creature gets +1/+0 and can't be blocked.",uncommon,Enchant,,Enchantment,Aura
43,Anticipate,U,2.0,{1}{U},,,,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,common,,,Instant,
44,Aven Wind Mage,U,3.0,{2}{U},2.0,2.0,,"Flying
Whenever you cast an instant or sorcery spell, Aven Wind Mage gets +1/+1 until end of turn.",common,Flying,,Creature,"Bird, Wizard"
45,Aviation Pioneer,U,3.0,{2}{U},1.0,2.0,,"When Aviation Pioneer enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.",common,,,Creature,"Human, Artificer"
46,Bone to Ash,U,4.0,{2}{U}{U},,,,"Counter target creature spell.
Draw a card.",uncommon,,,Instant,
47,Cancel,U,3.0,{1}{U}{U},,,,Counter target spell.,common,,,Instant,
48,Departed Deckhand,U,2.0,{1}{U},2.0,2.0,,"When Departed Deckhand becomes the target of a spell, sacrifice it.
Departed Deckhand can't be blocked except by Spirits.
{3}{U}: Another target creature you control can't be blocked this turn except by Spirits.",uncommon,,,Creature,"Spirit, Pirate"
49,Disperse,U,2.0,{1}{U},,,,Return target nonland permanent to its owner's hand.,common,,,Instant,
50,Divination,U,3.0,{2}{U},,,,Draw two cards.,common,,,Sorcery,
51,Djinn of Wishes,U,5.0,{3}{U}{U},4.0,4.0,,"Flying
Djinn of Wishes enters the battlefield with three wish counters on it.
{2}{U}{U}, Remove a wish counter from Djinn of Wishes: Reveal the top card of your library. You may play that card without paying its mana cost. If you don't, exile it.",rare,Flying,,Creature,Djinn
52,Dwindle,U,3.0,{2}{U},,,,"Enchant creature
Enchanted creature gets -6/-0.
When enchanted creature blocks, destroy it. (The attacking creature remains blocked.)",common,Enchant,,Enchantment,Aura
53,Essence Scatter,U,2.0,{1}{U},,,,Counter target creature spell.,common,,,Instant,
54,Exclusion Mage,U,3.0,{2}{U},2.0,2.0,,"When Exclusion Mage enters the battlefield, return target creature an opponent controls to its owner's hand.",uncommon,,,Creature,"Human, Wizard"
55,Frilled Sea Serpent,U,6.0,{4}{U}{U},4.0,6.0,,{5}{U}{U}: Frilled Sea Serpent can't be blocked this turn.,common,,,Creature,Serpent
56,Gearsmith Prodigy,U,1.0,{U},1.0,2.0,,Gearsmith Prodigy gets +1/+0 as long as you control an artifact.,common,,,Creature,"Human, Artificer"
57,Ghostform,U,2.0,{1}{U},,,,Up to two target creatures can't be blocked this turn.,common,,,Sorcery,
58,Horizon Scholar,U,6.0,{5}{U},4.0,4.0,,"Flying
When Horizon Scholar enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",uncommon,"Flying, Scry",,Creature,Sphinx
59,Metamorphic Alteration,U,2.0,{1}{U},,,,"Enchant creature
As Metamorphic Alteration enters the battlefield, choose a creature.
Enchanted creature is a copy of the chosen creature.",rare,Enchant,,Enchantment,Aura
60,Mirror Image,U,3.0,{2}{U},0.0,0.0,,You may have Mirror Image enter the battlefield as a copy of a creature you control.,uncommon,,,Creature,Shapeshifter
61,Mistcaller,U,1.0,{U},1.0,1.0,,"Sacrifice Mistcaller: Until end of turn, if a nontoken creature would enter the battlefield and it wasn't cast, exile it instead.",rare,,,Creature,"Merfolk, Wizard"
62,Mystic Archaeologist,U,2.0,{1}{U},2.0,1.0,,{3}{U}{U}: Draw two cards.,rare,,,Creature,"Human, Wizard"
63,Omenspeaker,U,2.0,{1}{U},1.0,3.0,,"When Omenspeaker enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",common,Scry,,Creature,"Human, Wizard"
64,Omniscience,U,10.0,{7}{U}{U}{U},,,,You may cast spells from your hand without paying their mana costs.,mythic,,,Enchantment,
65,One with the Machine,U,4.0,{3}{U},,,,Draw cards equal to the highest mana value among artifacts you control.,rare,,,Sorcery,
66,Patient Rebuilding,U,5.0,{3}{U}{U},,,,"At the beginning of your upkeep, target opponent mills three cards, then you draw a card for each land card put into their graveyard this way.",rare,Mill,,Enchantment,
67,Psychic Corrosion,U,3.0,{2}{U},,,,"Whenever you draw a card, each opponent mills two cards.",uncommon,Mill,,Enchantment,
68,"Sai, Master Thopterist",U,3.0,{2}{U},1.0,4.0,,"Whenever you cast an artifact spell, create a 1/1 colorless Thopter artifact creature token with flying.
{1}{U}, Sacrifice two artifacts: Draw a card.",rare,,Legendary,Creature,"Human, Artificer"
69,Salvager of Secrets,U,5.0,{3}{U}{U},2.0,2.0,,"When Salvager of Secrets enters the battlefield, return target instant or sorcery card from your graveyard to your hand.",common,,,Creature,"Merfolk, Wizard"
70,Scholar of Stars,U,4.0,{3}{U},3.0,2.0,,"When Scholar of Stars enters the battlefield, if you control an artifact, draw a card.",common,,,Creature,"Human, Artificer"
71,Sift,U,4.0,{3}{U},,,,"Draw three cards, then discard a card.",uncommon,,,Sorcery,
72,Skilled Animator,U,3.0,{2}{U},1.0,3.0,,"When Skilled Animator enters the battlefield, target artifact you control becomes an artifact creature with base power and toughness 5/5 for as long as Skilled Animator remains on the battlefield.",uncommon,,,Creature,"Human, Artificer"
73,Sleep,U,4.0,{2}{U}{U},,,,Tap all creatures target player controls. Those creatures don't untap during that player's next untap step.,uncommon,,,Sorcery,
74,Snapping Drake,U,4.0,{3}{U},3.0,2.0,,Flying (This creature can't be blocked except by creatures with flying or reach.),common,Flying,,Creature,Drake
75,Supreme Phantom,U,2.0,{1}{U},1.0,3.0,,"Flying
Other Spirits you control get +1/+1.",rare,Flying,,Creature,Spirit
76,Surge Mare,U,2.0,{U}{U},0.0,5.0,,"Surge Mare can't be blocked by green creatures.
Whenever Surge Mare deals damage to an opponent, you may draw a card. If you do, discard a card.
{1}{U}: Surge Mare gets +2/-2 until end of turn.",uncommon,,,Creature,"Horse, Fish"
77,Switcheroo,U,5.0,{4}{U},,,,Exchange control of two target creatures.,uncommon,,,Sorcery,
78,"Tezzeret, Artifice Master",U,5.0,{3}{U}{U},,,5.0,"[+1]: Create a 1/1 colorless Thopter artifact creature token with flying.
[0]: Draw a card. If you control three or more artifacts, draw two cards instead.
[−9]: You get an emblem with ""At the beginning of your end step, search your library for a permanent card, put it onto the battlefield, then shuffle.""",mythic,,Legendary,Planeswalker,Tezzeret
79,Tolarian Scholar,U,3.0,{2}{U},2.0,3.0,,,common,,,Creature,"Human, Wizard"
80,Totally Lost,U,5.0,{4}{U},,,,Put target nonland permanent on top of its owner's library.,common,,,Instant,
81,Uncomfortable Chill,U,3.0,{2}{U},,,,"Creatures your opponents control get -2/-0 until end of turn.
Draw a card.",common,,,Instant,
82,Wall of Mist,U,2.0,{1}{U},0.0,5.0,,Defender,common,Defender,,Creature,Wall
83,Windreader Sphinx,U,7.0,{5}{U}{U},3.0,7.0,,"Flying
Whenever a creature with flying attacks, you may draw a card.",rare,Flying,,Creature,Sphinx
84,Abnormal Endurance,B,2.0,{1}{B},,,,"Until end of turn, target creature gets +2/+0 and gains ""When this creature dies, return it to the battlefield tapped under its owner's control.""",common,,,Instant,
85,Blood Divination,B,4.0,{3}{B},,,,"As an additional cost to cast this spell, sacrifice a creature.
Draw three cards.",uncommon,,,Sorcery,
86,Bogstomper,B,6.0,{4}{B}{B},6.0,5.0,,,common,,,Creature,Beast
87,Bone Dragon,B,5.0,{3}{B}{B},5.0,4.0,,"Flying
{3}{B}{B}, Exile seven other cards from your graveyard: Return Bone Dragon from your graveyard to the battlefield tapped.",mythic,Flying,,Creature,"Dragon, Skeleton"
88,Child of Night,B,2.0,{1}{B},2.0,1.0,,Lifelink,common,Lifelink,,Creature,Vampire
89,Death Baron,B,3.0,{1}{B}{B},2.0,2.0,,Skeletons you control and other Zombies you control get +1/+1 and have deathtouch.,rare,,,Creature,"Zombie, Wizard"
90,Demon of Catastrophes,B,4.0,{2}{B}{B},6.0,6.0,,"As an additional cost to cast this spell, sacrifice a creature.
Flying, trample",rare,"Flying, Trample",,Creature,Demon
91,Diregraf Ghoul,B,1.0,{B},2.0,2.0,,Diregraf Ghoul enters the battlefield tapped.,uncommon,,,Creature,Zombie
92,Doomed Dissenter,B,2.0,{1}{B},1.0,1.0,,"When Doomed Dissenter dies, create a 2/2 black Zombie creature token.",common,,,Creature,Human
93,Duress,B,1.0,{B},,,,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",common,,,Sorcery,
94,Epicure of Blood,B,5.0,{4}{B},4.0,4.0,,"Whenever you gain life, each opponent loses 1 life.",common,,,Creature,Vampire
95,Fell Specter,B,4.0,{3}{B},1.0,3.0,,"Flying
When Fell Specter enters the battlefield, target opponent discards a card.
Whenever an opponent discards a card, that player loses 2 life.",uncommon,Flying,,Creature,Specter
96,Fraying Omnipotence,B,5.0,{3}{B}{B},,,,"Each player loses half their life, then discards half the cards in their hand, then sacrifices half the creatures they control. Round up each time.",rare,,,Sorcery,
97,Gravedigger,B,4.0,{3}{B},2.0,2.0,,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.",uncommon,,,Creature,Zombie
98,Graveyard Marshal,B,2.0,{B}{B},3.0,2.0,,"{2}{B}, Exile a creature card from your graveyard: Create a tapped 2/2 black Zombie creature token.",rare,,,Creature,"Zombie, Soldier"
99,Hired Blade,B,3.0,{2}{B},3.0,2.0,,Flash (You may cast this spell any time you could cast an instant.),common,Flash,,Creature,"Human, Assassin"
100,Infectious Horror,B,4.0,{3}{B},2.0,2.0,,"Whenever Infectious Horror attacks, each opponent loses 2 life.",common,,,Creature,"Zombie, Horror"
101,Infernal Reckoning,B,1.0,{B},,,,Exile target colorless creature. You gain life equal to its power.,rare,,,Instant,
102,Infernal Scarring,B,2.0,{1}{B},,,,"Enchant creature
Enchanted creature gets +2/+0 and has ""When this creature dies, draw a card.""",common,Enchant,,Enchantment,Aura
103,Isareth the Awakener,B,3.0,{1}{B}{B},3.0,3.0,,"Deathtouch
Whenever Isareth the Awakener attacks, you may pay {X}. When you do, return target creature card with mana value X from your graveyard to the battlefield with a corpse counter on it. If that creature would leave the battlefield, exile it instead of putting it anywhere else.",rare,Deathtouch,Legendary,Creature,"Human, Wizard"
104,Lich's Caress,B,5.0,{3}{B}{B},,,,Destroy target creature. You gain 3 life.,common,,,Sorcery,
105,"Liliana, Untouched by Death",B,4.0,{2}{B}{B},,,4.0,"[+1]: Mill three cards. If at least one Zombie card is milled this way, each opponent loses 2 life and you gain 2 life.
[−2]: Target creature gets -X/-X until end of turn, where X is the number of Zombies you control.
[−3]: You may cast Zombie spells from your graveyard this turn.",mythic,Mill,Legendary,Planeswalker,Liliana
106,Liliana's Contract,B,5.0,{3}{B}{B},,,,"When Liliana's Contract enters the battlefield, you draw four cards and you lose 4 life.
At the beginning of your upkeep, if you control four or more Demons with different names, you win the game.",rare,,,Enchantment,
107,Macabre Waltz,B,2.0,{1}{B},,,,"Return up to two target creature cards from your graveyard to your hand, then discard a card.",common,,,Sorcery,
108,Mind Rot,B,3.0,{2}{B},,,,Target player discards two cards.,common,,,Sorcery,
109,Murder,B,3.0,{1}{B}{B},,,,Destroy target creature.,uncommon,,,Instant,
110,Nightmare's Thirst,B,1.0,{B},,,,"You gain 1 life. Target creature gets -X/-X until end of turn, where X is the amount of life you gained this turn.",uncommon,,,Instant,
111,Open the Graves,B,5.0,{3}{B}{B},,,,"Whenever a nontoken creature you control dies, create a 2/2 black Zombie creature token.",rare,,,Enchantment,
112,Phylactery Lich,B,3.0,{B}{B}{B},5.0,5.0,,"Indestructible
As Phylactery Lich enters the battlefield, put a phylactery counter on an artifact you control.
When you control no permanents with phylactery counters on them, sacrifice Phylactery Lich.",rare,Indestructible,,Creature,Zombie
113,Plague Mare,B,3.0,{1}{B}{B},2.0,2.0,,"Plague Mare can't be blocked by white creatures.
When Plague Mare enters the battlefield, creatures your opponents control get -1/-1 until end of turn.",uncommon,,,Creature,"Nightmare, Horse"
114,Ravenous Harpy,B,3.0,{2}{B},1.0,2.0,,"Flying
{1}, Sacrifice another creature: Put a +1/+1 counter on Ravenous Harpy.",uncommon,Flying,,Creature,Harpy
115,Reassembling Skeleton,B,2.0,{1}{B},1.0,1.0,,{1}{B}: Return Reassembling Skeleton from your graveyard to the battlefield tapped.,uncommon,,,Creature,"Skeleton, Warrior"
116,Rise from the Grave,B,5.0,{4}{B},,,,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,uncommon,,,Sorcery,
117,Skeleton Archer,B,4.0,{3}{B},3.0,3.0,,"When Skeleton Archer enters the battlefield, it deals 1 damage to any target.",common,,,Creature,"Skeleton, Archer"
118,Skymarch Bloodletter,B,3.0,{2}{B},2.0,2.0,,"Flying
When Skymarch Bloodletter enters the battlefield, target opponent loses 1 life and you gain 1 life.",common,Flying,,Creature,"Vampire, Soldier"
119,Sovereign's Bite,B,2.0,{1}{B},,,,Target player loses 3 life and you gain 3 life.,common,,,Sorcery,
120,Stitcher's Supplier,B,1.0,{B},1.0,1.0,,"When Stitcher's Supplier enters the battlefield or dies, mill three cards.",uncommon,Mill,,Creature,Zombie
121,Strangling Spores,B,4.0,{3}{B},,,,Target creature gets -3/-3 until end of turn.,common,,,Instant,
122,Two-Headed Zombie,B,4.0,{3}{B},4.0,2.0,,Menace (This creature can't be blocked except by two or more creatures.),common,Menace,,Creature,Zombie
123,Vampire Neonate,B,1.0,{B},0.0,3.0,,"{2}, {T}: Each opponent loses 1 life and you gain 1 life.",common,,,Creature,Vampire
124,Vampire Sovereign,B,5.0,{3}{B}{B},3.0,4.0,,"Flying
When Vampire Sovereign enters the battlefield, target opponent loses 3 life and you gain 3 life.",uncommon,Flying,,Creature,"Vampire, Noble"
125,Walking Corpse,B,2.0,{1}{B},2.0,2.0,,,common,,,Creature,Zombie
126,Act of Treason,R,3.0,{2}{R},,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.),common,,,Sorcery,
127,Alpine Moon,R,1.0,{R},,,,"As Alpine Moon enters the battlefield, choose a nonbasic land card name.
Lands your opponents control with the chosen name lose all land types and abilities, and they gain ""{T}: Add one mana of any color.""",rare,,,Enchantment,
128,Apex of Power,R,10.0,{7}{R}{R}{R},,,,"Exile the top seven cards of your library. Until end of turn, you may cast spells from among them.
If this spell was cast from your hand, add ten mana of any one color.",mythic,,,Sorcery,
129,Boggart Brute,R,3.0,{2}{R},3.0,2.0,,Menace (This creature can't be blocked except by two or more creatures.),common,Menace,,Creature,"Goblin, Warrior"
130,Catalyst Elemental,R,3.0,{2}{R},2.0,2.0,,Sacrifice Catalyst Elemental: Add {R}{R}.,common,,,Creature,Elemental
131,Crash Through,R,1.0,{R},,,,"Creatures you control gain trample until end of turn. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.)
Draw a card.",common,,,Sorcery,
132,Dark-Dweller Oracle,R,2.0,{1}{R},2.0,2.0,,"{1}, Sacrifice a creature: Exile the top card of your library. You may play that card this turn. (You still pay its costs. You can play a land this way only if you have an available land play remaining.)",rare,,,Creature,"Goblin, Shaman"
133,Demanding Dragon,R,5.0,{3}{R}{R},5.0,5.0,,"Flying
When Demanding Dragon enters the battlefield, it deals 5 damage to target opponent unless that player sacrifices a creature.",rare,Flying,,Creature,Dragon
134,Dismissive Pyromancer,R,2.0,{1}{R},2.0,2.0,,"{R}, {T}, Discard a card: Draw a card.
{2}{R}, {T}, Sacrifice Dismissive Pyromancer: It deals 4 damage to target creature.",rare,,,Creature,"Human, Wizard"
135,Doublecast,R,2.0,{R}{R},,,,"When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.",uncommon,,,Sorcery,
136,Dragon Egg,R,3.0,{2}{R},0.0,2.0,,"Defender
When Dragon Egg dies, create a 2/2 red Dragon creature token with flying and ""{R}: This creature gets +1/+0 until end of turn.""",uncommon,Defender,,Creature,"Dragon, Egg"
137,Electrify,R,4.0,{3}{R},,,,Electrify deals 4 damage to target creature.,common,,,Instant,
138,Fiery Finish,R,6.0,{4}{R}{R},,,,Fiery Finish deals 7 damage to target creature.,uncommon,,,Sorcery,
139,Fire Elemental,R,5.0,{3}{R}{R},5.0,4.0,,,common,,,Creature,Elemental
140,Goblin Instigator,R,2.0,{1}{R},1.0,1.0,,"When Goblin Instigator enters the battlefield, create a 1/1 red Goblin creature token.",common,,,Creature,"Goblin, Rogue"
141,Goblin Motivator,R,1.0,{R},1.0,1.0,,{T}: Target creature gains haste until end of turn. (It can attack and {T} this turn.),common,,,Creature,"Goblin, Warrior"
142,Goblin Trashmaster,R,4.0,{2}{R}{R},3.0,3.0,,"Other Goblins you control get +1/+1.
Sacrifice a Goblin: Destroy target artifact.",rare,,,Creature,"Goblin, Warrior"
143,Guttersnipe,R,3.0,{2}{R},2.0,2.0,,"Whenever you cast an instant or sorcery spell, Guttersnipe deals 2 damage to each opponent.",uncommon,,,Creature,"Goblin, Shaman"
144,Havoc Devils,R,4.0,{2}{R}{R},4.0,3.0,,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),common,Trample,,Creature,Devil
145,Hostile Minotaur,R,4.0,{3}{R},3.0,3.0,,Haste (This creature can attack and {T} as soon as it comes under your control.),common,Haste,,Creature,Minotaur
146,Inferno Hellion,R,4.0,{3}{R},7.0,3.0,,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
At the beginning of each end step, if Inferno Hellion attacked or blocked this turn, its owner shuffles it into their library.",uncommon,Trample,,Creature,Hellion
147,"Lathliss, Dragon Queen",R,6.0,{4}{R}{R},6.0,6.0,,"Flying
Whenever another nontoken Dragon enters the battlefield under your control, create a 5/5 red Dragon creature token with flying.
{1}{R}: Dragons you control get +1/+0 until end of turn.",rare,Flying,Legendary,Creature,Dragon
148,Lava Axe,R,5.0,{4}{R},,,,Lava Axe deals 5 damage to target player or planeswalker.,common,,,Sorcery,
149,Lightning Mare,R,2.0,{R}{R},3.0,1.0,,"This spell can't be countered.
Lightning Mare can't be blocked by blue creatures.
{1}{R}: Lightning Mare gets +1/+0 until end of turn.",uncommon,,,Creature,"Elemental, Horse"
150,Lightning Strike,R,2.0,{1}{R},,,,Lightning Strike deals 3 damage to any target.,uncommon,,,Instant,
151,Onakke Ogre,R,3.0,{2}{R},4.0,2.0,,,common,,,Creature,"Ogre, Warrior"
152,"Sarkhan, Fireblood",R,3.0,{1}{R}{R},,,3.0,"[+1]: You may discard a card. If you do, draw a card.
[+1]: Add two mana in any combination of colors. Spend this mana only to cast Dragon spells.
[−7]: Create four 5/5 red Dragon creature tokens with flying.",mythic,,Legendary,Planeswalker,Sarkhan
153,Sarkhan's Unsealing,R,4.0,{3}{R},,,,"Whenever you cast a creature spell with power 4, 5, or 6, Sarkhan's Unsealing deals 4 damage to any target.
Whenever you cast a creature spell with power 7 or greater, Sarkhan's Unsealing deals 4 damage to each opponent and each creature and planeswalker they control.",rare,,,Enchantment,
154,Shock,R,1.0,{R},,,,Shock deals 2 damage to any target.,common,,,Instant,
155,Siegebreaker Giant,R,5.0,{3}{R}{R},6.0,3.0,,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
{3}{R}: Target creature can't block this turn.",uncommon,Trample,,Creature,"Giant, Warrior"
156,Smelt,R,1.0,{R},,,,Destroy target artifact.,common,,,Instant,
157,Sparktongue Dragon,R,5.0,{3}{R}{R},3.0,3.0,,"Flying
When Sparktongue Dragon enters the battlefield, you may pay {2}{R}. When you do, it deals 3 damage to any target.",common,Flying,,Creature,Dragon
158,Spit Flame,R,3.0,{2}{R},,,,"Spit Flame deals 4 damage to target creature.
Whenever a Dragon enters the battlefield under your control, you may pay {R}. If you do, return Spit Flame from your graveyard to your hand.",rare,,,Instant,
159,Sure Strike,R,2.0,{1}{R},,,,Target creature gets +3/+0 and gains first strike until end of turn.,common,,,Instant,
