,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
42,Maximize Altitude,U,1.0,{U},,,,"Target creature gets +1/+1 and gains flying until end of turn.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",common,Jump-start,,Sorcery,
43,Mission Briefing,U,2.0,{U}{U},,,,"Surveil 2, then choose an instant or sorcery card in your graveyard. You may cast it this turn. If that spell would be put into your graveyard, exile it instead. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",rare,Surveil,,Instant,
44,Murmuring Mystic,U,4.0,{3}{U},1.0,5.0,,"Whenever you cast an instant or sorcery spell, create a 1/1 blue Bird Illusion creature token with flying.",uncommon,,,Creature,"Human, Wizard"
45,Muse Drake,U,4.0,{3}{U},1.0,3.0,,"Flying
When Muse Drake enters the battlefield, draw a card.",common,Flying,,Creature,Drake
46,Narcomoeba,U,2.0,{1}{U},1.0,1.0,,"Flying
When Narcomoeba is put into your graveyard from your library, you may put it onto the battlefield.",rare,Flying,,Creature,Illusion
47,Nightveil Sprite,U,2.0,{1}{U},1.0,2.0,,"Flying
Whenever Nightveil Sprite attacks, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",uncommon,"Flying, Surveil",,Creature,"Faerie, Rogue"
48,Omnispell Adept,U,5.0,{4}{U},3.0,4.0,,"{2}{U}, {T}: You may cast an instant or sorcery spell from your hand without paying its mana cost.",rare,,,Creature,"Human, Wizard"
49,Passwall Adept,U,2.0,{1}{U},1.0,3.0,,{2}{U}: Target creature can't be blocked this turn.,common,,,Creature,"Human, Wizard"
50,Quasiduplicate,U,3.0,{1}{U}{U},,,,"Create a token that's a copy of target creature you control.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",rare,Jump-start,,Sorcery,
51,Radical Idea,U,2.0,{1}{U},,,,"Draw a card.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",common,Jump-start,,Instant,
52,Sinister Sabotage,U,3.0,{1}{U}{U},,,,"Counter target spell.
Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",uncommon,Surveil,,Instant,
53,Thoughtbound Phantasm,U,1.0,{U},2.0,2.0,,"Defender
Whenever you surveil, put a +1/+1 counter on Thoughtbound Phantasm.
As long as Thoughtbound Phantasm has three or more +1/+1 counters on it, it can attack as though it didn't have defender.",uncommon,Defender,,Creature,Spirit
54,Unexplained Disappearance,U,2.0,{1}{U},,,,"Return target creature to its owner's hand.
Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",common,Surveil,,Instant,
55,Vedalken Mesmerist,U,2.0,{1}{U},2.0,1.0,,"Whenever Vedalken Mesmerist attacks, target creature an opponent controls gets -2/-0 until end of turn.",common,,,Creature,"Vedalken, Wizard"
56,Wall of Mist,U,2.0,{1}{U},0.0,5.0,,Defender,common,Defender,,Creature,Wall
57,Watcher in the Mist,U,5.0,{3}{U}{U},3.0,4.0,,"Flying
When Watcher in the Mist enters the battlefield, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",common,"Flying, Surveil",,Creature,Spirit
58,Wishcoin Crab,U,4.0,{3}{U},2.0,5.0,,,common,,,Creature,Crab
59,Barrier of Bones,B,1.0,{B},0.0,3.0,,"Defender
When Barrier of Bones enters the battlefield, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",common,"Defender, Surveil",,Creature,"Skeleton, Wall"
60,Bartizan Bats,B,4.0,{3}{B},3.0,1.0,,Flying (This creature can't be blocked except by creatures with flying or reach.),common,Flying,,Creature,Bat
61,Blood Operative,B,3.0,{1}{B}{B},3.0,1.0,,"Lifelink
When Blood Operative enters the battlefield, you may exile target card from a graveyard.
Whenever you surveil, if Blood Operative is in your graveyard, you may pay 3 life. If you do, return Blood Operative to your hand.",rare,Lifelink,,Creature,"Vampire, Assassin"
62,Burglar Rat,B,2.0,{1}{B},1.0,1.0,,"When Burglar Rat enters the battlefield, each opponent discards a card.",common,,,Creature,Rat
63,Child of Night,B,2.0,{1}{B},2.0,1.0,,Lifelink,common,Lifelink,,Creature,Vampire
64,Creeping Chill,B,4.0,{3}{B},,,,"Creeping Chill deals 3 damage to each opponent and you gain 3 life.
When Creeping Chill is put into your graveyard from your library, you may exile it. If you do, Creeping Chill deals 3 damage to each opponent and you gain 3 life.",uncommon,,,Sorcery,
65,Dead Weight,B,1.0,{B},,,,"Enchant creature
Enchanted creature gets -2/-2.",common,Enchant,,Enchantment,Aura
66,Deadly Visit,B,5.0,{3}{B}{B},,,,"Destroy target creature.
Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",common,Surveil,,Sorcery,
67,Doom Whisperer,B,5.0,{3}{B}{B},6.0,6.0,,"Flying, trample
Pay 2 life: Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",mythic,"Flying, Surveil, Trample",,Creature,"Nightmare, Demon"
68,Douser of Lights,B,5.0,{4}{B},4.0,5.0,,,common,,,Creature,Horror
69,Gruesome Menagerie,B,5.0,{3}{B}{B},,,,"Choose a creature card with mana value 1 in your graveyard, then do the same for creature cards with mana value 2 and 3. Return those cards to the battlefield.",rare,,,Sorcery,
70,Hired Poisoner,B,1.0,{B},1.0,1.0,,Deathtouch,common,Deathtouch,,Creature,"Human, Assassin"
71,Kraul Swarm,B,5.0,{4}{B},4.0,1.0,,"Flying
{2}{B}, Discard a creature card: Return Kraul Swarm from your graveyard to your hand.",uncommon,Flying,,Creature,"Insect, Warrior"
72,Lotleth Giant,B,7.0,{6}{B},6.0,5.0,,"Undergrowth — When Lotleth Giant enters the battlefield, it deals 1 damage to target opponent for each creature card in your graveyard.",uncommon,Undergrowth,,Creature,"Zombie, Giant"
73,Mausoleum Secrets,B,2.0,{1}{B},,,,"Undergrowth — Search your library for a black card with mana value less than or equal to the number of creature cards in your graveyard, reveal it, put it into your hand, then shuffle.",rare,Undergrowth,,Instant,
74,Mephitic Vapors,B,3.0,{2}{B},,,,"All creatures get -1/-1 until end of turn.
Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",common,Surveil,,Sorcery,
75,Midnight Reaper,B,3.0,{2}{B},3.0,2.0,,"Whenever a nontoken creature you control dies, Midnight Reaper deals 1 damage to you and you draw a card.",rare,,,Creature,"Zombie, Knight"
76,Moodmark Painter,B,4.0,{2}{B}{B},2.0,3.0,,"Undergrowth — When Moodmark Painter enters the battlefield, target creature gains menace and gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard. (It can't be blocked except by two or more creatures.)",common,Undergrowth,,Creature,"Human, Shaman"
77,Necrotic Wound,B,1.0,{B},,,,"Undergrowth — Target creature gets -X/-X until end of turn, where X is the number of creature cards in your graveyard. If that creature would die this turn, exile it instead.",uncommon,Undergrowth,,Instant,
78,Never Happened,B,3.0,{2}{B},,,,Target opponent reveals their hand. You choose a nonland card from that player's graveyard or hand and exile it.,common,,,Sorcery,
79,Pilfering Imp,B,1.0,{B},1.0,1.0,,"Flying
{1}{B}, {T}, Sacrifice Pilfering Imp: Target opponent reveals their hand. You choose a nonland card from it. That player discards that card. Activate only as a sorcery.",uncommon,Flying,,Creature,Imp
80,Plaguecrafter,B,3.0,{2}{B},3.0,2.0,,"When Plaguecrafter enters the battlefield, each player sacrifices a creature or planeswalker. Each player who can't discards a card.",uncommon,,,Creature,"Human, Shaman"
81,Price of Fame,B,4.0,{3}{B},,,,"This spell costs {2} less to cast if it targets a legendary creature.
Destroy target creature.
Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",uncommon,Surveil,,Instant,
82,Ritual of Soot,B,4.0,{2}{B}{B},,,,Destroy all creatures with mana value 3 or less.,rare,,,Sorcery,
83,Severed Strands,B,2.0,{1}{B},,,,"As an additional cost to cast this spell, sacrifice a creature.
You gain life equal to the sacrificed creature's toughness. Destroy target creature an opponent controls.",common,,,Sorcery,
84,Spinal Centipede,B,3.0,{2}{B},3.0,2.0,,"When Spinal Centipede dies, put a +1/+1 counter on target creature you control.",common,,,Creature,Insect
85,Undercity Necrolisk,B,4.0,{3}{B},3.0,3.0,,"{1}, Sacrifice another creature: Put a +1/+1 counter on Undercity Necrolisk. It gains menace until end of turn. Activate only as a sorcery. (It can't be blocked except by two or more creatures.)",uncommon,,,Creature,"Zombie, Lizard"
86,Veiled Shade,B,3.0,{2}{B},2.0,2.0,,{1}{B}: Veiled Shade gets +1/+1 until end of turn.,common,,,Creature,Shade
87,Vicious Rumors,B,1.0,{B},,,,"Vicious Rumors deals 1 damage to each opponent. Each opponent discards a card, then mills a card. You gain 1 life.",common,Mill,,Sorcery,
88,Whispering Snitch,B,2.0,{1}{B},1.0,3.0,,"Whenever you surveil for the first time each turn, Whispering Snitch deals 1 damage to each opponent and you gain 1 life.",uncommon,,,Creature,"Vampire, Rogue"
89,Arclight Phoenix,R,4.0,{3}{R},3.0,2.0,,"Flying, haste
At the beginning of combat on your turn, if you've cast three or more instant and sorcery spells this turn, return Arclight Phoenix from your graveyard to the battlefield.",mythic,"Flying, Haste",,Creature,Phoenix
90,Barging Sergeant,R,5.0,{4}{R},4.0,2.0,,"Haste
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)",common,"Haste, Mentor",,Creature,"Minotaur, Soldier"
91,Book Devourer,R,6.0,{5}{R},4.0,5.0,,"Trample
Whenever Book Devourer deals combat damage to a player, you may discard all the cards in your hand. If you do, draw that many cards.",uncommon,Trample,,Creature,Beast
92,Command the Storm,R,5.0,{4}{R},,,,Command the Storm deals 5 damage to target creature.,common,,,Instant,
93,Cosmotronic Wave,R,4.0,{3}{R},,,,Cosmotronic Wave deals 1 damage to each creature your opponents control. Creatures your opponents control can't block this turn.,common,,,Sorcery,
94,Direct Current,R,3.0,{1}{R}{R},,,,"Direct Current deals 2 damage to any target.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",common,Jump-start,,Sorcery,
95,Electrostatic Field,R,2.0,{1}{R},0.0,4.0,,"Defender
Whenever you cast an instant or sorcery spell, Electrostatic Field deals 1 damage to each opponent.",uncommon,Defender,,Creature,Wall
96,Erratic Cyclops,R,4.0,{3}{R},0.0,8.0,,"Trample
Whenever you cast an instant or sorcery spell, Erratic Cyclops gets +X/+0 until end of turn, where X is that spell's mana value.",rare,Trample,,Creature,"Cyclops, Shaman"
97,Experimental Frenzy,R,4.0,{3}{R},,,,"You may look at the top card of your library any time.
You may play lands and cast spells from the top of your library.
You can't play lands or cast spells from your hand.
{3}{R}: Destroy Experimental Frenzy.",rare,,,Enchantment,
98,Fearless Halberdier,R,3.0,{2}{R},3.0,2.0,,,common,,,Creature,"Human, Warrior"
99,Fire Urchin,R,2.0,{1}{R},1.0,3.0,,"Trample
Whenever you cast an instant or sorcery spell, Fire Urchin gets +1/+0 until end of turn.",common,Trample,,Creature,Elemental
100,Goblin Banneret,R,1.0,{R},1.0,1.0,,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
{1}{R}: Goblin Banneret gets +2/+0 until end of turn.",uncommon,Mentor,,Creature,"Goblin, Soldier"
101,Goblin Cratermaker,R,2.0,{1}{R},2.0,2.0,,"{1}, Sacrifice Goblin Cratermaker: Choose one —
• Goblin Cratermaker deals 2 damage to target creature.
• Destroy target colorless nonland permanent.",uncommon,,,Creature,"Goblin, Warrior"
102,Goblin Locksmith,R,2.0,{1}{R},2.0,1.0,,"Whenever Goblin Locksmith attacks, creatures with defender can't block this turn.",common,,,Creature,"Goblin, Rogue"
103,Gravitic Punch,R,4.0,{3}{R},,,,"Target creature you control deals damage equal to its power to target player.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",common,Jump-start,,Sorcery,
104,Hellkite Whelp,R,5.0,{4}{R},3.0,3.0,,"Flying
Whenever Hellkite Whelp attacks, it deals 1 damage to target creature defending player controls.",uncommon,Flying,,Creature,Dragon
105,Inescapable Blaze,R,6.0,{4}{R}{R},,,,"This spell can't be countered.
Inescapable Blaze deals 6 damage to any target.",uncommon,,,Instant,
106,Lava Coil,R,2.0,{1}{R},,,,"Lava Coil deals 4 damage to target creature. If that creature would die this turn, exile it instead.",uncommon,,,Sorcery,
107,Legion Warboss,R,3.0,{2}{R},2.0,2.0,,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
At the beginning of combat on your turn, create a 1/1 red Goblin creature token. That token gains haste until end of turn and attacks this combat if able.",rare,Mentor,,Creature,"Goblin, Soldier"
108,Maniacal Rage,R,2.0,{1}{R},,,,"Enchant creature
Enchanted creature gets +2/+2 and can't block.",common,Enchant,,Enchantment,Aura
109,Maximize Velocity,R,1.0,{R},,,,"Target creature gets +1/+1 and gains haste until end of turn.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",common,Jump-start,,Sorcery,
110,Ornery Goblin,R,2.0,{1}{R},2.0,1.0,,"Whenever Ornery Goblin blocks or becomes blocked by a creature, Ornery Goblin deals 1 damage to that creature.",common,,,Creature,"Goblin, Warrior"
111,Risk Factor,R,3.0,{2}{R},,,,"Target opponent may have Risk Factor deal 4 damage to them. If that player doesn't, you draw three cards.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",rare,Jump-start,,Instant,
112,Rubblebelt Boar,R,4.0,{3}{R},3.0,3.0,,"When Rubblebelt Boar enters the battlefield, target creature gets +2/+0 until end of turn.",common,,,Creature,Boar
113,Runaway Steam-Kin,R,2.0,{1}{R},1.0,1.0,,"Whenever you cast a red spell, if Runaway Steam-Kin has fewer than three +1/+1 counters on it, put a +1/+1 counter on Runaway Steam-Kin.
Remove three +1/+1 counters from Runaway Steam-Kin: Add {R}{R}{R}.",rare,,,Creature,Elemental
114,Smelt-Ward Minotaur,R,3.0,{2}{R},2.0,3.0,,"Whenever you cast an instant or sorcery spell, target creature an opponent controls can't block this turn.",uncommon,,,Creature,"Minotaur, Warrior"
115,Street Riot,R,5.0,{4}{R},,,,"As long as it's your turn, creatures you control get +1/+0 and have trample.",uncommon,,,Enchantment,
116,Sure Strike,R,2.0,{1}{R},,,,Target creature gets +3/+0 and gains first strike until end of turn.,common,,,Instant,
117,Torch Courier,R,1.0,{R},1.0,1.0,,"Haste
Sacrifice Torch Courier: Another target creature gains haste until end of turn.",common,Haste,,Creature,Goblin
118,Wojek Bodyguard,R,3.0,{2}{R},3.0,3.0,,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
Wojek Bodyguard can't attack or block alone.",common,Mentor,,Creature,"Human, Soldier"
119,Affectionate Indrik,G,6.0,{5}{G},4.0,4.0,,"When Affectionate Indrik enters the battlefield, you may have it fight target creature you don't control. (Each deals damage equal to its power to the other.)",uncommon,Fight,,Creature,Beast
120,Arboretum Elemental,G,9.0,{7}{G}{G},7.0,5.0,,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Hexproof (This creature can't be the target of spells or abilities your opponents control.)",uncommon,"Convoke, Hexproof",,Creature,Elemental
121,Beast Whisperer,G,4.0,{2}{G}{G},2.0,3.0,,"Whenever you cast a creature spell, draw a card.",rare,,,Creature,"Elf, Druid"
122,Bounty of Might,G,6.0,{4}{G}{G},,,,"Target creature gets +3/+3 until end of turn.
Target creature gets +3/+3 until end of turn.
Target creature gets +3/+3 until end of turn.",rare,,,Instant,
123,Circuitous Route,G,4.0,{3}{G},,,,"Search your library for up to two basic land cards and/or Gate cards, put them onto the battlefield tapped, then shuffle.",uncommon,,,Sorcery,
124,Crushing Canopy,G,3.0,{2}{G},,,,"Choose one —
• Destroy target creature with flying.
• Destroy target enchantment.",common,,,Instant,
125,Devkarin Dissident,G,2.0,{1}{G},2.0,2.0,,{4}{G}: Devkarin Dissident gets +2/+2 until end of turn.,common,,,Creature,"Elf, Warrior"
126,District Guide,G,3.0,{2}{G},2.0,2.0,,"When District Guide enters the battlefield, you may search your library for a basic land card or Gate card, reveal it, put it into your hand, then shuffle.",uncommon,,,Creature,"Elf, Scout"
127,Generous Stray,G,3.0,{2}{G},1.0,2.0,,"When Generous Stray enters the battlefield, draw a card.",common,,,Creature,Cat
128,Golgari Raiders,G,4.0,{3}{G},0.0,0.0,,"Haste
Undergrowth — Golgari Raiders enters the battlefield with a +1/+1 counter on it for each creature card in your graveyard.",uncommon,"Haste, Undergrowth",,Creature,"Elf, Warrior"
129,Grappling Sundew,G,2.0,{1}{G},0.0,4.0,,"Defender, reach
{4}{G}: Grappling Sundew gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy this creature.)",uncommon,"Defender, Reach",,Creature,Plant
130,Hatchery Spider,G,7.0,{5}{G}{G},5.0,7.0,,"Reach
Undergrowth — When you cast this spell, reveal the top X cards of your library, where X is the number of creature cards in your graveyard. You may put a green permanent card with mana value X or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.",rare,"Reach, Undergrowth",,Creature,Spider
131,Hitchclaw Recluse,G,3.0,{2}{G},1.0,4.0,,Reach,common,Reach,,Creature,Spider
132,Ironshell Beetle,G,2.0,{1}{G},1.0,1.0,,"When Ironshell Beetle enters the battlefield, put a +1/+1 counter on target creature.",common,,,Creature,Insect
133,Kraul Foragers,G,5.0,{4}{G},4.0,4.0,,"Undergrowth — When Kraul Foragers enters the battlefield, you gain 1 life for each creature card in your graveyard.",common,Undergrowth,,Creature,"Insect, Scout"
134,Kraul Harpooner,G,2.0,{1}{G},3.0,2.0,,"Reach
Undergrowth — When Kraul Harpooner enters the battlefield, choose up to one target creature with flying you don't control. Kraul Harpooner gets +X/+0 until end of turn, where X is the number of creature cards in your graveyard, then you may have Kraul Harpooner fight that creature.",uncommon,"Fight, Reach, Undergrowth",,Creature,"Insect, Warrior"
135,Might of the Masses,G,1.0,{G},,,,Target creature gets +1/+1 until end of turn for each creature you control.,uncommon,,,Instant,
136,Nullhide Ferox,G,4.0,{2}{G}{G},6.0,6.0,,"Hexproof
You can't cast noncreature spells.
{2}: Nullhide Ferox loses all abilities until end of turn. Any player may activate this ability.
If a spell or ability an opponent controls causes you to discard Nullhide Ferox, put it onto the battlefield instead of putting it into your graveyard.",mythic,Hexproof,,Creature,Beast
137,Pack's Favor,G,3.0,{2}{G},,,,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Target creature gets +3/+3 until end of turn.",common,Convoke,,Instant,
138,Pause for Reflection,G,3.0,{2}{G},,,,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Prevent all combat damage that would be dealt this turn.",common,Convoke,,Instant,
139,Pelt Collector,G,1.0,{G},1.0,1.0,,"Whenever another creature you control enters the battlefield or dies, if that creature's power is greater than Pelt Collector's, put a +1/+1 counter on Pelt Collector.
As long as Pelt Collector has three or more +1/+1 counters on it, it has trample.",rare,,,Creature,"Elf, Warrior"
140,Portcullis Vine,G,1.0,{G},0.0,3.0,,"Defender (This creature can't attack.)
{2}, {T}, Sacrifice a creature with defender: Draw a card.",common,Defender,,Creature,"Plant, Wall"
141,Prey Upon,G,1.0,{G},,,,Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.),common,Fight,,Sorcery,
142,Siege Wurm,G,7.0,{5}{G}{G},5.0,5.0,,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Trample",common,"Convoke, Trample",,Creature,Wurm
