,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
45,Prophet of Distortion,C,1.0,{U},1.0,2.0,,"Devoid (This card has no color.)
{3}{C}: Draw a card. ({C} represents colorless mana.)",uncommon,Devoid,,Creature,"Eldrazi, Drone"
46,Slip Through Space,C,1.0,{U},,,,"Devoid (This card has no color.)
Target creature can't be blocked this turn.
Draw a card.",common,Devoid,,Sorcery,
47,Thought Harvester,C,4.0,{3}{U},2.0,4.0,,"Devoid (This card has no color.)
Flying
Whenever you cast a colorless spell, target opponent exiles the top card of their library.",uncommon,"Devoid, Flying",,Creature,"Eldrazi, Drone"
48,Void Shatter,C,3.0,{1}{U}{U},,,,"Devoid (This card has no color.)
Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",uncommon,Devoid,,Instant,
49,Ancient Crab,U,3.0,{1}{U}{U},1.0,5.0,,,common,,,Creature,Crab
50,Comparative Analysis,U,4.0,{3}{U},,,,"Surge {2}{U} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Target player draws two cards.",common,Surge,,Instant,
51,Containment Membrane,U,3.0,{2}{U},,,,"Surge {U} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Enchant creature
Enchanted creature doesn't untap during its controller's untap step.",common,"Enchant, Surge",,Enchantment,Aura
52,Crush of Tentacles,U,6.0,{4}{U}{U},,,,"Surge {3}{U}{U} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Return all nonland permanents to their owners' hands. If this spell's surge cost was paid, create an 8/8 blue Octopus creature token.",mythic,Surge,,Sorcery,
53,Cyclone Sire,U,5.0,{4}{U},3.0,4.0,,"Flying
When Cyclone Sire dies, you may put three +1/+1 counters on target land you control. If you do, that land becomes a 0/0 Elemental creature with haste that's still a land.",uncommon,Flying,,Creature,Elemental
54,Gift of Tusks,U,1.0,{U},,,,"Until end of turn, target creature loses all abilities and becomes a green Elephant with base power and toughness 3/3.",uncommon,,,Instant,
55,Grip of the Roil,U,3.0,{2}{U},,,,"Surge {1}{U} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Tap target creature. It doesn't untap during its controller's next untap step.
Draw a card.",uncommon,Surge,,Instant,
56,Hedron Alignment,U,3.0,{2}{U},,,,"Hexproof
At the beginning of your upkeep, you may reveal your hand. If you do, you win the game if you own a card named Hedron Alignment in exile, in your hand, in your graveyard, and on the battlefield.
{1}{U}: Scry 1.",rare,"Hexproof, Scry",,Enchantment,
57,Jwar Isle Avenger,U,5.0,{4}{U},3.0,3.0,,"Surge {2}{U} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Flying",common,"Flying, Surge",,Creature,Sphinx
58,Negate,U,2.0,{1}{U},,,,Counter target noncreature spell.,common,,,Instant,
59,Oath of Jace,U,3.0,{2}{U},,,,"When Oath of Jace enters the battlefield, draw three cards, then discard two cards.
At the beginning of your upkeep, scry X, where X is the number of planeswalkers you control.",rare,Scry,Legendary,Enchantment,
60,Overwhelming Denial,U,4.0,{2}{U}{U},,,,"Surge {U}{U} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
This spell can't be countered.
Counter target spell.",rare,Surge,,Instant,
61,Roiling Waters,U,7.0,{5}{U}{U},,,,Return up to two target creatures your opponents control to their owners' hands. Target player draws two cards.,uncommon,,,Sorcery,
62,Sphinx of the Final Word,U,7.0,{5}{U}{U},5.0,5.0,,"This spell can't be countered.
Flying, hexproof
Instant and sorcery spells you control can't be countered.",mythic,"Flying, Hexproof",,Creature,Sphinx
63,Sweep Away,U,3.0,{2}{U},,,,"Return target creature to its owner's hand. If that creature is attacking, you may put it on top of its owner's library instead.",common,,,Instant,
64,Umara Entangler,U,2.0,{1}{U},2.0,1.0,,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",common,Prowess,,Creature,"Merfolk, Rogue, Ally"
65,Unity of Purpose,U,4.0,{3}{U},,,,"Support 2. (Put a +1/+1 counter on each of up to two target creatures.)
Untap each creature you control with a +1/+1 counter on it.",uncommon,Support,,Instant,
66,Bearer of Silence,C,2.0,{1}{B},2.0,1.0,,"Devoid (This card has no color.)
When you cast this spell, you may pay {1}{C}. If you do, target opponent sacrifices a creature. ({C} represents colorless mana.)
Flying
Bearer of Silence can't block.",rare,"Devoid, Flying",,Creature,Eldrazi
67,Dread Defiler,C,7.0,{6}{B},6.0,8.0,,"Devoid (This card has no color.)
{3}{C}, Exile a creature card from your graveyard: Target opponent loses life equal to the exiled card's power. ({C} represents colorless mana.)",rare,Devoid,,Creature,Eldrazi
68,Essence Depleter,C,3.0,{2}{B},2.0,3.0,,"Devoid (This card has no color.)
{1}{C}: Target opponent loses 1 life and you gain 1 life. ({C} represents colorless mana.)",uncommon,Devoid,,Creature,"Eldrazi, Drone"
69,Flaying Tendrils,C,3.0,{1}{B}{B},,,,"Devoid (This card has no color.)
All creatures get -2/-2 until end of turn. If a creature would die this turn, exile it instead.",uncommon,Devoid,,Sorcery,
70,Havoc Sower,C,4.0,{3}{B},3.0,3.0,,"Devoid (This card has no color.)
{1}{C}: Havoc Sower gets +2/+1 until end of turn. ({C} represents colorless mana.)",uncommon,Devoid,,Creature,"Eldrazi, Drone"
71,Inverter of Truth,C,4.0,{2}{B}{B},6.0,6.0,,"Devoid (This card has no color.)
Flying
When Inverter of Truth enters the battlefield, exile all cards from your library face down, then shuffle all cards from your graveyard into your library.",mythic,"Devoid, Flying",,Creature,Eldrazi
72,Kozilek's Shrieker,C,3.0,{2}{B},3.0,2.0,,"Devoid (This card has no color.)
{C}: Kozilek's Shrieker gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures. {C} represents colorless mana.)",common,Devoid,,Creature,"Eldrazi, Drone"
73,Kozilek's Translator,C,5.0,{4}{B},3.0,5.0,,"Devoid (This card has no color.)
Pay 1 life: Add {C}. Activate only once each turn. ({C} represents colorless mana.)",common,Devoid,,Creature,"Eldrazi, Drone"
74,Oblivion Strike,C,4.0,{3}{B},,,,"Devoid (This card has no color.)
Exile target creature.",common,Devoid,,Sorcery,
75,Reaver Drone,C,1.0,{B},2.0,1.0,,"Devoid (This card has no color.)
At the beginning of your upkeep, you lose 1 life unless you control another colorless creature.",uncommon,Devoid,,Creature,"Eldrazi, Drone"
76,Sifter of Skulls,C,4.0,{3}{B},4.0,3.0,,"Devoid (This card has no color.)
Whenever another nontoken creature you control dies, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}."" ({C} represents colorless mana.)",rare,Devoid,,Creature,Eldrazi
77,Sky Scourer,C,2.0,{1}{B},1.0,2.0,,"Devoid (This card has no color.)
Flying
Whenever you cast a colorless spell, Sky Scourer gets +1/+0 until end of turn.",common,"Devoid, Flying",,Creature,"Eldrazi, Drone"
78,Slaughter Drone,C,2.0,{1}{B},2.0,2.0,,"Devoid (This card has no color.)
{C}: Slaughter Drone gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it. {C} represents colorless mana.)",common,Devoid,,Creature,"Eldrazi, Drone"
79,Unnatural Endurance,C,1.0,{B},,,,"Devoid (This card has no color.)
Target creature gets +2/+0 until end of turn. Regenerate it.",common,Devoid,,Instant,
80,Visions of Brutality,C,2.0,{1}{B},,,,"Devoid (This card has no color.)
Enchant creature
Enchanted creature can't block.
Whenever enchanted creature deals damage, its controller loses that much life.",uncommon,"Devoid, Enchant",,Enchantment,Aura
81,Witness the End,C,4.0,{3}{B},,,,"Devoid (This card has no color.)
Target opponent exiles two cards from their hand and loses 2 life.",common,Devoid,,Sorcery,
82,Corpse Churn,B,2.0,{1}{B},,,,"Mill three cards, then you may return a creature card from your graveyard to your hand. (To mill a card, put the top card of your library into your graveyard.)",common,Mill,,Instant,
83,Drana's Chosen,B,4.0,{3}{B},2.0,2.0,,"Cohort — {T}, Tap an untapped Ally you control: Create a tapped 2/2 black Zombie creature token.",rare,Cohort,,Creature,"Vampire, Shaman, Ally"
84,Grasp of Darkness,B,2.0,{B}{B},,,,Target creature gets -4/-4 until end of turn.,uncommon,,,Instant,
85,"Kalitas, Traitor of Ghet",B,4.0,{2}{B}{B},3.0,4.0,,"Lifelink
If a nontoken creature an opponent controls would die, instead exile that card and create a 2/2 black Zombie creature token.
{2}{B}, Sacrifice another Vampire or Zombie: Put two +1/+1 counters on Kalitas, Traitor of Ghet.",mythic,Lifelink,Legendary,Creature,"Vampire, Warrior"
86,Malakir Soothsayer,B,5.0,{4}{B},4.0,4.0,,"Cohort — {T}, Tap an untapped Ally you control: You draw a card and you lose 1 life.",uncommon,Cohort,,Creature,"Vampire, Shaman, Ally"
87,Null Caller,B,4.0,{3}{B},2.0,4.0,,"{3}{B}, Exile a creature card from your graveyard: Create a tapped 2/2 black Zombie creature token.",uncommon,,,Creature,"Vampire, Shaman"
88,Remorseless Punishment,B,5.0,{3}{B}{B},,,,Target opponent loses 5 life unless that player discards two cards or sacrifices a creature or planeswalker. Repeat this process once.,rare,,,Sorcery,
89,Tar Snare,B,3.0,{2}{B},,,,Target creature gets -3/-2 until end of turn.,common,,,Instant,
90,Untamed Hunger,B,3.0,{2}{B},,,,"Enchant creature
Enchanted creature gets +2/+1 and has menace. (It can't be blocked except by two or more creatures.)",common,Enchant,,Enchantment,Aura
91,Vampire Envoy,B,3.0,{2}{B},1.0,4.0,,"Flying
Whenever Vampire Envoy becomes tapped, you gain 1 life.",common,Flying,,Creature,"Vampire, Cleric, Ally"
92,Zulaport Chainmage,B,4.0,{3}{B},4.0,2.0,,"Cohort — {T}, Tap an untapped Ally you control: Target opponent loses 2 life.",common,Cohort,,Creature,"Human, Shaman, Ally"
93,Consuming Sinkhole,C,4.0,{3}{R},,,,"Devoid (This card has no color.)
Choose one —
• Exile target land creature.
• Consuming Sinkhole deals 4 damage to target player or planeswalker.",common,Devoid,,Instant,
94,Eldrazi Aggressor,C,3.0,{2}{R},2.0,3.0,,"Devoid (This card has no color.)
Eldrazi Aggressor has haste as long as you control another colorless creature.",common,Devoid,,Creature,"Eldrazi, Drone"
95,Eldrazi Obligator,C,3.0,{2}{R},3.0,1.0,,"Devoid (This card has no color.)
When you cast this spell, you may pay {1}{C}. If you do, gain control of target creature until end of turn, untap that creature, and it gains haste until end of turn. ({C} represents colorless mana.)
Haste",rare,"Devoid, Haste",,Creature,Eldrazi
96,Immobilizer Eldrazi,C,2.0,{1}{R},2.0,1.0,,"Devoid (This card has no color.)
{2}{C}: Each creature with toughness greater than its power can't block this turn. ({C} represents colorless mana.)",uncommon,Devoid,,Creature,"Eldrazi, Drone"
97,Kozilek's Return,C,3.0,{2}{R},,,,"Devoid (This card has no color.)
Kozilek's Return deals 2 damage to each creature.
Whenever you cast an Eldrazi creature spell with mana value 7 or greater, you may exile Kozilek's Return from your graveyard. If you do, Kozilek's Return deals 5 damage to each creature.",mythic,Devoid,,Instant,
98,Maw of Kozilek,C,4.0,{3}{R},2.0,5.0,,"Devoid (This card has no color.)
{C}: Maw of Kozilek gets +2/-2 until end of turn. ({C} represents colorless mana.)",common,Devoid,,Creature,"Eldrazi, Drone"
99,Reality Hemorrhage,C,2.0,{1}{R},,,,"Devoid (This card has no color.)
Reality Hemorrhage deals 2 damage to any target.",common,Devoid,,Instant,
100,Akoum Flameseeker,R,3.0,{2}{R},3.0,2.0,,"Cohort — {T}, Tap an untapped Ally you control: Discard a card. If you do, draw a card.",common,Cohort,,Creature,"Human, Shaman, Ally"
101,Boulder Salvo,R,5.0,{4}{R},,,,"Surge {1}{R} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Boulder Salvo deals 4 damage to target creature.",common,Surge,,Sorcery,
102,Brute Strength,R,2.0,{1}{R},,,,Target creature gets +3/+1 and gains trample until end of turn.,common,,,Instant,
103,"Chandra, Flamecaller",R,6.0,{4}{R}{R},,,4.0,"[+1]: Create two 3/1 red Elemental creature tokens with haste. Exile them at the beginning of the next end step.
[0]: Discard all the cards in your hand, then draw that many cards plus one.
[−X]: Chandra, Flamecaller deals X damage to each creature.",mythic,,Legendary,Planeswalker,Chandra
104,Cinder Hellion,R,5.0,{4}{R},4.0,4.0,,"Trample
When Cinder Hellion enters the battlefield, it deals 2 damage to target opponent or planeswalker.",common,Trample,,Creature,Hellion
105,Devour in Flames,R,3.0,{2}{R},,,,"As an additional cost to cast this spell, return a land you control to its owner's hand.
Devour in Flames deals 5 damage to target creature or planeswalker.",uncommon,,,Sorcery,
106,Embodiment of Fury,R,4.0,{3}{R},4.0,3.0,,"Trample
Land creatures you control have trample.
Landfall — Whenever a land enters the battlefield under your control, you may have target land you control become a 3/3 Elemental creature with haste until end of turn. It's still a land.",uncommon,"Landfall, Trample",,Creature,Elemental
107,Expedite,R,1.0,{R},,,,"Target creature gains haste until end of turn.
Draw a card.",common,,,Instant,
108,Goblin Dark-Dwellers,R,5.0,{3}{R}{R},4.0,4.0,,"Menace
When Goblin Dark-Dwellers enters the battlefield, you may cast target instant or sorcery card with mana value 3 or less from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead.",rare,Menace,,Creature,Goblin
109,Goblin Freerunner,R,4.0,{3}{R},3.0,2.0,,"Surge {1}{R} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Menace (This creature can't be blocked except by two or more creatures.)",common,"Menace, Surge",,Creature,"Goblin, Warrior, Ally"
110,Kazuul's Toll Collector,R,3.0,{2}{R},3.0,2.0,,{0}: Attach target Equipment you control to Kazuul's Toll Collector. Activate only as a sorcery.,uncommon,,,Creature,"Ogre, Warrior"
111,Oath of Chandra,R,2.0,{1}{R},,,,"When Oath of Chandra enters the battlefield, it deals 3 damage to target creature an opponent controls.
At the beginning of each end step, if a planeswalker entered the battlefield under your control this turn, Oath of Chandra deals 2 damage to each opponent.",rare,,Legendary,Enchantment,
112,Press into Service,R,5.0,{4}{R},,,,"Support 2. (Put a +1/+1 counter on each of up to two target creatures.)
Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.",uncommon,Support,,Sorcery,
113,Pyromancer's Assault,R,4.0,{3}{R},,,,"Whenever you cast your second spell each turn, Pyromancer's Assault deals 2 damage to any target.",uncommon,,,Enchantment,
114,Reckless Bushwhacker,R,3.0,{2}{R},2.0,1.0,,"Surge {1}{R} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Haste
When Reckless Bushwhacker enters the battlefield, if its surge cost was paid, other creatures you control get +1/+0 and gain haste until end of turn.",uncommon,"Haste, Surge",,Creature,"Goblin, Warrior, Ally"
115,Sparkmage's Gambit,R,2.0,{1}{R},,,,Sparkmage's Gambit deals 1 damage to each of up to two target creatures. Those creatures can't block this turn.,common,,,Sorcery,
116,Tears of Valakut,R,2.0,{1}{R},,,,"This spell can't be countered.
Tears of Valakut deals 5 damage to target creature with flying.",uncommon,,,Instant,
117,Tyrant of Valakut,R,7.0,{5}{R}{R},5.0,4.0,,"Surge {3}{R}{R} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Flying
When Tyrant of Valakut enters the battlefield, if its surge cost was paid, it deals 3 damage to any target.",rare,"Flying, Surge",,Creature,Dragon
118,Zada's Commando,R,2.0,{1}{R},2.0,1.0,,"First strike
Cohort — {T}, Tap an untapped Ally you control: Zada's Commando deals 1 damage to target opponent or planeswalker.",common,"Cohort, First strike",,Creature,"Goblin, Archer, Ally"
119,Birthing Hulk,C,7.0,{6}{G},5.0,4.0,,"Devoid (This card has no color.)
When Birthing Hulk enters the battlefield, create two 1/1 colorless Eldrazi Scion creature tokens. They have ""Sacrifice this creature: Add {C}."" ({C} represents colorless mana.)
{1}{C}: Regenerate Birthing Hulk.",uncommon,Devoid,,Creature,"Eldrazi, Drone"
120,Ruin in Their Wake,C,2.0,{1}{G},,,,"Devoid (This card has no color.)
Search your library for a basic land card and reveal it. You may put that card onto the battlefield tapped if you control a land named Wastes. Otherwise, put that card into your hand. Then shuffle.",uncommon,Devoid,,Sorcery,
121,Scion Summoner,C,3.0,{2}{G},2.0,2.0,,"Devoid (This card has no color.)
When Scion Summoner enters the battlefield, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}."" ({C} represents colorless mana.)",common,Devoid,,Creature,"Eldrazi, Drone"
122,Stalking Drone,C,2.0,{1}{G},2.0,2.0,,"Devoid (This card has no color.)
{C}: Stalking Drone gets +1/+2 until end of turn. Activate only once each turn. ({C} represents colorless mana.)",common,Devoid,,Creature,"Eldrazi, Drone"
123,Vile Redeemer,C,3.0,{2}{G},3.0,3.0,,"Devoid (This card has no color.)
Flash
When you cast this spell, you may pay {C}. If you do, create a 1/1 colorless Eldrazi Scion creature token for each nontoken creature that died under your control this turn. Those tokens have ""Sacrifice this creature: Add {C}.""",rare,"Devoid, Flash",,Creature,Eldrazi
124,World Breaker,C,7.0,{6}{G},5.0,7.0,,"Devoid (This card has no color.)
When you cast this spell, exile target artifact, enchantment, or land.
Reach
{2}{C}, Sacrifice a land: Return World Breaker from your graveyard to your hand. ({C} represents colorless mana.)",mythic,"Devoid, Reach",,Creature,Eldrazi
125,Baloth Pup,G,2.0,{1}{G},3.0,1.0,,Baloth Pup has trample as long as it has a +1/+1 counter on it.,uncommon,,,Creature,Beast
126,Bonds of Mortality,G,2.0,{1}{G},,,,"When Bonds of Mortality enters the battlefield, draw a card.
{G}: Creatures your opponents control lose hexproof and indestructible until end of turn.",uncommon,,,Enchantment,
127,Canopy Gorger,G,6.0,{4}{G}{G},6.0,5.0,,,common,,,Creature,Wurm
128,Elemental Uprising,G,2.0,{1}{G},,,,Target land you control becomes a 4/4 Elemental creature with haste until end of turn. It's still a land. It must be blocked this turn if able.,common,,,Instant,
129,Embodiment of Insight,G,5.0,{4}{G},4.0,4.0,,"Vigilance
Land creatures you control have vigilance.
Landfall — Whenever a land enters the battlefield under your control, you may have target land you control become a 3/3 Elemental creature with haste until end of turn. It's still a land.",uncommon,"Landfall, Vigilance",,Creature,Elemental
130,Gladehart Cavalry,G,7.0,{5}{G}{G},6.0,6.0,,"When Gladehart Cavalry enters the battlefield, support 6. (Put a +1/+1 counter on each of up to six other target creatures.)
Whenever a creature you control with a +1/+1 counter on it dies, you gain 2 life.",rare,Support,,Creature,"Elf, Knight"
